name,DM,center_f,slope (mhz/ms),slope error (mhz/ms),theta,red_chisq,amplitude,xo,yo,sigmax,sigmay,angle,amp_error,xo_error,yo_error,sigmax_error,sigmay_error,angle_error,f_res (mhz),time_res (s),downf,downt,fchans,tchans,tsamp_width,subbg_start (ms),subbg_end (ms),sksigma,skwindow,regstart_a,regend_a,regstart_b,regend_b,background,slope_abs,slope_over_nuobs,slope_over_nuobs_err,recip_slope_over_nuobs,slope_abs_nuobssq,min_sigma,max_sigma,min_sigma_error,max_sigma_error,sigma_t,tau_w_old,tau_w,t_from_sigma,tau_w_error,sigma_t_ms,tau_w_ms,tau_w_ms_old
M001,559.7,4454.987779892042,-1121.9655616163886,0.03056495078567224,-1.5699050340766438,2238.4692695770636,451.22265599409354,0.015345222482900425,9.408309162014573,0.48878912445284356,270.3276768694646,0.000891292718252832,0.00428545306582882,5.1734566063663985e-06,0.0025668616179351936,4.640100260611158e-06,0.0025722046465630147,2.4280873293649485e-08,6.25,1.024e-05,4.0,1.0,128,300,150,,,,,,,,,,1121.9655616163886,0.25184481238769574,0.00032460316650922126,3.970699219567711,5.6530977149795614e-08,0.48878912445284356,270.3276768694646,4.640100260611158e-06,0.0025722046465630147,5.005200634397118e-06,5.005202622463748e-06,0.48878931859997543,-0.48878893030515397,4.751464554147695e-08,0.005005200634397119,0.48878931859997543,0.005005202622463748
M001,560.0,4454.987779892042,-1161.5707772270284,0.0325208022092801,-1.5699354238068446,2271.2552394058057,451.23308429970757,0.015346255684113961,9.408947178445048,0.4887591057151332,270.3216055545982,0.0008609029880520009,0.004254306859419375,5.101687686509462e-06,0.0025480879919538655,4.605986424220864e-06,0.0025533898228444333,2.410291521721921e-08,6.25,1.024e-05,4.0,1.0,128,300,150,,,,,,,,,,1161.5707772270284,0.2607348963940765,0.0003478946130756525,3.8353132389635842,5.852651214239578e-08,0.4887591057151332,270.3216055545982,4.605986424220864e-06,0.0025533898228444333,5.004893242522964e-06,5.004895097215685e-06,0.48875928683746916,-0.48875892459227227,4.716531846234465e-08,0.005004893242522964,0.48875928683746916,0.005004895097215685
M001,560.5,4454.987779892042,-1223.6151756671702,0.03562886872311988,-1.5699790765701092,2328.2965694058057,451.18097402369307,0.015352645181145756,9.408413926191006,0.48867725779979054,270.3233886306014,0.0008172502247873092,0.004200457315103144,4.990761104125295e-06,0.002516139729857693,4.5474474711461935e-06,0.0025213757852248007,2.3796442367525186e-08,6.25,1.024e-05,4.0,1.0,128,300,150,,,,,,,,,,1223.6151756671702,0.27466184782594893,0.0003858998990962357,3.640840575112173,6.165266020833053e-08,0.48867725779979054,270.3233886306014,4.5474474711461935e-06,0.0025213757852248007,5.004055119869855e-06,5.004056790963887e-06,0.48867742099256706,-0.4886770946065352,4.656587765511205e-08,0.005004055119869855,0.48867742099256706,0.005004056790963887
M001,561.0,4454.987779892042,-1304.6536362126237,0.04084955347683853,-1.5700298399845973,2288.9665065117415,451.2090279753574,0.015354840302324252,9.410376161648404,0.4884984435799378,270.2820729749819,0.0007664868102992501,0.004237409119118609,4.980989082593872e-06,0.002537726965418652,4.585490868746667e-06,0.00254299598185944,2.3999190907197148e-08,6.25,1.024e-05,4.0,1.0,128,300,150,,,,,,,,,,1304.6536362126237,0.29285234902355656,0.00043869280893433853,3.4146900420442305,6.573583666051116e-08,0.4884984435799378,270.2820729749819,4.585490868746667e-06,0.00254299598185944,5.002224062258563e-06,5.002225531662519e-06,0.488498587076418,-0.48849830008303113,4.6955440289128444e-08,0.005002224062258563,0.488498587076418,0.0050022255316625195
M001,561.5,4454.987779892042,-1387.0009412234124,0.04534344551393833,-1.5700753468755555,2371.181251290112,451.23678396180895,0.015367141384519015,9.412939693389216,0.48833314381511356,270.2659918904197,0.0007209799193410226,0.0041630559045358635,4.848652759814821e-06,0.0024928942972019816,4.503228769426123e-06,0.002498065673774244,2.357006501482397e-08,6.25,1.024e-05,4.0,1.0,128,300,150,,,,,,,,,,1387.0009412234124,0.3113366432751525,0.0004956217729044783,3.211957286750285,6.988496010705041e-08,0.48833314381511356,270.2659918904197,4.503228769426123e-06,0.002498065673774244,5.000531392666763e-06,5.000532692331025e-06,0.4883332707354516,-0.4883330168943942,4.6113074583949677e-08,0.005000531392666764,0.4883332707354516,0.005000532692331025
M001,562.0,4454.987779892042,-1483.7415513657158,0.05197108943344859,-1.5701223550727548,2362.5867574865783,451.19986343857,0.01536557792702631,9.412715771443889,0.48839576072069063,270.25050737885556,0.0006739717221418856,0.004168504476904909,4.813638792891832e-06,0.0024962164703152415,4.510070044978079e-06,0.0025013900887315755,2.3607234027877554e-08,6.25,1.024e-05,4.0,1.0,128,300,150,,,,,,,,,,1483.7415513657158,0.33305176684495225,0.0005670341120977921,3.0025362407566405,7.475929975570506e-08,0.48839576072069063,270.25050737885556,4.510070044978079e-06,0.0025013900887315755,5.001172589779872e-06,5.001173725637399e-06,0.4883958716442773,-0.4883956497967668,4.6183127749603977e-08,0.0050011725897798716,0.4883958716442773,0.005001173725637399
M001,562.5,4454.987779892042,-1592.433517436598,0.060010309984201565,-1.5701683571763212,2348.53824013371,451.2639274801962,0.015364603200402161,9.41205059141172,0.4881523193562067,270.2360606261135,0.0006279696185753132,0.004181124129469111,4.7863356123102015e-06,0.0025032827045231056,4.520827560905312e-06,0.0025084669449218274,2.3664813099918214e-08,6.25,1.024e-05,4.0,1.0,128,300,150,,,,,,,,,,1592.433517436598,0.35744958148351813,0.0006527970317472069,2.7975973446372873,8.023581638021467e-08,0.4881523193562067,270.2360606261135,4.520827560905312e-06,0.0025084669449218274,4.998679750207557e-06,4.99868073580879e-06,0.48815241560632705,-0.4881522231057912,4.629328335142223e-08,0.0049986797502075565,0.48815241560632705,0.00499868073580879
M001,563.0,4454.987779892042,-1734.0322108692849,0.07090108985971832,-1.5702196363027163,2361.5236701893436,451.3360049979619,0.015377424055332817,9.414088205609673,0.4878613962575832,270.21749925707076,0.0005766904921801894,0.004168949951028223,4.72856339458195e-06,0.0024954222928648025,4.504259281442958e-06,0.002500585224059165,2.357970923813434e-08,6.25,1.024e-05,4.0,1.0,128,300,150,,,,,,,,,,1734.0322108692849,0.389233887171584,0.0007733971109332337,2.5691493802521235,8.737036023497607e-08,0.4878613962575832,270.21749925707076,4.504259281442958e-06,0.002500585224059165,4.9957006976776515e-06,4.995701528389955e-06,0.4878614773818316,-0.4878613151330839,4.6123622711661685e-08,0.004995700697677651,0.4878614773818316,0.004995701528389955
M001,563.5,4454.987779892042,-1870.3301210370742,0.08383786059744722,-1.570261661874804,2283.9762119856623,451.42172223564376,0.015381986185089767,9.413416112208845,0.4876697164333134,270.1983512533484,0.0005346649200925662,0.004239493636430728,4.774541652038313e-06,0.002536985407607828,4.5778088832776555e-06,0.0025422286856320074,2.3966439929620548e-08,6.25,1.024e-05,4.0,1.0,128,300,150,,,,,,,,,,1870.3301210370742,0.4198283392558257,0.0008993721983074065,2.3819259123206598,9.423782061777044e-08,0.4876697164333134,270.1983512533484,4.5778088832776555e-06,0.0025422286856320074,4.993737896277129e-06,4.993738610046268e-06,0.4876697861373309,-0.48766964672907887,4.687676966499208e-08,0.00499373789627713,0.4876697861373309,0.004993738610046268
M001,564.0,4454.987779892042,-2055.3601465104057,0.10177286334473289,-1.5703097940951198,2262.6385533717,451.315314006978,0.015369875815812952,9.414969595491193,0.48783634761908234,270.1559087755281,0.000486532699776819,0.004258407974916199,4.7650421207304274e-06,0.0025485040217994677,4.600892031382634e-06,0.002553759076192441,2.4091066588565057e-08,6.25,1.024e-05,4.0,1.0,128,300,150,,,,,,,,,,2055.3601465104057,0.4613615677662337,0.0010866584656624013,2.1674974030491585,1.0356068087293696e-07,0.48783634761908234,270.1559087755281,4.600892031382634e-06,0.002553759076192441,4.995444199619403e-06,4.995444790863492e-06,0.4878364053577629,-0.4878362898802203,4.711313997751141e-08,0.004995444199619403,0.4878364053577629,0.004995444790863492
M001,564.5,4454.987779892042,-2287.9604298792087,0.1259126289301763,-1.570359256326691,2268.9243643029617,451.34389253525796,0.015376635235311707,9.418255488269077,0.48791951848641124,270.1276092544065,0.00043707046820555073,0.004250805432686531,4.725791476472195e-06,0.0025435261882586564,4.59317240792423e-06,0.0025487627252958403,2.405316278734512e-08,6.25,1.024e-05,4.0,1.0,128,300,150,,,,,,,,,,2287.9604298792087,0.5135727734666542,0.0013462719087537155,1.9471437187955392,1.1528040004614774e-07,0.48791951848641124,270.1276092544065,4.59317240792423e-06,0.0025487627252958403,4.996295869300851e-06,4.996296346522016e-06,0.48791956509004064,-0.48791947188263424,4.7034089949604476e-08,0.004996295869300851,0.48791956509004064,0.004996296346522016
M001,565.0,4454.987779892042,-2553.0279516439596,0.15814144497716964,-1.5704046350595142,2227.802737752326,451.3863381328256,0.01539239873347573,9.41796088171268,0.48770318122237494,270.1076606685838,0.00039169173538223503,0.004289777692574177,4.740600627468567e-06,0.002566414347349108,4.632794387230681e-06,0.002571692469516022,2.426244124883266e-08,6.25,1.024e-05,4.0,1.0,128,300,150,,,,,,,,,,2553.0279516439596,0.5730718192241208,0.0016754734577773631,1.7449819838530802,1.2863600250728588e-07,0.48770318122237494,270.1076606685838,4.632794387230681e-06,0.002571692469516022,4.99408057571712e-06,4.9940809588178475e-06,0.48770321863455535,-0.48770314381007535,4.7439818164396014e-08,0.0049940805757171195,0.48770321863455535,0.004994080958817848
M001,565.5,4454.987779892042,-2891.639638982616,0.2050610275475481,-1.570450502250699,2174.8260351907766,451.44595108490387,0.015389782488693304,9.421273280386616,0.4872736381450947,270.09763288651874,0.0003458245441976724,0.0043402911799511465,4.767897290274752e-06,0.0025961950574899546,4.682600962503778e-06,0.0026015315834385794,2.452419373917741e-08,6.25,1.024e-05,4.0,1.0,128,300,150,,,,,,,,,,2891.639638982616,0.6490791404713323,0.0021465888730951687,1.5406441798050152,1.456971764100016e-07,0.4872736381450947,270.09763288651874,4.682600962503778e-06,0.0026015315834385794,4.98968205460577e-06,4.989682352974368e-06,0.48727366728265303,-0.4872736090074433,4.794983672330049e-08,0.00498968205460577,0.48727366728265303,0.004989682352974367
M001,566.0,4454.987779892042,-3376.2872558670583,0.28462243550922395,-1.5705001434742918,2096.9099966591125,451.49867129235093,0.01539060551767993,9.42256561927321,0.48703096479217434,270.0776661507923,0.0002961833206046882,0.004421292979571964,4.830961438536812e-06,0.002644143120554427,4.767060850923565e-06,0.002649572110400428,2.4968377021570352e-08,6.25,1.024e-05,4.0,1.0,128,300,150,,,,,,,,,,3376.2872558670583,0.7578667827342224,0.0029255835713291743,1.319493112486356,1.701164672448524e-07,0.48703096479217434,270.0776661507923,4.767060850923565e-06,0.002649572110400428,4.9871970794718655e-06,4.987197298220995e-06,0.48703098615439394,-0.4870309434298861,4.88147052545746e-08,0.004987197079471865,0.48703098615439394,0.004987197298220994
M001,566.5,4454.987779892042,-3977.09478502766,0.41967385343406455,-1.5705448869794085,1847.9479752670966,451.84476583348055,0.015398941308176177,9.422490015882454,0.48564574004538924,270.0725491389083,0.00025143981548812625,0.004715204412970338,5.11491919133986e-06,0.0028177035817237516,5.065615603823013e-06,0.002823487036472499,2.6532611750246144e-08,6.25,1.024e-05,4.0,1.0,128,300,150,,,,,,,,,,3977.09478502766,0.8927285509016675,0.004049582637046602,1.120161328984031,2.003885521147941e-07,0.48564574004538924,270.0725491389083,5.065615603823013e-06,0.002823487036472499,4.973012378064786e-06,4.973012535266128e-06,0.4856457553970829,-0.4856457246936465,5.187190542286465e-08,0.004973012378064786,0.4856457553970829,0.004973012535266128
M001,567.0,4454.987779892042,-4887.044455702988,0.6602176391443824,-1.570591704145132,1699.0152644329246,451.95962209506473,0.01541245853314835,9.425305892136379,0.48500374194869306,270.08248260148247,0.00020462264976443167,0.004920575713408814,5.31208770338177e-06,0.0029397888995608555,5.277918169537855e-06,0.002945826894248255,2.7643595264286273e-08,6.25,1.024e-05,4.0,1.0,128,300,150,,,,,,,,,,4887.044455702988,1.096982684837222,0.006108565661755862,0.9115914169131913,2.462369683231331e-07,0.48500374194869306,270.08248260148247,5.277918169537855e-06,0.002945826894248255,4.966438317554617e-06,4.9664384215277345e-06,0.48500375210231783,-0.48500373179503575,5.404588318752615e-08,0.004966438317554617,0.48500375210231783,0.004966438421527735
M001,567.5,4454.987779892042,-6356.004341440809,1.2059502623946343,-1.5706389952485305,1455.1432711288805,452.13652803174426,0.015418440923799492,9.426646704067512,0.4839953047001939,270.10410697688513,0.00015733154636603805,0.005327103861201371,5.7217935450972044e-06,0.0031816780708070675,5.699855045311563e-06,0.0031882201638347117,2.9851146459286424e-08,6.25,1.024e-05,4.0,1.0,128,300,150,,,,,,,,,,6356.004341440809,1.426716448051589,0.010326086457234682,0.7009101222360343,3.202514840761612e-07,0.4839953047001939,270.10410697688513,5.699855045311563e-06,0.0031882201638347117,4.956111920129986e-06,4.956111981469644e-06,0.4839953106903949,-0.4839952987099739,5.836651638636758e-08,0.004956111920129985,0.4839953106903949,0.004956111981469644
M001,568.0,4454.987779892042,-9234.529066480232,2.82638227064483,-1.5706880375698704,1178.2592929771588,452.4367183831579,0.01541875532308754,9.42882006562544,0.48279071343667684,270.11794300099484,0.00010828922502612205,0.005933683210280172,6.340482976529372e-06,0.003541795223362818,6.328873402830817e-06,0.0035490833347305664,3.314373057031972e-08,6.25,1.024e-05,4.0,1.0,128,300,150,,,,,,,,,,9234.529066480232,2.0728517164875395,0.02177733941527967,0.48242717607147817,4.6528785686989485e-07,0.48279071343667684,270.11794300099484,6.328873402830817e-06,0.0035490833347305664,4.943776905591571e-06,4.943776934578217e-06,0.48279071626740405,-0.48279071060594064,6.48076640249717e-08,0.004943776905591571,0.48279071626740405,0.004943776934578217
M001,568.5,4454.987779892042,-16330.897034867723,9.319796210687207,-1.5707350931715007,1058.8423212952634,452.5213333713855,0.015418812258598235,9.427677178247544,0.48229764667010583,270.11160088897407,6.123362339572666e-05,0.0062636007545460734,6.6766178678819225e-06,0.003737935033791947,6.672694068857471e-06,0.003745624620938072,3.4945103667401985e-08,6.25,1.024e-05,4.0,1.0,128,300,150,,,,,,,,,,16330.897034867723,3.6657557420423426,0.06807310253523889,0.2727950442881552,8.228430521376591e-07,0.48229764667010583,270.11160088897407,6.672694068857471e-06,0.003745624620938072,4.9387279019018835e-06,4.938727911160874e-06,0.4822976475743042,-0.48229764576590467,6.832838739320068e-08,0.004938727901901883,0.4822976475743042,0.004938727911160875
M001,569.0,4454.987779892042,-71021.98571856487,181.85482371330167,-1.5707822466478856,993.1763608524387,452.58915999495485,0.015428778397989678,9.43037375325888,0.4820479669726051,270.0916635399342,1.408014701099171e-05,0.0064659866954332595,6.883918059268603e-06,0.0038578513240901118,6.883703789245507e-06,0.0038657786087417344,3.6052816973599435e-08,6.25,1.024e-05,4.0,1.0,128,300,150,,,,,,,,,,71021.98571856487,15.942128065789205,1.2864458052827161,0.06272688287744574,3.5784897408126067e-06,0.4820479669726051,270.0916635399342,6.883703789245507e-06,0.0038657786087417344,4.936171181799476e-06,4.936171182288775e-06,0.48204796702038816,-0.482047966924822,7.048912680886125e-08,0.004936171181799476,0.48204796702038816,0.004936171182288775
M001,569.5,4454.987779892042,29412.356471822368,32.28393358939125,-1.5708303261108159,926.3441339363229,452.70493976391595,0.015435976923728618,9.433214911394723,0.48164657192923177,270.0729086099959,-3.3999315919350986e-05,0.006699849958323499,7.126212357822243e-06,0.0039960846589885655,7.124916289348825e-06,0.004004287162092624,3.731872546244418e-08,6.25,1.024e-05,4.0,1.0,128,300,150,,,,,,,,,,-29412.356471822368,-6.60211832781618,0.22055967137110494,-0.15146653700324933,-1.4819610409742063e-06,0.48164657192923177,270.0729086099959,7.124916289348825e-06,0.004004287162092624,4.932060896555334e-06,4.932060899405942e-06,0.4816465722076116,-0.48164657165085123,7.295914284510052e-08,0.004932060896555334,0.4816465722076116,0.0049320608994059415
M001,570.0,4454.987779892042,12287.464639131515,5.717784690331682,-1.5708777105487597,899.9246994500521,452.7342540394608,0.015427782138468018,9.437250732584577,0.4814871993787111,270.06872020287676,-8.138375386309992e-05,0.006801530215421037,7.237719088362113e-06,0.00405640537072127,7.230186812407029e-06,0.004064730756390128,3.7870691268834036e-08,6.25,1.024e-05,4.0,1.0,128,300,150,,,,,,,,,,-12287.464639131515,-2.7581365530545354,0.03850209544049746,-0.3625636297421665,-6.191120356162623e-07,0.4814871993787111,270.06872020287676,7.230186812407029e-06,0.004064730756390128,4.930428921638002e-06,4.9304289379658425e-06,0.4814872009732268,-0.4814871977841903,7.403711320423276e-08,0.004930428921638002,0.4814872009732268,0.004930428937965843
M001,570.5,4454.987779892042,7880.740959323166,2.5897523762075823,-1.5709232184158488,742.7098990391743,452.9015585944308,0.015441237966037679,9.43790241005904,0.4805122175706922,270.0987914951455,-0.00012689162095218945,0.007507871420596304,7.982172233883427e-06,0.0044765098456181415,7.961936235930291e-06,0.004485711775620353,4.169885484759046e-08,6.25,1.024e-05,4.0,1.0,128,300,150,,,,,,,,,,-7880.740959323166,-1.7689702752706853,0.015842412943986958,-0.5653006237467622,-3.970763473819344e-07,0.4805122175706922,270.0987914951455,7.961936235930291e-06,0.004485711775620353,4.920445107923888e-06,4.920445147536995e-06,0.4805122214391597,-0.4805122137022124,8.153022771230294e-08,0.004920445107923888,0.4805122214391597,0.0049204451475369955
M001,571.0,4454.987779892042,5823.9986919264975,1.6419393780934743,-1.5709680301284772,551.429242892926,453.18274671513404,0.015435845496944503,9.438922010323743,0.4788827214510995,270.0929007381801,-0.00017170333358054133,0.00875069857026704,9.285982344095328e-06,0.005214188334203381,9.242721905615389e-06,0.005224903095176668,4.8407713347446175e-08,6.25,1.024e-05,4.0,1.0,128,300,150,,,,,,,,,,-5823.9986919264975,-1.3072984662749467,0.008654769345592464,-0.764936260385456,-2.934460274336884e-07,0.4788827214510995,270.0929007381801,9.242721905615389e-06,0.005224903095176668,4.903759067659259e-06,4.903759139945431e-06,0.4788827285102959,-0.478882714391881,9.464547370866775e-08,0.004903759067659259,0.4788827285102959,0.004903759139945431
M001,571.5,4454.987779892042,4625.915165253653,1.1215897000703845,-1.5710125002327353,470.8154016937136,453.3003740179169,0.015448468532129004,9.439526392250462,0.4780302605961086,270.1084138394402,-0.00021617343783867445,0.009494637275194605,1.0082457553297033e-05,0.005656329003063831,1.0008038163600052e-05,0.005667963201745445,5.2412957240615455e-08,6.25,1.024e-05,4.0,1.0,128,300,150,,,,,,,,,,-4625.915165253653,-1.038367644044526,0.00546276887109961,-0.9630500389100329,-2.330797962524801e-07,0.4780302605961086,270.1084138394402,1.0008038163600052e-05,0.005667963201745445,4.895029868504152e-06,4.895029982878507e-06,0.4780302717654792,-0.47803024942670325,1.0248231318980524e-07,0.004895029868504153,0.4780302717654792,0.004895029982878507
M001,572.0,4454.987779892042,3825.187086010556,0.8177980439154617,-1.5710577519107756,413.99450548644063,453.46303007740056,0.015441038020841655,9.440374914640383,0.47729164373372834,270.06703845945736,-0.00026142511587902797,0.01014241073989488,1.0786665169496968e-05,0.00603914595917047,1.0670501508140686e-05,0.006051539217624826,5.5890845035321844e-08,6.25,1.024e-05,4.0,1.0,128,300,150,,,,,,,,,,-3825.187086010556,-0.8586302084319638,0.0037350536034159447,-1.1646457231294094,-1.9273458219289905e-07,0.47729164373372834,270.06703845945736,1.0670501508140686e-05,0.006051539217624826,4.887466431833378e-06,4.887466598845144e-06,0.477291660043471,-0.47729162742393527,1.0926593917713498e-07,0.004887466431833378,0.477291660043471,0.004887466598845144
