name,DM,center_f,slope (mhz/ms),slope error (mhz/ms),theta,red_chisq,amplitude,xo,yo,sigmax,sigmay,angle,amp_error,xo_error,yo_error,sigmax_error,sigmay_error,angle_error,f_res (mhz),time_res (s),downf,downt,fchans,tchans,tsamp_width,subbg_start (ms),subbg_end (ms),sksigma,skwindow,slope_abs,slope_over_nuobs,slope_over_nuobs_err,recip_slope_over_nuobs,slope_abs_nuobssq,min_sigma,max_sigma,min_sigma_error,max_sigma_error,sigma_t,tau_w_old,tau_w,t_from_sigma,tau_w_error,sigma_t_ms,tau_w_ms,tau_w_ms_old
FRB121102_tracking-M01_0112,555.0,1391.0910273717402,-28.652693993182012,0.025460239207826862,-1.5359097546511036,13.913084358676045,846.2274979054413,0.14388225272743396,2.8156233917116333,1.7058504168577433,65.4259105769561,0.03488657214379288,0.7103698290804116,0.002391009971917819,0.054884054786475074,0.0014319222888327973,0.05491745498457826,3.097439848013072e-05,1.953125,9.8304e-05,1.0,1.0,256,300,150,,,,,28.652693993182012,0.020597281866821485,6.826822944893165e-05,48.55009541869794,1.480656654492049e-08,1.7058504168577433,65.4259105769561,0.0014319222888327973,0.05491745498457826,0.00016769191937878358,0.00016779394833026033,1.7068883090236446,-1.7048124499670945,0.00014084933367657337,0.16769191937878358,1.7068883090236446,0.16779394833026035
FRB121102_tracking-M01_0112,555.5,1391.0910273717402,-30.13121913700616,0.02830418043261406,-1.5376203345996042,13.857349648817813,844.8506984689204,0.14420263231863975,2.859464091305292,1.708230729961154,65.39795280963614,0.03317599219529232,0.7117344743044721,0.0023252896388442678,0.055056232257749325,0.00143898478500873,0.05508651681688117,3.1141468179415896e-05,1.953125,9.8304e-05,1.0,1.0,256,300,150,,,,,30.13121913700616,0.02166013477488574,7.574171287326792e-05,46.167764438819155,1.557060921872909e-08,1.708230729961154,65.39795280963614,0.00143898478500873,0.05508651681688117,0.00016792591367810128,0.0001680183064760235,1.7091705981040801,-1.7072907371312367,0.00014153579045919664,0.16792591367810128,1.7091705981040801,0.16801830647602348
FRB121102_tracking-M01_0112,556.0,1391.0910273717402,-31.56488715743775,0.030992229089544618,-1.5391261472301334,14.082546635509221,844.2011484040538,0.1441535184820132,2.822885030975805,1.7110512717996509,65.36127394330346,0.03167017956476308,0.7080958860326161,0.0022516836186011265,0.054788378870896416,0.0014350882618264964,0.054815845594818384,3.107482282191343e-05,1.953125,9.8304e-05,1.0,1.0,256,300,150,,,,,31.56488715743775,0.022690741681423186,8.360608037286704e-05,44.0708379673061,1.6311471524831822e-08,1.7110512717996509,65.36127394330346,0.0014350882618264964,0.054815845594818384,0.0001682031842229929,0.00016828751553421757,1.7119091342592117,-1.7101932510725653,0.00014114564663514183,0.16820318422299288,1.7119091342592117,0.16828751553421756
FRB121102_tracking-M01_0112,556.5,1391.0910273717402,-33.07540217360963,0.03441861675814488,-1.5405715856248268,13.682238627204494,844.6937656724782,0.14465300242654378,2.850124941848228,1.714274196776879,65.4202360890746,0.030224741170069725,0.715973914904603,0.0022173044699398594,0.05541874113426372,0.0014529499061033595,0.05544404579229032,3.143303685510462e-05,1.953125,9.8304e-05,1.0,1.0,256,300,150,,,,,33.07540217360963,0.023776590836115656,9.152009103721019e-05,42.058174230808625,1.709204528551808e-08,1.714274196776879,65.4202360890746,0.0014529499061033595,0.05544404579229032,0.00016852001063995432,0.00016859696150156708,1.7150569814205634,-1.7134912316641002,0.0001428960080411953,0.1685200106399543,1.7150569814205634,0.16859696150156708
FRB121102_tracking-M01_0112,557.0,1391.0910273717402,-34.73052270003589,0.03713358158788309,-1.5420111628583903,14.159670234147296,850.8294829325757,0.1452235356758914,2.8337097912702425,1.7091969530678899,65.49568416336439,0.02878516393650614,0.7086495681038784,0.002118758428619166,0.05452262421606149,0.0014235018763169994,0.054545208476185686,3.0759856180701235e-05,1.953125,9.8304e-05,1.0,1.0,256,300,150,,,,,34.73052270003589,0.024966391139517343,0.0001004472056922799,40.05384656564073,1.7947345391687006e-08,1.7091969530678899,65.49568416336439,0.0014235018763169994,0.054545208476185686,0.00016802089727438585,0.00016809048371671517,1.709904822964632,-1.7084888939154033,0.000139993883413939,0.16802089727438585,1.709904822964632,0.16809048371671517
FRB121102_tracking-M01_0112,557.5,1391.0910273717402,-36.526118299660155,0.04202750033823013,-1.5434254942716945,13.62876961562275,847.5573221247593,0.1450773070666423,2.831053574050958,1.7149202463476103,65.58691123727303,0.02737083252320224,0.7209861111933503,0.002111232644767439,0.055766357635855066,0.0014587512943930374,0.055787238013424285,3.14775643067305e-05,1.953125,9.8304e-05,1.0,1.0,256,300,150,,,,,36.526118299660155,0.026257173384743072,0.00011153375813222238,38.08483058504147,1.8875237398628113e-08,1.7149202463476103,65.58691123727303,0.0014587512943930374,0.055787238013424285,0.0001685835198969555,0.00016864664462710397,1.715562384308919,-1.7142779095039469,0.00014345478262520558,0.1685835198969555,1.715562384308919,0.16864664462710396
FRB121102_tracking-M01_0112,558.0,1391.0910273717402,-38.6028609375316,0.04721182462985512,-1.5448973032705553,13.518837430813171,847.3566480512828,0.14503603712626534,2.8626193779982434,1.7227924706524675,65.57626080621796,0.02589902352434136,0.7215752235868241,0.002059485479240852,0.05581889629025884,0.0014670006725953071,0.05583760608236293,3.1660696229779055e-05,1.953125,9.8304e-05,1.0,1.0,256,300,150,,,,,38.6028609375316,0.027750061051336067,0.00012478572558054907,36.03595675519617,1.9948414952949326e-08,1.7227924706524675,65.57626080621796,0.0014670006725953071,0.05583760608236293,0.00016935739103502017,0.00016941416671320807,1.7233700227173674,-1.7222147133094532,0.00014426038002880265,0.16935739103502018,1.7233700227173674,0.16941416671320808
FRB121102_tracking-M01_0112,558.5,1391.0910273717402,-40.97932131803536,0.053311516753039134,-1.5463986173186817,13.581394066502705,846.1546389355966,0.14473627629014268,2.8054145779935835,1.7245300567409714,65.5310537399439,0.024397709476214408,0.7208417312302192,0.0020028440803785434,0.05580548149793501,0.0014690778323623655,0.055822083689722884,3.17272899086115e-05,1.953125,9.8304e-05,1.0,1.0,256,300,150,,,,,40.97932131803536,0.029458403879909785,0.0001412334813956573,33.946170474021706,2.1176474652106022e-08,1.7245300567409714,65.5310537399439,0.0014690778323623655,0.055822083689722884,0.00016952820269786444,0.00016957863592898163,1.7250430900978764,-1.7240168204703779,0.0001444591898650441,0.16952820269786445,1.7250430900978764,0.16957863592898162
FRB121102_tracking-M01_0112,559.0,1391.0910273717402,-43.821331690583285,0.06034295631963834,-1.5479803503633618,13.789612153126061,847.9832670874123,0.14506502011783873,2.837798545581796,1.7190995727678575,65.54832196930049,0.02281597643153476,0.7175642099596105,0.0019276992102316766,0.05544918941132854,0.0014546564685933394,0.05546361850001675,3.140720874630943e-05,1.953125,9.8304e-05,1.0,1.0,256,300,150,,,,,43.821331690583285,0.03150141207752391,0.00016108201721097047,31.744608703223648,2.2645111971601994e-08,1.7190995727678575,65.54832196930049,0.0014546564685933394,0.05546361850001675,0.00016899436440137147,0.0001690383302658207,1.7195468166689118,-1.7186521373943389,0.00014303575224106833,0.16899436440137147,1.7195468166689118,0.1690383302658207
FRB121102_tracking-M01_0112,559.5,1391.0910273717402,-46.97531423904678,0.07007211415917904,-1.5495117648760075,13.439915692341525,845.2499630604532,0.1454146193657156,2.8164101602633007,1.7140357965792872,65.58679049579021,0.0212845619188889,0.7253806681756614,0.001896420945794245,0.05625805116888908,0.0014707622080514884,0.05627078766046227,3.174015684617725e-05,1.953125,9.8304e-05,1.0,1.0,256,300,150,,,,,46.97531423904678,0.033768684661707335,0.00018466642586210773,29.613235162042592,2.4274964037046696e-08,1.7140357965792872,65.58679049579021,0.0014707622080514884,0.05627078766046227,0.00016849657494693026,0.00016853472329037743,1.71442386159645,-1.7136475542106147,0.0001446145420531892,0.16849657494693027,1.71442386159645,0.16853472329037744
