,name,DM,center_f,slope (mhz/ms),slope error (mhz/ms),red_chisq,amplitude,xo,yo,sigmax,sigmay,angle,amp_error,xo_error,yo_error,sigmax_error,sigmay_error,angle_error,time_res
73,4,557.048789473684,4603.95218063416,-886.306506291569,14.0086485186187,3.30656628486577,4.15014576452844,512.392386985081,512.128400522905,163.13936262972,26.5308738504229,1.74128655431691,0.046451601099208,0.425372249564821,1.79703573109642,1.82399070310926,0.296496743274958,0.002642793307137,1.024E-05
74,5,557.048789473684,4435.77619565023,-1363.69480819512,28.0649077587051,3.3679336183297,5.51297175337776,512.476416460049,512.651240691874,37.2002012373918,168.079746781244,1.68222582611038,0.038140125358234,0.286305393487751,1.15482536212355,0.256955619850749,1.16321921070963,0.002274289185117,1.024E-05
75,6,557.048789473684,4513.18439311792,-2513.60355477466,1.88329550987265,6.65928213762848,154.575302692352,512.493985297263,511.908474956717,158.708443249267,12.2528276393642,1.63142675952879,0.063768159637469,0.00641863365426,0.065352910687955,0.065507690812814,0.005054914378361,4.5315576512477E-05,1.024E-05
76,7,557.048789473684,4351.04256542009,-776.430236874983,0.488745553764901,6.28489580712988,269.795699893178,512.496640287941,512.469779591066,103.476455999926,38.5400572242631,4.90644089564599,0.052543584554856,0.008327461986721,0.019826918712557,0.02015227896713,0.007505929805826,0.000119107874008,1.024E-05
77,8,557.048789473684,4563.38681317666,-311.552147084074,0.055066952524456,5.88945137281938,245.998682168036,512.494752474225,512.49351632637,174.185787918011,63.7149151388627,2.02622389395004,0.028760340600694,0.011178603665743,0.018578684552572,0.020373948654799,0.007448190456244,6.98188899127568E-05,1.024E-05
78,11,557.048789473684,4511.88830173482,-814.124106999752,4.37450351363122,3.36420549880785,11.9396172471469,512.498491836877,512.439195626126,183.958413422141,39.2930760074395,1.75607262973085,0.036712320679947,0.157876734070095,0.556201096475169,0.567731106532429,0.120711956449852,0.000972911567476,1.024E-05
79,12,557.048789473684,4404.97612469556,-796.043520048537,0.677018723120164,3.90955246559143,82.4732556820966,512.498136504266,512.444858411358,139.711133927767,28.3564163156189,1.76018198658426,0.043320183086612,0.020119555220314,0.072123550662595,0.073382961725536,0.014893910306573,0.000157244803112,1.024E-05
80,13,557.048789473684,4594.33122479557,-746.535021611063,0.13483359996773,11.4823454906767,927.4373574928,512.498857432833,512.466787871259,142.8302899611,40.1772644993055,1.77241408062218,0.076077545282163,0.003991304511472,0.011497741101048,0.011716613207381,0.00329566644112,3.54358586794071E-05,1.024E-05
81,14,557.048789473684,4475.58898865501,-1893.96556680138,0.493230442332593,4.78295663768227,328.570805436084,512.497249361948,512.210079700529,161.577527404263,11.4310498163874,4.79278063882761,0.068119775602259,0.003579705002907,0.033388228610907,0.033519878600935,0.002369574431423,2.08456763097769E-05,1.024E-05
82,15,557.048789473684,4278.44075262017,-290.824716806358,0.16523640565821,15.4609617668597,520.499086811418,512.483772447687,512.492383069381,66.8842354002497,46.8215743009252,2.05398698663965,0.062674163246828,0.006239106000446,0.007597836247292,0.008053996319069,0.005637969677902,0.000233752904918,1.024E-05
