name,DM,center_f,slope (mhz/ms),slope error (mhz/ms),theta,red_chisq,amplitude,xo,yo,sigmax,sigmay,angle,amp_error,xo_error,yo_error,sigmax_error,sigmay_error,angle_error,f_res (mhz),time_res (s),downf,downt,fchans,tchans,tsamp_width,subbg_start (ms),subbg_end (ms),sksigma,skwindow,background,regstart_a,regend_a,regstart_b,regend_b,regstart_c,regend_c,slope_abs,slope_over_nuobs,recip_slope_over_nuobs,slope_abs_nuobssq,min_sigma,max_sigma,min_sigma_error,max_sigma_error,sigma_t,tau_w_old,tau_w,t_from_sigma,tau_w_error,sigma_t_ms,tau_w_ms,tau_w_ms_old,slope_over_nuobs_err
B006,560.0,1397.4666443834699,-145.870521374344,0.013175207310903,1.5776516141109398,84.00586628221009,2313.51675645034,0.120322790928595,18.865790069509803,187.80279821645001,1.45766254674955,1.5776516141109398,0.130487488461638,0.000109692149256,0.010592317672277,0.010592571903841998,8.22171978327269e-05,6.19158696508601e-07,12.5,8.196721311475407e-05,1.0,1.0,64,340,170,0.0,4.9180326461792,,,,,,,,,,145.870521374344,0.10438211313351148,9.580185435802926,7.469381366133606e-08,1.45766254674955,187.80279821645001,8.22171978327269e-05,0.010592571903841998,0.00011948053661881555,0.00011948334399641811,1.4576967967563015,1.4576282954840973,6.739272922237705e-06,0.11948053661881555,1.4576967967563015,0.1194833439964181,8.641135478736729e-05
B006,560.5,1397.4666443834699,-188.90388291182,0.022140109244863,1.5760899747796002,85.94707919888849,2312.9461678557395,0.121116264105891,18.8779347392887,187.749966485233,1.45650204787873,1.5760899747796002,0.130791048092139,9.97087288821136e-05,0.010616632251902002,0.010616786432354,8.236157751831421e-05,6.20420042971053e-07,12.5,8.196721311475407e-05,1.0,1.0,64,340,170,0.0,4.9180326461792,,,,,,,,,,188.90388291182,0.13517595119070627,7.397765587676167,9.672928633680755e-08,1.45650204787873,187.749966485233,8.236157751831421e-05,0.010616786432354,0.0001193854137605516,0.00011938708643076474,1.4565224544553301,1.4564816403598737,6.751043562261986e-06,0.1193854137605516,1.4565224544553301,0.11938708643076475,0.00014687702590350713
B006,561.0,1397.4666443834699,-274.70616935775,0.04754439664727201,1.5744365638715698,87.15535359077141,2311.82868131163,0.121796006680004,18.9063316581077,187.46775287444402,1.4575776404045,1.5744365638715698,0.132456568634262,9.22096410201583e-05,0.010740832977146002,0.010740909642205,8.351056364352529e-05,6.30023515339433e-07,12.5,8.196721311475407e-05,1.0,1.0,64,340,170,0.0,4.9180326461792,,,,,,,,,,274.70616935775,0.19657440158719786,5.087132362737541,1.4066482543769188e-07,1.4575776404045,187.46775287444402,8.351056364352529e-05,0.010740909642205,0.00011947357708233603,0.00011947436863051038,1.457587297292227,1.4575679829969415,6.845173518523095e-06,0.11947357708233604,1.457587297292227,0.11947436863051038,0.0003176178666278598
B006,561.5,1397.4666443834699,-496.45970412169294,0.15065546034865,1.57281058623888,92.58044151322528,2310.57780354652,0.122513987830522,18.95750774401111,187.172675298831,1.45913540700127,1.57281058623888,0.128097183672267,8.35505636565471e-05,0.010376755360183,0.010376781957515,8.08940300895894e-05,6.1124470016803e-07,12.5,8.196721311475407e-05,1.0,1.0,64,340,170,0.0,4.9180326461792,,,,,,,,,,496.45970412169294,0.3552569258930109,2.8148641929676548,2.5421495913395634e-07,1.45913540700127,187.172675298831,8.08940300895894e-05,0.010376781957515,0.00011960126286895652,0.00011960150548020181,1.4591383668584625,1.4591324469701934,6.630671654359501e-06,0.11960126286895652,1.4591383668584625,0.11960150548020182,0.001037296828288373
B006,562.0,1397.4666443834699,-2026.37334618924,2.58258955803626,1.5712898192308795,87.5402345209482,2310.01869258581,0.123178283742011,19.0473745442847,186.87554603114899,1.46083155864379,1.5712898192308795,0.131414791660042,8.32704147572315e-05,0.010631153273559,0.010631159602476,8.31049965359802e-05,6.28950340081497e-07,12.5,8.196721311475407e-05,1.0,1.0,64,340,170,0.0,4.9180326461792,,,,,,,,,,2026.37334618924,1.4500334260809704,0.6896392745253581,1.0376157684398198e-06,1.46083155864379,186.87554603114899,8.31049965359802e-05,0.010631159602476,0.0001197402916921139,0.00011974030627168746,1.4608317365145875,1.4608313807621445,6.811885791380453e-06,0.1197402916921139,1.4608317365145875,0.11974030627168745,0.017290907717970847
B006,562.056,1397.4666443834699,-4942.30663915885,15.455217765095101,1.5709986614656002,87.3922114965577,2310.02488033393,0.123339256577121,19.0610794907115,186.80673296869801,1.46129516135026,1.5709986614656002,0.13211408649308098,8.36009771225833e-05,0.010683730897811,0.010683735851116,8.3573040743148e-05,6.32726081185988e-07,12.5,8.196721311475407e-05,1.0,1.0,64,340,170,0.0,4.9180326461792,,,,,,,,,,4942.30663915885,3.536618679968052,0.2827559571700938,2.530735666702318e-06,1.46129516135026,186.80673296869801,8.3573040743148e-05,0.010683735851116,0.0001197782919139557,0.00011977829436562655,1.4612951912606444,1.4612951314380458,6.850249381455328e-06,0.1197782919139557,1.4612951912606444,0.11977829436562655,0.10338797824315886
B006,562.5,1397.4666443834699,800.5935869693401,0.40768709673735903,1.56954725423647,86.3112041720671,2310.17346326447,0.123999587711856,19.091250865160998,186.62725047570999,1.46233064647183,1.56954725423647,0.132599519505047,8.499307178819459e-05,0.010711910353408002,0.010711923548343,8.3933217582058e-05,6.36065843628611e-07,12.5,8.196721311475407e-05,1.0,1.0,64,340,170,0.0,4.9180326461792,,,,,,,,,,-800.5935869693401,-0.5728892279375609,-1.7455381446079308,-4.099484093162785e-07,1.46233064647183,186.62725047570999,8.3933217582058e-05,0.010711923548343,0.00011986316774359258,0.0001198632612421063,1.4623317871536974,1.4623295057208145,6.879777299478607e-06,0.11986316774359258,1.4623317871536974,0.1198632612421063,0.0027103108487486877
B006,563.0,1397.4666443834699,344.777318455877,0.076094502458646,1.5678959121146598,86.81489676704871,2305.55070076097,0.124806392152535,19.121915438265198,186.50673953609402,1.46699530270592,1.5678959121146598,0.132667988275325,8.99717422559364e-05,0.01073214111466,0.010732191075136,8.4416102536504e-05,6.40136002073632e-07,12.5,8.196721311475407e-05,1.0,1.0,64,340,170,0.0,4.9180326461792,,,,,,,,,,-344.777318455877,-0.2467159555053171,-4.053244136366561,-1.7654514796248502e-07,1.46699530270592,186.50673953609402,8.4416102536504e-05,0.010732191075136,0.0001202455166152393,0.00012024602236273192,1.4670014728253298,1.4669891322307032,6.919381769427501e-06,0.1202455166152393,1.4670014728253298,0.12024602236273192,0.0005073515104627483
B006,563.5,1397.4666443834699,219.159784291883,0.03060277781962,1.5662334775323998,87.7594420404199,2301.75235319719,0.125568489587219,19.1583669323131,186.232913930675,1.47261048611067,1.5662334775323998,0.131132457675083,9.686129751272108e-05,0.010609797936808002,0.010609913254474,8.389683102842809e-05,6.37132969244464e-07,12.5,8.196721311475407e-05,1.0,1.0,64,340,170,0.0,4.9180326461792,,,,,,,,,,-219.159784291883,-0.1568264868236417,-6.376473899619674,-1.1222198930753723e-07,1.47261048611067,186.232913930675,8.389683102842809e-05,0.010609913254474,0.00012070577755005488,0.00012070703400499178,1.4726258148609002,1.4725951565614932,6.876861010684385e-06,0.12070577755005488,1.4726258148609002,0.12070703400499179,0.0002051475455482646
B006,564.0,1397.4666443834699,162.521716072624,0.017308350208318002,1.5646433805637698,84.8773430678113,2301.1124500509804,0.126378955863647,19.141450804414106,185.93844346451002,1.47586777793101,1.5646433805637698,0.134318534272485,0.000108998489605,0.010853157083401,0.010853367291499,8.6147353817059e-05,6.55264187894552e-07,12.5,8.196721311475407e-05,1.0,1.0,64,340,170,0.0,4.9180326461792,,,,,,,,,,-162.521716072624,-0.11629738478969195,-8.598645634279432,-8.322015073282817e-08,1.47586777793101,185.93844346451002,8.6147353817059e-05,0.010853367291499,0.00012097276868286964,0.00012097505851345623,1.4758957138641666,1.4758398407665057,7.061392168482891e-06,0.12097276868286964,1.4758957138641666,0.12097505851345623,0.00011410642826558408
B006,564.5,1397.4666443834699,129.60673936392098,0.011383341702277002,1.56308083173751,77.7295900475147,2294.86873558419,0.127087158225611,19.133740976043104,185.502854133152,1.4836329053191,1.56308083173751,0.13747709121375598,0.000123491751288,0.011112409514475,0.01111274434209,8.88783301593303e-05,6.776239536179369e-07,12.5,8.196721311475407e-05,1.0,1.0,64,340,170,0.0,4.9180326461792,,,,,,,,,,-129.60673936392098,-0.09274406647544743,-10.782360942354567,-6.636585341638976e-08,1.4836329053191,185.502854133152,8.88783301593303e-05,0.01111274434209,0.00012160925453435241,0.00012161287402297005,1.4836770630802352,1.4835887460474544,7.285325858092877e-06,0.12160925453435241,1.4836770630802352,0.12161287402297005,7.181604933558194e-05
B006,565.0,1397.4666443834699,106.805854242029,0.007837350232844,1.5614338177071,77.7492340821545,2288.18250736353,0.127934302194825,19.1127934140408,184.84412433351105,1.4933466806679698,1.5614338177071,0.137573457756574,0.000137428828026,0.011112953312365,0.011113443597322,8.97848262914728e-05,6.869752166240128e-07,12.5,8.196721311475407e-05,1.0,1.0,64,340,170,0.0,4.9180326461792,,,,,,,,,,-106.805854242029,-0.07642819574355514,-13.084176464866053,-5.469053308050404e-08,1.4933466806679698,184.84412433351105,8.97848262914728e-05,0.011113443597322,0.00012240546562852209,0.00012241083029630273,1.4934121296148934,1.493281230317351,7.359734532260477e-06,0.12240546562852209,1.4934121296148934,0.12241083029630273,4.9451089442433045e-05
B006,565.5,1397.4666443834699,90.70931672596191,0.005705047470644,1.55977254745381,76.78840555582521,2280.1484443824397,0.12875038637515,19.1030024113572,183.97913517550705,1.50408691394813,1.55977254745381,0.136715741898297,0.00015139164740200005,0.011030531256128,0.011031204564987,9.0183433676791e-05,6.93270456226281e-07,12.5,8.196721311475407e-05,1.0,1.0,64,340,170,0.0,4.9180326461792,,,,,,,,,,-90.70931672596191,-0.06490982599873128,-15.405987993551944,-4.6448211311238846e-08,1.50408691394813,183.97913517550705,9.0183433676791e-05,0.011031204564987,0.00012328581261869916,0.00012329330357201425,1.5041783035785738,1.5039955237619467,7.392533877110008e-06,0.12328581261869916,1.5041783035785738,0.12329330357201425,3.577384630119775e-05
B006,566.0,1397.4666443834699,78.902754577591,0.004376038250802,1.55812317655402,79.3732922747597,2269.50231619328,0.129689053852063,19.0938730661268,183.225160620502,1.5161247820179498,1.55812317655402,0.136288340752389,0.000166529019714,0.011002309074302,0.011003195625577,9.10478814939275e-05,7.02792350574688e-07,12.5,8.196721311475407e-05,1.0,1.0,64,340,170,0.0,4.9180326461792,,,,,,,,,,-78.902754577591,-0.056461279340517694,-17.711252945031674,-4.040259534454013e-08,1.5161247820179498,183.225160620502,9.10478814939275e-05,0.011003195625577,0.00012427252311622534,0.00012428250272716908,1.5162465332714634,1.5160030322042615,7.463540411897735e-06,0.12427252311622533,1.5162465332714634,0.12428250272716908,2.7898243213590746e-05
B006,566.5,1397.4666443834699,69.8694203145242,0.0035422291123740008,1.55648489094545,77.6075056569802,2259.8213647793,0.130555670992327,19.083890263881106,182.237140745997,1.52817040546131,1.55648489094545,0.13823020144846,0.000184892472564,0.011146175431061,0.011147319090771005,9.34774187786558e-05,7.25459903726872e-07,12.5,8.196721311475407e-05,1.0,1.0,64,340,170,0.0,4.9180326461792,,,,,,,,,,-69.8694203145242,-0.04999720071697954,-20.00111977589958,-3.5777026176561905e-08,1.52817040546131,182.237140745997,9.34774187786558e-05,0.011147319090771005,0.00012525986930010734,0.00012527269718028532,1.5283269055994817,1.5280139103436277,7.66286818145572e-06,0.12525986930010732,1.5283269055994817,0.12527269718028533,2.232991449030477e-05
B006,567.0,1397.4666443834699,62.783012989843996,0.002901937019174,1.55486979827205,77.7042187874769,2253.19084153938,0.13147035615959898,19.073911974090397,181.608149974363,1.53664755415035,1.55486979827205,0.138581272813526,0.00020142999131200008,0.011168347168819,0.011169765597057,9.4511275529188e-05,7.36026599288459e-07,12.5,8.196721311475407e-05,1.0,1.0,64,340,170,0.0,4.9180326461792,,,,,,,,,,-62.783012989843996,-0.044926305212488575,-22.258674406236747,-3.214839180101435e-08,1.53664755415035,181.608149974363,9.4511275529188e-05,0.011169765597057,0.00012595471755330733,0.00012597069257633012,1.5368424494312278,1.536452669631707,7.747808404423764e-06,0.12595471755330734,1.5368424494312278,0.12597069257633012,1.8304961985485743e-05
