name,amplitude,xo,yo,sigmax,sigmay,theta,slope (mhz/ms),angle,center_f,amp_error,xo_error,yo_error,sigmax_error,sigmay_error,angle_error,slope error (mhz/ms),red_chisq,time_res,DM
180814,5.65578297517061,80.3964305226296,128.353941677127,4.8732354362012,-17.1238555291452,-9.09418108556183,-9.26278949869068,-10.6649774123567,403.705350346601,0.037341274049771,0.047664844593761,0.107426194692865,0.032169504834129,0.113037372248537,0.002891201324209,0.087224741708705,3.4743222446053,0.00098304,189
180911,6.28866440891093,80.3488220560122,128.295754089963,-4.14363342032659,10.2005557272202,6.45781977420707,-18.0178206178678,4.88702344741217,615.666191335777,0.056488208300886,0.039951888801107,0.090437150560651,0.03721145471822,0.09159879568077,0.006179782374267,0.650745997234635,3.37513819264716,0.00098304,189
180919,5.72371742252087,80.347271114429,128.322917924338,-6.34499932477314,-6.16970914885206,14.0694317374152,46.8596984154622,14.0694317374152,468.405206734113,0.050872563416336,0.054818634764906,0.056373596515671,0.056381045840705,0.054810972439654,0.22245937920856,154.370731130823,3.44554381437758,0.00098304,189
180917,16.847330135628,80.4766904113488,128.475444259463,36.5942795988075,10.8903799029915,5.49804752184512,-1.5886296898849,5.49804752184512,691.987072104856,0.05361764839041,0.085917908399428,0.085874214682349,0.116671215394039,0.034642662650054,0.001469714042063,0.004669663358899,1.01193978703763,0.00098304,189
180917.1,9.06657768247929,24.4461156857153,128.305113615098,11.8324078686031,-3.63457470016721,1.70216294762329,-12.0297185076994,1.70216294762329,783.406469187746,0.148790747832651,0.064375827400348,0.192692000426513,0.194206860976652,0.05965022550121,0.007871382201593,0.729171107967483,0.406858382261378,0.00098304,189
180917.2,11.161722717615,22.4799111900195,128.469925941401,15.0451369206175,-7.35697148311644,1.81161253205021,-6.47220663504078,1.81161253205021,696.752364405137,0.151016299615396,0.108122577717458,0.198741284488048,0.203341268034287,0.100085403947521,0.012322623035637,0.344343696503152,0.118939202152649,0.00098304,189
180917.3,3.23209564696731,32.5238692391831,128.536542523473,-14.3529345943216,9.52648089929347,5.12961412020867,-3.58592866123764,5.12961412020867,606.279721111142,0.059165514773767,0.19164112551219,0.250257684748708,0.262682993520117,0.174508241052232,0.030728987641591,0.297443316604328,0.521848871603554,0.00098304,189
180814,5.54965029536844,80.4277854888841,128.6015546173,-16.0626376644988,5.22050428713146,4.85108675102086,-22.7725640338461,4.85108675102086,406.705996656496,0.037070196258337,0.037598783927876,0.106397200274152,0.107319081057341,0.034880477738835,0.003433351243777,0.571011356627976,3.45045073064399,0.00098304,189.8
180911,6.05521489365463,80.3585193422921,128.47026308067,9.88897630265697,4.39895418041561,7.90225740536855,-65.7979017789768,7.90225740536855,608.955492268027,0.053547589267222,0.039080806942073,0.087343680095357,0.087425339433678,0.038897788862576,0.006937077796423,9.46965944235915,3.48440647831941,0.00098304,189.8
180919,5.74344781104972,80.3880317122763,128.407260043831,7.24484240006706,5.59767863138319,3.89397370426686,2.97563506274731,3.89397370426686,476.478442413074,0.049672815110126,0.056436388876574,0.055512219031767,0.062645000458779,0.048397069206647,0.023435343115095,0.139774691735038,3.40302966842277,0.00098304,189.8
180917,16.8746894678463,80.4716605930672,128.499901244403,35.710048359982,11.255926929935,5.46503865127942,-1.69712634352143,5.46503865127942,686.69858697718,0.051388012541213,0.078420911392788,0.082743030580564,0.10883450435751,0.034269128480758,0.001507317391365,0.005127209668089,1.13599019424771,0.00098304,189.8
180917.1,8.75831400260002,24.4425476182048,128.463904167374,11.6485942000224,-3.87924152882597,1.63552835769119,-24.5201098248732,1.63552835769119,779.144941282097,0.144488397401551,0.065065932580211,0.191839580535807,0.192197488726887,0.06400097930585,0.008738388088961,3.31931434665299,0.415670253197475,0.00098304,189.8
180917.2,11.0535877764798,22.4881755358822,128.505848155678,15.6169542264169,-7.57284597781378,1.76685300304223,-8.00298945829623,1.76685300304223,688.858194766262,0.147420391230251,0.106996267106645,0.204826479183734,0.207968212803116,0.101673454620574,0.011976703423872,0.501642714911761,0.121822082324022,0.00098304,189.8
180917.3,3.24611068376968,32.4662134944055,128.522082976653,9.55660425246897,14.0464351570237,31.6815013102496,-5.84359785880161,30.1107049834547,605.746419933571,0.060564540956549,0.185251804918756,0.25709648689158,0.178390509288893,0.261998118760297,0.033425636721402,0.771239479472884,0.534540415501342,0.00098304,189.8
180814,5.47293496069347,80.4348561044986,128.37829492049,15.6560025779121,5.30896396205776,4.78533666510521,-43.5006769281543,4.78533666510521,437.06259043729,0.036515935722187,0.036147510790164,0.104232172499278,0.104478389520509,0.035429569483993,0.003615889778515,2.1639213603362,3.46113364180543,0.00098304,190
180911,6.19114998912153,80.3373535647109,128.34342723026,4.29011183558352,9.87443549348803,6.29408008904629,-291.771661959234,4.72328376225139,607.290593977251,0.056476163182808,0.039132043443178,0.090042361388177,0.03912208636254,0.090046687617634,0.006907863415628,185.013184529366,3.38525970807242,0.00098304,190
180919,5.71484960591374,80.4181627469508,128.410503875789,7.48042035331269,5.46927504033846,7.02655407841307,2.92233162687668,7.02655407841307,483.359539157413,0.049167707649617,0.057108873481191,0.055660502210983,0.064371813258383,0.04707212168788,0.019125739808058,0.112179599096549,3.3326255933264,0.00098304,190
180917,16.994513549019,80.475482609272,128.497255198927,35.1045638041819,11.2792510547238,5.45823376618339,-1.720443251163,5.45823376618339,686.858630103798,0.05098791383219,0.075656574392296,0.080683667757534,0.105376220764766,0.033835262152185,0.001520415650228,0.005247989769127,1.16925342268006,0.00098304,190
180917.1,8.73978470020989,24.4385848321607,128.434501734882,11.7625460301052,-3.84999288477938,1.62964121343422,-26.979781007149,1.62964121343422,775.796634320754,0.145255091931758,0.064906803803285,0.195218437403005,0.195520618716405,0.063990779887235,0.008615822409327,3.95940066705735,0.424002912745703,0.00098304,190
180917.2,11.1463358350324,22.4864363690847,128.497482585324,15.5023030666588,-7.78804948731727,1.75853983470924,-8.3664054063479,1.75853983470924,695.113054246259,0.148728667642615,0.109099380399066,0.203663066819175,0.206474940565635,0.104813453826778,0.012702087419365,0.579565736201686,0.110452230856309,0.00098304,190
180917.3,3.26514695625461,32.5056530850958,128.54989001782,9.5926565192268,13.9273754057589,6.52925265545455,-6.32853919948675,4.95845632865965,600.881499110717,0.061624465043806,0.186885759699812,0.258661634436215,0.181147820255008,0.262807855065201,0.034975675151244,0.936893249973109,0.543651041298976,0.00098304,190
180814,5.67305081480732,80.4119488938036,128.332501351757,-4.83404868142043,-17.3337370007119,-24.7829958838721,-8.71556439269488,-26.353792210667,489.95861105901,0.037123414304706,0.048938166340711,0.107129919103692,0.031638551826093,0.113449397799718,0.002798730641513,0.075773389124581,3.43450893700291,0.00098304,188.9
180911,6.14477207200549,80.3428535995001,128.26343992283,10.4917869084403,-4.22784071516261,4.90059971362164,-16.6902786718629,4.90059971362164,620.782918553984,0.054305265544747,0.040610701817155,0.091378796101431,0.092748959352197,0.037375715387107,0.006013878501434,0.54610835667988,3.41075234508917,0.00098304,188.9
180919,5.57981973079479,80.3555918603296,128.388101059535,6.28281373966618,6.54699893476334,4.00003087923187,-2.74542885433944,2.42923455243697,478.179251429875,0.048772942309282,0.056274772827686,0.055927922322521,0.054930934448877,0.057248362212484,0.149555190166603,0.830026667964017,3.5268753485173,0.00098304,188.9
180917,16.7930952796444,80.4782097694727,128.47364642037,36.6457429423507,10.8671909034317,5.50040246390168,-1.5811649831331,5.50040246390168,692.192170818301,0.053370995184172,0.086063856326978,0.085680539937445,0.116683970362747,0.034520389378508,0.001461501216309,0.004621812317386,0.945380945526811,0.00098304,188.9
180917.1,8.56756039830321,24.4445045036086,128.366396000231,12.715585529886,-3.87133424483672,1.7235076679354,-10.3272104730899,1.7235076679354,781.46751463477,0.136184719168458,0.068146648824289,0.199969402663035,0.202102208170055,0.061533940395535,0.007543385894055,0.518144905397235,0.368569623978051,0.00098304,188.9
180917.2,11.0661489896829,22.4895384711015,128.468696700454,15.4455017181169,-7.7214425655378,1.83882096317436,-5.78757594574656,1.83882096317436,694.818051640016,0.147497672185961,0.113190362603136,0.199763531179806,0.205600874079513,0.103892472416316,0.012620448044398,0.286021510509409,0.102508189772295,0.00098304,188.9
180917.3,3.20234569374602,32.5351325919341,128.447261025437,9.36984140850117,14.3485643144097,0.390713741857868,-3.85894079157599,-1.18008258493703,607.834233545851,0.057822013004692,0.184893320352882,0.247969913595702,0.169270164399356,0.259019733576789,0.029082358512894,0.318694113812434,0.516222722471608,0.00098304,188.9
180814,5.6115361865021,80.4045046247642,128.372619835187,5.02851201457808,16.6625169122702,3.38008013240076,-13.0758074342154,1.80928380560586,413.428968429608,0.037005275854676,0.041386126168034,0.107075513749483,0.033165870363096,0.109899964146392,0.003096690646164,0.17639848082154,3.4172911557393,0.00098304,189.4
180911,6.02161870599282,80.3597065119654,128.291787013884,-10.5042606387093,4.35085567799832,7.95155141379047,-32.4774779375367,7.95155141379047,627.199557474359,0.053829436014042,0.039787927568538,0.093559662314655,0.093929666591831,0.038906390804363,0.006321941944639,2.11776255075956,3.42272941697931,0.00098304,189.4
180919,5.51930608491632,80.3900681964721,128.390858040224,6.06963619180356,-6.91333896874511,43.1144146044094,2.69343570458795,41.5436182776145,463.829901593894,0.047873475737972,0.057045790664539,0.055834568615485,0.052667453231057,0.0599821697936,0.047036605287805,0.256867509730593,3.44055461697795,0.00098304,189.4
180917,16.932359981954,80.4766117932933,128.493342092455,35.9870817874591,10.9689618993724,5.48259576097157,-1.63849807071052,5.48259576097157,686.701366352417,0.052422162319355,0.081301255407813,0.083372878126553,0.111543600987184,0.033949273123161,0.001471346393708,0.004823822749016,1.07089948046745,0.00098304,189.4
180917.1,8.56741859094032,24.4530171385406,128.364626853907,12.6302230871082,-3.8937396709506,1.68059301499243,-14.4181481820435,1.68059301499243,759.612212796743,0.139854153956015,0.067094230968032,0.205040676470085,0.206163758212293,0.063559571228347,0.007864552641149,1.04109477248008,0.412843441209374,0.00098304,189.4
180917.2,10.9543143232263,22.4864462886371,128.52427813619,15.4704914060849,-8.00702584684763,1.79666971878025,-6.91685756235045,1.79666971878025,685.432809066991,0.145040559008805,0.113009203732891,0.200365988824146,0.204390203244653,0.107280850816772,0.013285280526594,0.42100547664489,0.121545788748404,0.00098304,189.4
