name,DM,center_f,slope (mhz/ms),slope error (mhz/ms),theta,red_chisq,amplitude,xo,yo,sigmax,sigmay,angle,amp_error,xo_error,yo_error,sigmax_error,sigmay_error,angle_error,f_res (mhz),time_res (s),downf,downt,fchans,tchans,tsamp_width,subbg_start (ms),subbg_end (ms),sksigma,skwindow,slope_abs,slope_over_nuobs,recip_slope_over_nuobs,slope_abs_nuobssq,min_sigma,max_sigma,min_sigma_error,max_sigma_error,sigma_t,tau_w_old,tau_w,t_from_sigma,tau_w_error,sigma_t_ms,tau_w_ms,tau_w_ms_old,slope_over_nuobs_err
R1_B01,560.0,1330.7171045147568,-64.2200624926229,0.7584140758570088,-1.555226127241799,5.00674395417969,0.0020041715139205354,0.46459208003742225,1.5732340386440644,1.1940872115240746,74.82655988346463,0.015570199553097377,1.632349798709743e-05,0.013578239974372696,0.6091518336306309,0.009713941434178437,0.6139103231061526,0.00018384831180605726,1.5625,0.00032768,1.0,1.0,128,120,60,,,,,64.2200624926229,0.04825974076288785,20.721205381380923,3.62659656204582e-08,1.1940872115240746,74.82655988346463,0.009713941434178437,0.6139103231061526,0.0003912784974722088,0.00039132591922297626,1.1942319312224616,-1.1939424725016885,0.00318345010720881,0.3912784974722088,1.1942319312224616,0.39132591922297627,0.0012752588220579426
R1_B01,560.5,1330.7171045147568,-77.35066182419405,1.1179950330223836,-1.5578689093719964,5.116769196834979,0.0019703762790849186,0.4635333165173108,1.621118142165641,1.206080826714246,74.43400909061809,0.012927417422900177,1.6064618977325542e-05,0.012566821861735354,0.6065148094106241,0.00981977400358804,0.6109571797641834,0.00018682682172825105,1.5625,0.00032768,1.0,1.0,128,120,60,,,,,77.35066182419405,0.058127051618833595,17.20369384219709,4.3680998329114816e-08,1.206080826714246,74.43400909061809,0.00981977400358804,0.6109571797641834,0.00039520856529772413,0.00039524158218193044,1.206181586248567,-1.205980049136834,0.003218012365554054,0.39520856529772413,1.206181586248567,0.39524158218193045,0.0019004307491334261
R1_B01,561.0,1330.7171045147568,-97.78198025397946,1.8704667209457044,-1.5605698501282896,5.079351205751529,0.0019338386069728364,0.4634220969664013,1.897328462569903,1.2203478482831633,73.77095930306973,0.010226476666606973,1.617185254188534e-05,0.011983398867954374,0.6165352027142365,0.010190646588219809,0.6205949867359287,0.00019560813373925722,1.5625,0.00032768,1.0,1.0,128,120,60,,,,,97.78198025397946,0.07348066686918814,13.609021836726408,5.5218849009972484e-08,1.2203478482831633,73.77095930306973,0.010190646588219809,0.6205949867359287,0.00039988358292542697,0.0003999044881913817,1.220411646091863,-1.2202840363469036,0.0033394456459028463,0.399883582925427,1.220411646091863,0.3999044881913817,0.003167877416374706
R1_B01,561.5,1330.7171045147568,-107.88616163757122,2.195357795923248,-1.5615275628682155,5.082032887991677,0.0019641353146359285,0.46322175532021026,2.2331153213667987,1.1950517402183218,73.94424704507821,0.009268763926680992,1.6205902040455797e-05,0.011354278027777139,0.6095664923690973,0.009846155906086939,0.6136841804617303,0.00018859775381861165,1.5625,0.00032768,1.0,1.0,128,120,60,,,,,107.88616163757122,0.08107370174437765,12.33445591460672,6.09248212631497e-08,1.1950517402183218,73.94424704507821,0.009846155906086939,0.6136841804617303,0.0003915945542347397,0.0003916113713839835,1.1951030620849106,-1.1950004071474494,0.0032265269257350606,0.3915945542347397,1.1951030620849106,0.3916113713839835,0.003719103866393462
R1_B01,562.0,1330.7171045147568,-126.00468465899553,2.97177524198706,-1.5628602805359182,5.189555993909198,0.0019872586302766455,0.4616810590542948,1.7496192946274427,1.183353861793003,73.24219209315963,0.007936046258978475,1.6278346009951437e-05,0.010787580378837702,0.5994672976712597,0.009680055434044132,0.6030717595401727,0.00018716094274804545,1.5625,0.00032768,1.0,1.0,128,120,60,,,,,126.00468465899553,0.09468931017080665,10.560854210429202,7.115660409680757e-08,1.183353861793003,73.24219209315963,0.009680055434044132,0.6030717595401727,0.00038776139343233123,0.0003877736013322888,1.1833911173470728,-1.1833165976842481,0.0031720604276406286,0.38776139343233124,1.1833911173470728,0.38777360133228883,0.005087393399692536
R1_B01,562.5,1330.7171045147568,-154.76132528953093,4.626167661020155,-1.5643348540644593,5.006784986252352,0.001958567569021802,0.4640580428315178,1.1154953171451918,1.198436338536577,73.37057099427922,0.006461472730437207,1.6379535004211133e-05,0.010764475731940391,0.613196478476617,0.010007990878352293,0.6169506829733477,0.00019314272565571937,1.5625,0.00032768,1.0,1.0,128,120,60,,,,,154.76132528953093,0.11629919294226275,8.598511947511573,8.73958804224366e-08,1.198436338536577,73.37057099427922,0.010007990878352293,0.6169506829733477,0.00039270361941166557,0.00039271181517872033,1.1984613500327157,-1.1984113208876368,0.0032794868929077545,0.39270361941166554,1.1984613500327157,0.39271181517872034,0.00777884467641867
R1_B01,563.0,1330.7171045147568,-223.86494521657562,9.70457331572805,-1.5663293775464922,5.087674992590728,0.0019655372294983178,0.46443366494274196,1.9358060206039238,1.1910828256542092,72.69711706252194,0.004466949248404459,1.6430351807280533e-05,0.010306058559662335,0.607284990822226,0.009942496454929242,0.6106180988602657,0.00019364023152998664,1.5625,0.00032768,1.0,1.0,128,120,60,,,,,223.86494521657562,0.16822880269372317,5.944285306604701,1.264196590867955e-07,1.1910828256542092,72.69711706252194,0.009942496454929242,0.6106180988602657,0.0003902940203103713,0.00039029791318976573,1.1910947057793142,-1.1910709424576396,0.003257989733972595,0.3902940203103713,1.1910947057793142,0.39029791318976575,0.01644941230392723
R1_B01,563.5,1330.7171045147568,-363.97044702375956,25.521874047949428,-1.5680488578946583,5.033624451029712,0.001992059575572745,0.4616300411401129,1.7805353388604805,1.18652614970715,72.43937971032443,0.002747468900238334,1.6571297972752098e-05,0.00999491113947208,0.602205268729884,0.00985708094506215,0.6053631789247264,0.0001926535599866931,1.5625,0.00032768,1.0,1.0,128,120,60,,,,,363.97044702375956,0.2735145176904302,3.656113059167931,2.0553919143480668e-07,1.18652614970715,72.43937971032443,0.00985708094506215,0.6053631789247264,0.00038880088873603894,0.00038880235579529643,1.1865306268167004,-1.186521671413007,0.003229980471702453,0.38880088873603896,1.1865306268167004,0.38880235579529643,0.04302959189982266
R1_B01,564.0,1330.7171045147568,-748.5573747265629,109.3398864002107,-1.5694604246464647,5.167645862569185,0.0019538733528823215,0.46533952851751015,1.445511643327766,1.202675940756938,72.67042044952818,0.0013359021484319069,1.6285767540432037e-05,0.010046752393988672,0.6052995455947549,0.010014125337506213,0.6085878343355616,0.00019513162290352376,1.5625,0.00032768,1.0,1.0,128,120,60,,,,,748.5573747265629,0.5625217953439644,1.7777088963966834,4.227207972569698e-07,1.202675940756938,72.67042044952818,0.010014125337506213,0.6085878343355616,0.0003940928522672335,0.00039409320382703856,1.20267701363232,-1.2026748675885794,0.00328143151787289,0.39409285226723345,1.20267701363232,0.39409320382703855,0.18678381915067244
R1_B01,564.5,1330.7171045147568,2625.904990649453,1306.190882574989,-1.5711771478661918,5.121324267839539,0.0020216121351768796,0.4570530293789386,0.9442707862488264,1.1836253576115892,72.01693068372919,-0.00038082107129519207,1.6468565483554807e-05,0.009637672159564828,0.5863116249390133,0.009635001022679253,0.5891537011543375,0.00018942991650377692,1.5625,0.00032768,1.0,1.0,128,120,60,,,,,-2625.904990649453,-1.9733006976016767,-0.5067651378299246,-1.4828851984443655e-06,1.1836253576115892,72.01693068372919,0.009635001022679253,0.5891537011543375,0.00038785035718216554,0.000387850385298509,1.18362544341586,-1.183625271784141,0.0031571973639857036,0.38785035718216554,1.18362544341586,0.387850385298509,2.221324702869625
R1_B01,565.0,1330.7171045147568,518.28088799712,51.424528455512124,-1.572725780074438,5.191276240387061,0.0019826686155401834,0.4599020922844924,2.6276277536768315,1.1784295357108654,72.11380861245131,-0.0019294532795415438,1.642230884062145e-05,0.00982053934106598,0.5971190169252903,0.00975266623710467,0.6001022948652789,0.000191442480558745,1.5625,0.00032768,1.0,1.0,128,120,60,,,,,-518.28088799712,-0.38947488255673246,-2.5675596676104937,-2.926804511908289e-07,1.1784295357108654,72.11380861245131,0.00975266623710467,0.6001022948652789,0.00038614779026173635,0.00038614850884446966,1.1784317286513357,-1.178427342188725,0.003195759619559464,0.38614779026173635,1.1784317286513357,0.38614850884446966,0.08804843651726212
R1_B01,565.5,1330.7171045147568,264.9402397900172,13.381737620822856,-1.5745707449506434,5.033954632983908,0.0019739125224889553,0.46063396098971615,1.2342625084281718,1.1909428771992046,73.57080866927751,-0.003774418155746851,1.6437917483395032e-05,0.010171827734494387,0.6123816357154096,0.009905584236874812,0.61625110488149,0.0001906384389594294,1.5625,0.00032768,1.0,1.0,128,120,60,,,,,-264.9402397900172,-0.19909584004830772,-5.02270665101473,-1.4961545122763534e-07,1.1909428771992046,73.57080866927751,0.009905584236874812,0.61625110488149,0.00039024816200063534,0.0003902509410717118,1.1909513582510738,-1.1909343939847652,0.0032458849574915375,0.39024816200063533,1.1909513582510738,0.3902509410717118,0.02256219870736737
R1_B01,566.0,1330.7171045147568,203.99430870468893,7.9152528000557565,-1.5756983850742594,5.065405291263765,0.002015042323820106,0.4540135321146743,2.776869797667298,1.1712839586679578,72.22796437500693,-0.004902058279362921,1.6709205116479678e-05,0.010138481388117336,0.5986300713404242,0.009703706034231084,0.6016856831655345,0.00019020338936942598,1.5625,0.00032768,1.0,1.0,128,120,60,,,,,-203.99430870468893,-0.15329652561960194,-6.523305051814759,-1.1519843331051282e-07,1.1712839586679578,72.22796437500693,0.009703706034231084,0.6016856831655345,0.00038380632757631643,0.0003838109378764381,1.171298028187372,-1.1712698856166692,0.003179748588164518,0.38380632757631644,1.171298028187372,0.38381093787643805,0.013387089002206953
R1_B01,566.5,1330.7171045147568,151.77624973568015,4.526293888669853,-1.5773848775861596,5.118186946233204,0.0019484262775015997,0.4574589782845052,2.8714255733085294,1.2021309191687484,72.45386454063014,-0.006588550791263175,1.630665162478836e-05,0.010818461789106308,0.6059861321966097,0.010053321000558961,0.609203089781873,0.00019647905532299095,1.5625,0.00032768,1.0,1.0,128,120,60,,,,,-151.77624973568015,-0.11405598471737165,-8.767624096867685,-8.57101665939448e-08,1.2021309191687484,72.45386454063014,0.010053321000558961,0.609203089781873,0.00039391425959321545,0.0003939228071064908,1.2021570041091638,-1.2021048276116784,0.0032943437076852376,0.39391425959321547,1.2021570041091638,0.3939228071064908,0.007695114426386999
R1_B01,567.0,1330.7171045147568,121.70359557846183,2.880913806941634,-1.579012825999592,5.12411184911462,0.001954409476352278,0.458851174055599,2.994446158975816,1.2175940177305375,73.2211763390471,-0.008216499204695268,1.616551569157941e-05,0.011220035238570705,0.6052657620747247,0.010057418627955641,0.6089332317625717,0.00019448858957598285,1.5625,0.00032768,1.0,1.0,128,120,60,,,,,-121.70359557846183,-0.09145715131003805,-10.93408208845275,-6.872771906196224e-08,1.2175940177305375,73.2211763390471,0.010057418627955641,0.6089332317625717,0.00039898120772994253,0.0003989946721664129,1.217635107929727,-1.217552917552629,0.00329572615338762,0.39898120772994256,1.217635107929727,0.39899467216641293,0.004900651575053392
R1_B01,567.5,1330.7171045147568,100.84578362562158,1.9413760264848443,-1.5807121327853049,5.143230458688896,0.001974630953011971,0.4613341158058429,1.930328888367221,1.2059689895667747,73.2335101172465,-0.009915805990408413,1.6186478420041722e-05,0.011525728885974541,0.5998637547988396,0.009871667918731971,0.6034822703698075,0.00019087606373933345,1.5625,0.00032768,1.0,1.0,128,120,60,,,,,-100.84578362562158,-0.07578303704332018,-13.195565116087467,-5.694902153598927e-08,1.2059689895667747,73.2335101172465,0.009871667918731971,0.6034822703698075,0.0003951719185012407,0.00039519134131379177,1.206028263286718,-1.2059097026823837,0.003234907132578503,0.3951719185012407,1.206028263286718,0.39519134131379174,0.003308582097805961
R1_B01,568.0,1330.7171045147568,84.72751747853401,1.359472142498942,-1.5825983198228295,5.100189653068643,0.0019905185577964264,0.46543962185669435,3.531877982199158,1.1825827334976857,73.07104522609573,-0.011801993027932946,1.646937784764701e-05,0.012095857122641447,0.6040731112383039,0.009770575918685999,0.6076789950123225,0.00018934805842970765,1.5625,0.00032768,1.0,1.0,128,120,60,,,,,-84.72751747853401,-0.06367057069536182,-15.70584320320607,-4.7846811677211564e-08,1.1825827334976857,73.07104522609573,0.009770575918685999,0.6076789950123225,0.0003875087101125217,0.00038753569207958705,1.182665075926474,-1.1825003752297298,0.003201845244058561,0.3875087101125217,1.182665075926474,0.38753569207958705,0.0023071601215050716
R1_B01,568.5,1330.7171045147568,76.18844208754918,1.065017043874427,-1.5839209235656873,5.11578527851247,0.0020295405068075307,0.45720575764725796,2.914917952629789,1.1669714177456942,73.21481405845324,-0.013124596770790692,1.6520189538918067e-05,0.0122915323108101,0.5955636978241251,0.009485768889788007,0.5991956434248156,0.0001834440204995847,1.5625,0.00032768,1.0,1.0,128,120,60,,,,,-76.18844208754918,-0.05725367309780777,-17.466128300479117,-4.302467662252316e-08,1.1669714177456942,73.21481405845324,0.009485768889788007,0.5991956434248156,0.0003823931941669091,0.0003824261227396654,1.1670719077748577,-1.1668709108340896,0.00310856441114038,0.3823931941669091,1.1670719077748577,0.38242612273966536,0.0018102017181177849
R1_B01,569.0,1330.7171045147568,68.36521243376694,0.9098591576399644,-1.585422606068193,5.0366546234985154,0.0019381373388502397,0.46383316612220876,2.945918360417111,1.2070298562950748,73.82252395984624,-0.014626279273296596,1.6316375682312744e-05,0.01361852863036867,0.6210215983021771,0.010146275542618422,0.6252047868104473,0.00019463051159661777,1.5625,0.00032768,1.0,1.0,128,120,60,,,,,-68.36521243376694,-0.051374715333426316,-19.464828048387503,-3.860678964681978e-08,1.2070298562950748,73.82252395984624,0.010146275542618422,0.6252047868104473,0.0003955195433107701,0.0003955618421306951,1.2071589420492403,-1.2069007498277873,0.0033250871334798227,0.3955195433107701,1.2071589420492403,0.3955618421306951,0.0015344739392686747
R1_B01,569.5,1330.7171045147568,61.27138949401333,0.7390913015748177,-1.587115709015579,4.983448745652321,0.001960751390866004,0.4644660109789503,3.058987872889246,1.2333227223026357,73.35784777938015,-0.016319382220682428,1.6235416368303025e-05,0.014214588724605834,0.6068283349369472,0.010195353488693904,0.6106404133790246,0.00019681897473754312,1.5625,0.00032768,1.0,1.0,128,120,60,,,,,-61.27138949401333,-0.046043888130795324,-21.718409122169128,-3.4600808822988056e-08,1.2333227223026357,73.35784777938015,0.010195353488693904,0.6106404133790246,0.0004041351896441277,0.0004041889954942366,1.2334869247260638,-1.2331584953148627,0.0033412582217632503,0.4041351896441277,1.2334869247260638,0.4041889954942366,0.0012398734200748467
R1_B01,570.0,1330.7171045147568,56.157965602136755,0.6053574875055625,-1.5886013579067115,5.089495208270865,0.001970865793643032,0.4625173433715186,3.2961772450717124,1.2069518224399225,73.66818622405185,-0.01780503111181492,1.6327013500576777e-05,0.01474765616540426,0.6096073035783927,0.009981046542432469,0.61364951687855,0.00019188962693232836,1.5625,0.00032768,1.0,1.0,128,120,60,,,,,-56.157965602136755,-0.04220128035598869,-23.695963524435868,-3.171318698227547e-08,1.2069518224399225,73.66818622405185,0.009981046542432469,0.61364951687855,0.00039549397317711383,0.00039555665420359405,1.207143109752179,-1.2067605140839401,0.0032711076806738273,0.3954939731771138,1.207143109752179,0.39555665420359404,0.001026274490874576
R1_B01,570.5,1330.7171045147568,53.11630239388336,0.5456686733492778,-1.5896207146561239,5.015834445765279,0.001965455487719999,0.45984365816010897,2.9823202862031115,1.2350581477247902,74.13771636401974,-0.018824387861227275,1.613507090060301e-05,0.015278903641226983,0.6079361323495368,0.010119836487105436,0.6122703333680156,0.00019333899100532534,1.5625,0.00032768,1.0,1.0,128,120,60,,,,,-53.11630239388336,-0.03991554795055566,-25.052894206506295,-2.999551731553851e-08,1.2350581477247902,74.13771636401974,0.010119836487105436,0.6122703333680156,0.00040470385384645927,0.0004047755494660668,1.2352769453920494,-1.23483932807943,0.0033166554814784053,0.4047038538464593,1.2352769453920494,0.4047755494660668,0.0009183640601658389
R1_B01,571.0,1330.7171045147568,47.022678612507214,0.42930711857457493,-1.5920594559502865,5.128633094551493,0.0019509494039103258,0.465382993618179,3.1381947182952827,1.222415713034283,73.42339668033203,-0.021263129155389988,1.6085651594382924e-05,0.016329201611445666,0.6047335508530218,0.010061909765180246,0.6086277352560845,0.0001940693681922401,1.5625,0.00032768,1.0,1.0,128,120,60,,,,,-47.022678612507214,-0.03533634493234679,-28.29947471688287,-2.6554362916400707e-08,1.222415713034283,73.42339668033203,0.010061909765180246,0.6086277352560845,0.0004005611808470739,0.00040065172378898623,1.2226920281646307,-1.2221393837453105,0.0032978318669761924,0.40056118084707387,1.2226920281646307,0.4006517237889862,0.0007306058846266636
R1_B01,571.5,1330.7171045147568,43.24236011991732,0.36693011003011194,-1.5939176779865463,5.020793940116665,0.0019461869691243016,0.46528608194541027,3.1191212709944884,1.2368913443763172,73.66904634578806,-0.023121351191649698,1.6079601627181125e-05,0.01737242767322756,0.6080369723705903,0.010202497998675716,0.6121295774090373,0.00019612473937880373,1.5625,0.00032768,1.0,1.0,128,120,60,,,,,-43.24236011991732,-0.032495531900212225,-30.77346150451746,-2.4419564301055292e-08,1.2368913443763172,73.66904634578806,0.010202497998675716,0.6121295774090373,0.0004053045557252316,0.00040541288657894,1.2372219439054566,-1.236560739977676,0.0033440481123309155,0.4053045557252316,1.2372219439054566,0.40541288657894,0.0006178510809460428
R1_B01,572.0,1330.7171045147568,41.323027962921074,0.33117117570554894,-1.5949911864472512,5.012576583303871,0.001965809998249364,0.46513290854131695,3.1052301296473592,1.2290515517344371,74.01209141117684,-0.024194859652354673,1.622873093213374e-05,0.017911007441375068,0.6104309509150795,0.010130028747145905,0.6147776569176981,0.00019382687713136108,1.5625,0.00032768,1.0,1.0,128,120,60,,,,,-41.323027962921074,-0.031053202685021045,-32.20279757109769,-2.3335690643538038e-08,1.2290515517344371,74.01209141117684,0.010130028747145905,0.6147776569176981,0.00040273561247234035,0.0004028534876511224,1.229411278232185,-1.2286918312810386,0.0033203793660783083,0.40273561247234035,1.229411278232185,0.4028534876511224,0.0005571822864348002
R1_B01,572.5,1330.7171045147568,38.04920780885304,0.2781531082124723,-1.5970720342111742,5.180564538612839,0.001962875525519996,0.46713411736648,2.7207962676001576,1.2425949529311582,73.87716163638432,-0.026275707416277546,1.584732367432668e-05,0.018588285751195973,0.5958451197743926,0.010016139977163269,0.60001745390566,0.00019199627466868945,1.5625,0.00032768,1.0,1.0,128,120,60,,,,,-38.04920780885304,-0.028593010249708638,-34.973582398872814,-2.148691870924363e-08,1.2425949529311582,73.87716163638432,0.010016139977163269,0.60001745390566,0.0004071735141764819,0.00040731407372906103,1.243023906643863,-1.2421660258795708,0.0032832217523685175,0.4071735141764819,1.243023906643863,0.40731407372906103,0.0004757586820062159
R1_B01,573.0,1330.7171045147568,35.72489325859425,0.24828052770787157,-1.5987807055672947,5.0336112339089345,0.00196414833650672,0.4674837872733208,2.6407728165079014,1.2371482200414605,73.85638642754319,-0.02798437877239811,1.6121552104283007e-05,0.019749666879702223,0.6055518970150048,0.010137869378442155,0.6098021665594957,0.0001943840509829942,1.5625,0.00032768,1.0,1.0,128,120,60,,,,,-35.72489325859425,-0.026846347084131948,-37.249015550092075,-2.0174345841839474e-08,1.2371482200414605,73.85638642754319,0.010137869378442155,0.6098021665594957,0.00040538872874318577,0.0004055474710919947,1.2376326632446126,-1.236663830522646,0.003323277861151161,0.40538872874318577,1.2376326632446126,0.4055474710919947,0.00041859762091896646
R1_B01,573.5,1330.7171045147568,34.51277034132333,0.2276377913183509,-1.5997630044911306,5.178076550831681,0.001970757522054415,0.4649585666074708,2.547869105250718,1.2269309417521244,73.74727837541367,-0.028966677696234157,1.599910449238192e-05,0.019976760746288996,0.5980196378493018,0.009944180185861885,0.6021609629758494,0.00019095026541312104,1.5625,0.00032768,1.0,1.0,128,120,60,,,,,-34.51277034132333,-0.0259354675943001,-38.557238128213754,-1.9489843112640692e-08,1.2269309417521244,73.74727837541367,0.009944180185861885,0.6021609629758494,0.0004020407309933361,0.0004022094130906337,1.227445718660381,-1.2264162382415391,0.0032598761202411856,0.4020407309933361,1.227445718660381,0.4022094130906337,0.0003892627597217643
