name,DM,center_f,slope (mhz/ms),slope error (mhz/ms),theta,red_chisq,amplitude,xo,yo,sigmax,sigmay,angle,amp_error,xo_error,yo_error,sigmax_error,sigmay_error,angle_error,f_res (mhz),time_res (s),downf,downt,fchans,tchans,tsamp_width,subbg_start (ms),subbg_end (ms),sksigma,skwindow,regstart_a,regend_a,regstart_b,regend_b,background,regstart_c,regend_c,slope_abs,slope_over_nuobs,recip_slope_over_nuobs,slope_abs_nuobssq,min_sigma,max_sigma,min_sigma_error,max_sigma_error,sigma_t,tau_w_old,tau_w,t_from_sigma,tau_w_error,sigma_t_ms,tau_w_ms,tau_w_ms_old,slope_over_nuobs_err,tw_FWHM_ms,band_FWHM_mhz,line slope (mhz/ms),center_f_new,center_f_old,bandwidth (mhz)
B006,559.5,1407.0815913078968,-117.595064035106,0.008642350705741,-1.56229277348153,84.7205879933282,2313.59062946345,0.11946676631611,18.8762342429818,187.683244291052,1.46045194723709,-1.56229277348153,0.131371777442041,0.000122838648783,0.010656812101762,0.010657204277318,8.29291032453728e-05,6.24916937386282e-07,12.5,8.19672131147541e-05,1,1,64,340,170,0,4.9180326461792,,,,,,,,,,117.595064035106,0.0835737349998305,11.96548173899405,5.9395088043293844e-08,1.46045194723709,187.683244291052,8.29291032453728e-05,0.010657204277318,0.000119709176003,0.0001197135039816,1.4605047485765803,-1.46039914460919,6.797713235511815e-06,0.1197091760030401,1.4605047485765803,0.1197135039816869,5.65336577443724e-05,2.434302033593032,203.2931995911324,-118.12905525846703,1407.0815913078968,1397.46664438347,441.9442867033085
