name,amplitude,xo,yo,sigmax,sigmay,theta,amp_error,xo_error,yo_error,sigmax_error,sigmay_error,angle_error,drift (mhz/ms),drift error (mhz/ms),angle,center_f,red_chisq,time_res,freq_res
CHIME1,41.74851557875537,40.46235012791188,1023.4050179456588,176.24653795127944,2.2007706735414856,1.5718779848779507,0.20251445834220064,0.010715328163285073,0.854906033152351,0.8549065304349271,0.010675357728768056,8.567526367582314e-05,-367.36575980705106,29.098088739461296,1.5718779848779507,467.28289609782934,0.14984243144457238,0.00098304,0.390625
CHIME2,36.15779289031832,68.39360871179512,1002.5122487049871,355.7876845140614,1.3768131645867945,1.5719443746710733,0.03027514251039302,0.0012017605115141907,0.29782567420630074,0.2988198096140475,0.001152088391521418,4.581450955901333e-06,-346.12156180167386,1.3812493245550557,1.5719443746710733,672.3414168189315,5.685102616888215,0.00098304,0.390625
B1,434.95457039125324,188.4988041807514,256.54932652782514,111.7683028084196,12.411754888427774,1.5661576171008025,0.033670525560563734,0.0009549115582919702,0.008651833290159673,0.008955662129067087,0.0009540786521283413,1.23086762276909e-05,3368.369430135956,8.937994878015765,1.5661576171008025,1325.8018219860248,64.32093281850473,3.2e-05,0.5
B2,30.569489147293908,188.4825638597481,256.38733332449243,110.4810487334383,-7.785900542294,-1.572844538701402,0.041532589905192034,0.010514615787836672,0.1500663007014588,0.15487222294265807,0.010510103041932426,0.00013606079667564128,7628.594531899881,506.761799968703,-1.572844538701402,1317.1714754057648,8.73686683733992,3.2e-05,0.5
S1,39021.73368227396,200.42475932204212,255.54558307690118,3.3971390142259343,110.0296765600166,3.1580512448458706,134.70391848315094,0.013230636736714383,0.3799172551954758,0.01165880038565843,0.39176047841046585,0.0001508462621730315,-678.9683015507255,6.224003450847874,1.587254918050974,1361.76175060538,8.970365149577171,6.5536e-05,0.732421875
