name,DM,center_f,slope (mhz/ms),slope error (mhz/ms),theta,red_chisq,amplitude,xo,yo,sigmax,sigmay,angle,amp_error,xo_error,yo_error,sigmax_error,sigmay_error,angle_error,f_res (mhz),time_res (s),downf,downt,fchans,tchans,tsamp_width,subbg_start (ms),subbg_end (ms),sksigma,skwindow,regstart_a,regend_a,regstart_b,regend_b,background,regstart_c,regend_c,slope_abs,slope_over_nuobs,recip_slope_over_nuobs,slope_abs_nuobssq,min_sigma,max_sigma,min_sigma_error,max_sigma_error,sigma_t,tau_w_old,tau_w,t_from_sigma,tau_w_error,sigma_t_ms,tau_w_ms,tau_w_ms_old,slope_over_nuobs_err,tw_FWHM_ms,band_FWHM_mhz,line slope (mhz/ms),center_f_new,center_f_old,bandwidth (mhz),center_f_err
B001,560.0,1513.5586994306111,-65.618299189587,1.24593528181851,-1.55555785509603,3.5204948392594,1.94145460112404,0.43993114329351,31.5732772386374,1.59559179915371,164.378681863654,0.01523847169887,0.040912551085954,0.062559483389059,3.46207354423222,0.033614350847835,3.46247558568508,0.000289297508563,25.0,0.000327868852459,2,4,32,80,40,0,4.9180326461792,,,,,,,,,,65.618299189587,0.0433536533563396,23.06610683488728,2.8643522958606732e-08,1.59559179915371,164.378681863654,0.033614350847835,3.46247558568508,0.0005231448521815,0.0005232055923341,1.595777056619209,-1.5954065457392086,0.0110223782522518,0.5231448521815182,1.595777056619209,0.5232055923341409,0.0015445361290427,2.5502211780497164,159.0990257669732,-66.43150684931837,1513.5586994306111,1446.8160177997,387.0372735200343,7.678460775579946
B001,560.5,1513.5586994306111,-71.0441640115994,1.53555452713347,-1.55672150475285,3.43655160461886,1.85207892108605,0.444839226549704,30.9398300640723,1.67378721233528,168.233975457916,0.014074822042049,0.040034793596232,0.062652211030627,3.63427610042911,0.036169255034209,3.63463627047358,0.000304174210487,25.0,0.000327868852459,2,4,32,80,40,0,4.9180326461792,,,,,,,,,,71.0441640115994,0.0469384927312866,21.304476173208148,3.1012006834584304e-08,1.67378721233528,168.233975457916,0.036169255034209,3.63463627047358,0.0005487826925689,0.0005488370487687,1.673952998744869,-1.67362142593367,0.0118599467382074,0.5487826925689169,1.673952998744869,0.5488370487687821,0.0018807341438834,2.7820594669633265,159.0990257669732,-71.31617647059177,1513.5586994306111,1446.8160177997,396.1214984683404,7.723777395509958
B001,561.0,1513.5586994306111,-76.6412536863603,1.86361184798987,-1.55774926389718,3.38854872960215,2.05595959020893,0.428075896148232,31.4716578984939,1.55846545394773,149.415532318135,0.013047062897719,0.044209732429382,0.053647081174488,3.21115265258738,0.033502039737725,3.21142604156362,0.000317216911254,25.0,0.000327868852459,2,4,32,80,40,0,4.9180326461792,,,,,,,,,,76.6412536863603,0.0506364594350996,19.74861613856893,3.345523332140912e-08,1.55846545394773,149.415532318135,0.033502039737725,3.21142604156362,0.0005109722799828,0.0005110157686807,1.5585980944762503,-1.558332810275864,0.0109852101923413,0.5109722799828368,1.5585980944762503,0.5110157686807124,0.002266538298918,2.7820594669633265,159.0990257669732,-76.97619047619432,1513.5586994306111,1446.8160177997,351.8167442654913,7.710021087895542
B001,561.5,1513.558699430611,-85.6778632088673,2.16245241732338,-1.55912523046608,3.40609935901545,1.97797815066622,0.447617738463163,31.9282976775685,1.59710825791213,161.922222297324,0.011671096328816,0.041760757819972,0.052219726408115,3.41671891661163,0.033710636290284,3.41695166742152,0.000294543978046,25.0,0.000327868852459,2,4,32,80,40,0,4.9180326461792,,,,,,,,,,85.6778632088673,0.0566068981937064,17.665691495372915,3.7399869734157984e-08,1.59710825791213,161.922222297324,0.033710636290284,3.41695166742152,0.0005236420517744,0.0005236777141458,1.5972170281450524,-1.596999484503821,0.0110534203724676,0.5236420517744428,1.5972170281450524,0.5236777141458927,0.0026367924573398,2.7820594669633265,159.0990257669732,-85.07894736842529,1513.558699430611,1446.8160177997,381.27172596105,7.6309251092795725
B001,562.0,1513.5586994306111,-92.300192192372,2.60416297951656,-1.55996253704565,3.31299172080687,1.99979068949691,0.452086911774792,33.2672027957921,1.52795604393657,157.287152706367,0.010833789749245,0.044466029606098,0.050907624557869,3.49788804277627,0.033991227995907,3.49809334809214,0.000305641255843,25.0,0.000327868852459,2,4,32,80,40,0,4.9180326461792,,,,,,,,,,92.300192192372,0.0609822349322128,16.39821828622039,4.029063091847964e-08,1.52795604393657,157.287152706367,0.033991227995907,3.49809334809214,0.0005009691947332,0.000500998593024,1.5280457087234331,-1.527866375948941,0.0111453189171722,0.5009691947332767,1.5280457087234331,0.5009985930240514,0.0031316921768907,2.318382889136106,159.0990257669732,-91.50000000000456,1513.5586994306111,1446.8160177997,370.36120412330746,7.629067030796238
B001,562.5,1513.558699430611,-105.046309854858,3.3598531574321,-1.56127700340924,3.34401388872162,2.18072527722309,0.453242107655396,32.7836578284671,1.46425127951732,145.072657574802,0.009519323385657,0.046497832414859,0.042934948682059,3.09471843580761,0.031236333423804,3.09485856168547,0.000304452356627,25.0,0.000327868852459,2,4,32,80,40,0,4.9180326461792,,,,,,,,,,105.046309854858,0.0694035255417418,14.408489946214084,4.585453181819174e-08,1.46425127951732,145.072657574802,0.031236333423804,3.09485856168547,0.0004800823867269,0.0004801041372692,1.4643176186711626,-1.4641849366101731,0.0102418847909488,0.4800823867269661,1.4643176186711626,0.4801041372692097,0.0040593366010989,2.318382889136106,159.0990257669732,-105.42391304348354,1513.558699430611,1446.8160177997,341.6045237816443,7.623043413554816
B001,563.0,1513.558699430611,-123.193131014975,4.24410063332419,-1.56267916937779,3.24799852575515,2.13734427120429,0.449756561209678,34.2929404713878,1.42996437150368,156.266985031517,0.008117157417111,0.046167187545143,0.041306082175769,3.37697498570508,0.030903404452805,3.37708615205561,0.000279630198827,25.0,0.000327868852459,2,4,32,80,40,0,4.9180326461792,,,,,,,,,,123.193131014975,0.0813930315760593,12.286064060232604,5.3775933240434464e-08,1.42996437150368,156.266985031517,0.030903404452805,3.37708615205561,0.0004688407775421,0.0004688562222206,1.4300114777730588,-1.4299172628412475,0.0101325975347369,0.4688407775421667,1.4300114777730588,0.4688562222206516,0.0050535238092159,2.318382889136106,194.4543648263005,-124.34615384616004,1513.558699430611,1446.8160177997,367.9685059965052,7.595104279657174
B001,563.5,1513.558699430611,-140.940653907767,5.15280682074933,-1.56370126094816,3.17950558336126,2.16371129168919,0.441332034672236,33.5361147741793,1.29304281168965,159.234894224888,0.007095065846733,0.048849550415834,0.038783051196302,3.59643892839167,0.029209256000571,3.59652933676847,0.000259387733429,25.0,0.000327868852459,2,4,32,80,40,0,4.9180326461792,,,,,,,,,,140.940653907767,0.0931187234170619,10.738978835880092,6.1523034060121e-08,1.29304281168965,159.234894224888,0.029209256000571,3.59652933676847,0.000423948462849,0.0004239591331433,1.2930753560874126,-1.2930102659648777,0.0095770462832311,0.4239484628490444,1.2930753560874126,0.4239591331433928,0.0060704989510551,2.086544600222495,194.4543648263005,-142.63235294118354,1513.558699430611,1446.8160177997,374.9600828535208,7.660905059133655
B001,564.0,1513.558699430611,-176.023913606014,8.10757281974855,-1.56511534162858,3.44585285002923,2.09626476389756,0.462888965774487,32.9408670859146,1.40168805897002,160.755291419462,0.005680985166316,0.044463322853641,0.035501730618275,3.41137423211394,0.029747547936447,3.41142937132629,0.000261657686128,25.0,0.000327868852459,2,4,32,80,40,0,4.9180326461792,,,,,,,,,,176.023913606014,0.1162980422709954,8.598597022551933,7.683748394743186e-08,1.40168805897002,160.755291419462,0.029747547936447,3.41142937132629,0.0004595698553999,0.0004595772709209,1.4017106763090534,-1.4016654402762667,0.0097534517824555,0.4595698553999836,1.4017106763090534,0.4595772709209781,0.0099435154591814,2.318382889136106,212.13203435596424,-173.1964285714372,1513.558699430611,1446.8160177997,378.5436740150653,7.653279327585775
B001,564.5,1513.558699430611,-209.045250516684,13.1121072843424,-1.56601270999493,3.34775805997589,2.16202834106674,0.45970631731486,31.4898959672496,1.41825561994025,145.32224198801,0.004783616799968,0.046980681760771,0.034336355788295,3.15882969200218,0.03083282230672,3.15886584883274,0.000300041927159,25.0,0.000327868852459,2,4,32,80,40,0,4.9180326461792,,,,,,,,,,209.045250516684,0.1381150599546124,7.24034004929384,9.125186886149194e-08,1.41825561994025,145.32224198801,0.03083282230672,3.15886584883274,0.0004650018426033,0.0004650071624634,1.4182718455137446,-1.4182393930068298,0.010109237721325,0.4650018426033374,1.4182718455137446,0.4650071624634995,0.0158507661059667,2.318382889136106,212.13203435596424,-210.84782608696705,1513.558699430611,1446.8160177997,342.20381306171004,7.547682364362752
B001,565.0,1513.558699430611,-298.350851084517,26.4826370230873,-1.56744458085005,3.55213481476927,2.33678981969834,0.446990707799527,30.4087308984392,1.33862056541593,133.599483209022,0.003351745944845,0.049047444943809,0.029640033162097,2.80536119465577,0.028108846341115,2.80537698550264,0.000297510150019,25.0,0.000327868852459,2,4,32,80,40,0,4.9180326461792,,,,,,,,,,298.350851084517,0.1971187844890021,5.073083230460935,1.3023530872185977e-07,1.33862056541593,133.599483209022,0.028108846341115,2.80537698550264,0.0004388919886609,0.0004388944537253,1.3386280838624078,-1.338613046256803,0.0092160669561313,0.4388919886609387,1.3386280838624078,0.4388944537253577,0.0329766609877671,2.318382889136106,212.13203435596424,-303.0937500000152,1513.558699430611,1446.8160177997,314.60097391284006,7.564242579045309
B001,565.3,1513.558699430611,-469.466667202685,62.5079278443479,-1.56866625333611,3.43999660031609,2.34738704915548,0.453674044730843,31.4199959827033,1.28346684671344,136.065521552511,0.00213007345879,0.049889273515799,0.027976418149877,2.89284914575122,0.027289122007468,2.89285573342397,0.000283611350123,25.0,0.000327868852459,2,4,32,80,40,0,4.9180326461792,,,,,,,,,,469.466667202685,0.3101740734464377,3.2239960899655418,2.0493032319336066e-07,1.28346684671344,136.065521552511,0.027289122007468,2.89285573342397,0.0004208088022011,0.0004208097567675,1.2834697581410657,-1.2834639350333483,0.0089472734132296,0.4208088022011069,1.2834697581410657,0.4208097567675414,0.0765975432006634,2.318382889136106,212.13203435596424,-440.863636363658,1513.558699430611,1446.8160177997,320.4090907059332,7.590069684957324
B001,565.5,1513.5586994306111,-505.718467851248,81.1960911053892,-1.56881894459467,3.37748228852046,2.26011703359655,0.459242644560691,32.923172084516,1.36662446193729,133.254205441867,0.001977382200222,0.049452972189041,0.03046886227487,2.91698330572069,0.029917574559469,2.91698904063956,0.000317479579977,25.0,0.000327868852459,2,4,32,80,40,0,4.9180326461792,,,,,,,,,,505.718467851248,0.3341254409501893,2.9928879320179567,2.2075486142419494e-07,1.36662446193729,133.254205441867,0.029917574559469,2.91698904063956,0.0004480735940777,0.0004480744699799,1.3666271334390272,-1.366621790159755,0.009809060014055,0.4480735940777776,1.3666271334390272,0.4480744699799865,0.0985898926491637,2.318382889136106,212.13203435596424,-538.8333333333601,1513.5586994306111,1446.8160177997,313.7890605942345,7.612210134279095
B001,566.0,1513.558699430611,-4556.74198565029,6446.30245911635,-1.57057687175726,3.30657670299209,2.49399778729431,0.447112204990105,29.9694069051223,1.27691298118351,124.780084178757,0.000219455037633,0.053487005979219,0.027403437957022,2.67742948211713,0.027397081695624,2.67742950953745,0.000310457231898,25.0,0.000327868852459,2,4,32,80,40,0,4.9180326461792,,,,,,,,,,4556.74198565029,3.010614644390404,0.3321580866761785,1.989096719884715e-06,1.27691298118351,124.780084178757,0.027397081695624,2.67742950953745,0.0004186599938306,0.000418660003911,1.2769130119286831,-1.2769129504351178,0.0089826499525515,0.4186599938306381,1.2769130119286831,0.4186600039110227,7.744630653889986,2.086544600222495,194.4543648263005,-4849.500000000253,1513.558699430611,1446.8160177997,293.8346363691726,7.689020751172206
B001,566.5,1513.558699430611,1378.03410147987,584.617578997544,-1.5715219981142,3.48008994143099,2.28134325091502,0.448987828688584,32.7137988526201,1.34768531545353,133.252620170332,-0.000725671319304,0.049088403601576,0.029084196859463,2.86827972434129,0.029009771426423,2.86828048601242,0.000307858898737,25.0,0.000327868852459,2,4,32,80,40,0,4.9180326461792,,,,,,,,,,-1378.03410147987,-0.910459635294142,-1.0983463310561046,-6.015357287673415e-07,1.34768531545353,133.252620170332,0.029009771426423,2.86828048601242,0.0004418640378535,0.0004418641541842,1.3476856702620892,-1.3476849606087675,0.0095114029717697,0.4418640378535943,1.3476856702620892,0.4418641541842694,0.720556160577004,2.318382889136106,212.13203435596424,1616.5000000000784,1513.558699430611,1446.8160177997,313.7858584103368,7.7098288127087065
B001,567.0,1513.558699430611,426.405912915165,59.0592094520728,-1.57314150573455,3.32388468680548,2.46716444849358,0.454653421134587,32.3769219513831,1.30855874024665,124.188040449414,-0.002345178939651,0.053763697568598,0.02922312294134,2.70727656230964,0.028525871918023,2.70728399252448,0.000324817039745,25.0,0.000327868852459,2,4,32,80,40,0,4.9180326461792,,,,,,,,,,-426.405912915165,-0.2817240673094315,-3.5495724932213566,-1.8613355888702161e-07,1.30855874024665,124.188040449414,0.028525871918023,2.70728399252448,0.0004290356525398,0.0004290368322305,1.3085623383030935,-1.3085551418005763,0.0093527706077694,0.4290356525398638,1.3085623383030935,0.4290368322305011,0.0711395862668737,2.086544600222495,194.4543648263005,404.12500000002,1513.558699430611,1446.8160177997,292.4396828122718,7.692948434800047
B001,567.5,1513.558699430611,311.239268252218,33.4271421778852,-1.57400927792601,3.38941332653023,2.25924426707772,0.46326042085015,31.9216415370598,1.40746838217695,128.443909482541,-0.003212951131118,0.0502947061782,0.0326643604369,2.86082338516189,0.031345401666364,2.86083814478542,0.000345069038833,25.0,0.000327868852459,2,4,32,80,40,0,4.9180326461792,,,,,,,,,,-311.239268252218,-0.2056340916076157,-4.863006869056359,-1.358613258177392e-07,1.40746838217695,128.443909482541,0.031345401666364,2.86083814478542,0.0004614650433366,0.0004614674249254,1.407475646022624,-1.40746111749646,0.0102772339140202,0.4614650433366818,1.407475646022624,0.4614674249254274,0.0406595199057009,2.318382889136106,194.4543648263005,303.0937500000152,1513.558699430611,1446.8160177997,302.4607315455342,7.561704131211972
B001,568.0,1513.558699430611,209.416941700058,14.94185909572,-1.57557145334989,3.2889560913715,2.21359499906003,0.470171341720504,36.0381328973258,1.45469837924877,134.144867093857,-0.004775126554993,0.049161542278834,0.035313590971504,2.98045495039948,0.03232027140691,2.9804890012007,0.000340699195483,25.0,0.000327868852459,2,4,32,80,40,0,4.9180326461792,,,,,,,,,,-209.416941700058,-0.1383606342977243,-7.22748927161031,-9.14141184942312e-08,1.45469837924877,134.144867093857,0.03232027140691,2.9804890012007,0.0004769502882782,0.000476955725361,1.4547149623511504,-1.4546817943850812,0.0105969310976272,0.4769502882782614,1.4547149623511504,0.4769557253610091,0.0179033542809292,2.5502211780497164,194.4543648263005,210.84782608696705,1513.558699430611,1446.8160177997,315.883420575812,7.557667277837472
B001,568.5,1513.558699430611,165.361770313703,8.60814378355284,-1.57684360004454,3.3682638808459,2.3075452466946,0.447038490350476,30.7865663734585,1.41140117091587,135.296420933521,-0.006047273249647,0.049216422562698,0.034809576588055,2.8867999976762,0.030118067530014,2.88685277752316,0.000314791795216,25.0,0.000327868852459,2,4,32,80,40,0,4.9180326461792,,,,,,,,,,-165.361770313703,-0.1092536221924599,-9.153014608874123,-7.218327391832264e-08,1.41140117091587,135.296420933521,0.030118067530014,2.88685277752316,0.0004627544822674,0.0004627629428287,1.4114269756277962,-1.4113753638672486,0.0098749567803179,0.4627544822674752,1.4114269756277962,0.4627629428287624,0.0104379039946141,2.318382889136106,176.77669529663686,167.22413793104278,1513.558699430611,1446.8160177997,318.5928985527426,7.572278741553751
B001,569.0,1513.5586994306111,137.256469444075,6.2930791344409,-1.57808182897297,3.38762562833815,2.22126800195131,0.471796951899617,31.8139089107443,1.49929704445186,135.390068652546,-0.007285502178078,0.047360376605126,0.038276085515649,2.88764283277706,0.031979170720093,2.88771942936775,0.000334021555208,25.0,0.000327868852459,2,4,32,80,40,0,4.9180326461792,,,,,,,,,,-137.256469444075,-0.0906846027813191,-11.027230305142805,-5.99148237960206e-08,1.49929704445186,135.390068652546,0.031979170720093,2.88771942936775,0.0004915728014596,0.0004915858461319,1.4993368307026078,-1.4992572543772982,0.0104852522421588,0.4915728014596017,1.4993368307026078,0.4915858461319781,0.0076526460928529,2.5502211780497164,176.77669529663686,138.55714285714973,1513.5586994306111,1446.8160177997,318.8107863681485,7.590872986241533
B001,569.5,1513.5586994306111,123.189403504913,5.25545610399378,-1.57891372981314,3.45553506893295,2.19466591166077,0.473974941077188,32.7998354853437,1.56677148372674,133.087290187801,-0.008117403018242,0.04563576808784,0.039587627215565,2.76879560064281,0.032593024515435,2.76888671703282,0.000346286125656,25.0,0.000327868852459,2,4,32,80,40,0,4.9180326461792,,,,,,,,,,-123.189403504913,-0.0813905688304364,-12.28643581645598,-5.377430611779703e-08,1.56677148372674,133.087290187801,0.032593024515435,2.76888671703282,0.0005136955684349,0.0005137124908276,1.5668230970243096,-1.5667198649753196,0.0106865895768751,0.5136955684349711,1.5668230970243096,0.5137124908276168,0.0064545920216558,2.5502211780497164,176.77669529663686,124.34615384616002,1513.5586994306111,1446.8160177997,313.38629352846505,7.565000392409465
B001,570.0,1513.5586994306111,96.0575441386506,3.43588950527793,-1.58120637720432,3.55688483661837,2.26330319445512,0.477515497929241,33.5817682895598,1.49612209625029,121.531956759676,-0.010410050409428,0.048389046848722,0.041901716533125,2.59928394698884,0.031998879464556,2.59942466531773,0.000372330973533,25.0,0.000327868852459,2,4,32,80,40,0,4.9180326461792,,,,,,,,,,-96.0575441386506,-0.0634646969257199,-15.756791546179054,-4.1930780054711376e-08,1.49612209625029,121.531956759676,0.031998879464556,2.59942466531773,0.0004905318348361,0.0004905584112666,1.496203154363366,-1.4960410302428024,0.0104920043034414,0.4905318348361361,1.496203154363366,0.4905584112666529,0.0042812917335957,2.318382889136106,141.42135623730948,96.99000000000484,1513.5586994306111,1446.8160177997,286.17038116891933,7.6937449746693956
B001,570.5,1513.5586994306111,30.0623978965046,0.28766588599671,-1.60404821221145,2.10424663576088,38.670462878045,0.307411473870408,25.1676099790759,-0.13904451997114,12.371510817283,-0.033251885416558,0.286014187434452,0.012592433839727,0.377166765851363,0.002158602661491,0.198494009073519,0.000317951473767,25.0,0.000327868852459,2,4,32,80,40,0,4.9180326461792,,,,,,,,,,-30.0623978965046,-0.0198620627715422,-50.34723792298002,-1.3122756837256572e-08,0.13904451997114,12.371510817283,0.002158602661491,0.198494009073519,4.558836720365018e-05,4.561357888501065e-05,0.1391214155992894,-0.1389676571332065,0.0007081300426892,0.0455883672036501,0.1391214155992894,0.0456135788850106,0.0002757004116528,0.4636765778272211,17.677669529663685,-inf,1513.5586994306111,1446.8160177997,29.11657731723568,7.620063073553964
