name,DM,center_f,slope (mhz/ms),slope error (mhz/ms),theta,red_chisq,amplitude,xo,yo,sigmax,sigmay,angle,amp_error,xo_error,yo_error,sigmax_error,sigmay_error,angle_error,f_res (mhz),time_res (s),downf,downt,fchans,tchans,tsamp_width,subbg_start (ms),subbg_end (ms),sksigma,skwindow,slope_abs,slope_over_nuobs,slope_over_nuobs_err,recip_slope_over_nuobs,slope_abs_nuobssq,min_sigma,max_sigma,min_sigma_error,max_sigma_error,sigma_t,tau_w_old,tau_w,t_from_sigma,tau_w_error,sigma_t_ms,tau_w_ms,tau_w_ms_old,tw_FWHM_ms,band_FWHM_mhz,line slope (mhz/ms),center_f_new,center_f_old,bandwidth (mhz),center_f_err
FRB121102_tracking-M01_0112,555.0,1259.0753646831656,-28.652693993182,0.025460239207827,-1.5359097546511,13.913084358676,846.227497905441,0.143882252727434,2.81562339171163,1.70585041685774,65.4259105769561,0.034886572143793,0.710369829080412,0.002391009971918,0.054884054786475,0.001431922288833,0.054917454984578,3.09743984801307e-05,1.953125,9.8304e-05,1,1,256,300,150,0,4,,,28.652693993182,0.0227569332201112,7.542624064037821e-05,43.94265212837461,1.807432172722862e-08,1.70585041685774,65.4259105769561,0.001431922288833,0.054917454984578,0.0001676919193787,0.0001677939483302,1.7068883090236413,-1.704812449967091,0.0001408493336765,0.1676919193787832,1.7068883090236413,0.16779394833026,2.7804570007104945,64.91019280423386,-28.769325301975133,1259.0753646831656,1391.09102737174,153.97250027206888,1.15667987272294
FRB121102_tracking-M01_0112,555.5,1259.0753646831658,-30.1312191370062,0.028304180432614,-1.5376203345996,13.8573496488178,844.850698468921,0.14420263231864,2.85946409130529,1.70823072996115,65.3979528096361,0.033175992195292,0.711734474304472,0.002325289638844,0.055056232257749,0.001438984785009,0.055086516816881,3.11414681794159e-05,1.953125,9.8304e-05,1,1,256,300,150,0,4,,,30.1312191370062,0.0239312276152654,8.368332836238369e-05,41.78640628373413,1.9006985829865328e-08,1.70823072996115,65.3979528096361,0.001438984785009,0.055086516816881,0.0001679259136781,0.000168018306476,1.7091705981040763,-1.7072907371312322,0.0001415357904592,0.1679259136781009,1.7091705981040763,0.1680183064760231,2.7804570007104945,67.6723286682438,-30.135227986935377,1259.0753646831658,1391.09102737174,153.91566795014126,1.1514087942980746
FRB121102_tracking-M01_0112,556.0,1259.0753646831658,-31.5648871574377,0.030992229089545,-1.53912614723013,14.0825466355092,844.201148404054,0.144153518482013,2.8228850309758,1.71105127179965,65.3612739433035,0.031670179564763,0.708095886032616,0.002251683618601,0.054788378870897,0.001435088261827,0.054815845594818,3.10748228219134e-05,1.953125,9.8304e-05,1,1,256,300,150,0,4,,,31.5648871574377,0.0250698949743812,9.237228485499272e-05,39.88847982896994,1.9911353742267696e-08,1.71105127179965,65.3612739433035,0.001435088261827,0.054815845594818,0.0001682031842229,0.0001682875155342,1.7119091342592112,-1.710193251072564,0.0001411456466351,0.1682031842229927,1.7119091342592112,0.1682875155342174,2.849968425728257,69.05339660024877,-31.63729542553652,1259.0753646831658,1391.09102737174,153.83685659071642,1.1640961002533956
FRB121102_tracking-M01_0112,556.5,1259.0753646831658,-33.0754021736096,0.034418616758145,-1.54057158562483,13.6822386272045,844.693765672478,0.144653002426544,2.85012494184823,1.71427419677688,65.4202360890746,0.03022474117007,0.715973914904603,0.00221730446994,0.055418741134264,0.001452949906103,0.05544404579229,3.14330368551046e-05,1.953125,9.8304e-05,1,1,256,300,150,0,4,,,33.0754021736096,0.026269596802041,0.0001011160896616,38.06681950757244,2.0864197282306103e-08,1.71427419677688,65.4202360890746,0.001452949906103,0.05544404579229,0.0001685200106399,0.0001685969615015,1.715056981420564,-1.713491231664101,0.0001428960080411,0.1685200106399544,1.715056981420564,0.1685969615015671,2.849968425728257,70.43446453225376,-33.1881432405138,1259.0753646831658,1391.09102737174,153.98252230115378,1.169899885475227
FRB121102_tracking-M01_0112,557.0,1259.0753646831658,-34.7305227000359,0.037133581587883,-1.54201116285839,14.1596702341473,850.829482932576,0.145223535675891,2.83370979127024,1.70919695306789,65.4956841633644,0.028785163936506,0.708649568103878,0.002118758428619,0.054522624216062,0.001423501876317,0.054545208476186,3.07598561807012e-05,1.953125,9.8304e-05,1,1,256,300,150,0,4,,,34.7305227000359,0.0275841491893342,0.0001109792237085,36.25270415759866,2.1908258999472642e-08,1.70919695306789,65.4956841633644,0.001423501876317,0.054545208476186,0.0001680208972743,0.0001680904837167,1.7099048229646323,-1.7084888939154037,0.0001399938834139,0.1680208972743858,1.7099048229646323,0.1680904837167152,2.849968425728257,73.1966003962637,-34.77935558766172,1259.0753646831658,1391.09102737174,154.16665773154617,1.1725537789998548
FRB121102_tracking-M01_0112,557.5,1259.0753646831656,-36.5261182996602,0.04202750033823,-1.54342549427169,13.6287696156227,847.557322124759,0.145077307066642,2.83105357405096,1.71492024634761,65.586911237273,0.027370832523202,0.72098611119335,0.002111232644767,0.055766357635855,0.001458751294393,0.055787238013424,3.14775643067305e-05,1.953125,9.8304e-05,1,1,256,300,150,0,4,,,36.5261182996602,0.0290102716042352,0.0001232282153545,34.47054938479129,2.3040933384901412e-08,1.71492024634761,65.586911237273,0.001458751294393,0.055787238013424,0.0001685835198969,0.0001686466446271,1.7155623843089192,-1.7142779095039464,0.0001434547826252,0.1685835198969554,1.7155623843089192,0.1686466446271039,2.849968425728257,75.95873626027365,-36.66271419349178,1259.0753646831656,1391.09102737174,154.38752454594592,1.1765533979889837
FRB121102_tracking-M01_0112,558.0,1259.0753646831656,-38.6028609375316,0.047211824629855,-1.54489730327056,13.5188374308132,847.356648051283,0.145036037126265,2.86261937799824,1.72279247065247,65.576260806218,0.025899023524341,0.721575223586824,0.002059485479241,0.055818896290259,0.001467000672595,0.055837606082363,3.1660696229779e-05,1.953125,9.8304e-05,1,1,256,300,150,0,4,,,38.6028609375316,0.0306596904524818,0.0001378696685427,32.61611533716742,2.43509573076248e-08,1.72279247065247,65.576260806218,0.001467000672595,0.055837606082363,0.000169357391035,0.0001694141667132,1.7233700227173694,-1.722214713309456,0.0001442603800287,0.1693573910350204,1.7233700227173694,0.1694141667132083,2.849968425728257,77.33980419227863,-38.761724548081006,1259.0753646831656,1391.09102737174,154.36850688625964,1.1795470451079357
FRB121102_tracking-M01_0112,558.5,1259.0753646831656,-40.9793213180354,0.053311516753039,-1.54639861731868,13.5813940665027,846.154638935597,0.144736276290143,2.80541457799358,1.72453005674097,65.5310537399439,0.024397709476214,0.720841731230219,0.002002844080379,0.055805481497935,0.001469077832362,0.055822083689723,3.17272899086115e-05,1.953125,9.8304e-05,1,1,256,300,150,0,4,,,40.9793213180354,0.032547155212069,0.0001560419925962,30.72465146290829,2.5850045299122516e-08,1.72453005674097,65.5310537399439,0.001469077832362,0.055822083689723,0.0001695282026978,0.0001695786359289,1.725043090097875,-1.7240168204703763,0.000144459189865,0.1695282026978643,1.725043090097875,0.1695786359289814,2.849968425728257,80.10194005628858,-41.115675431567695,1259.0753646831656,1391.09102737174,154.2679136774027,1.1649979587463435
FRB121102_tracking-M01_0112,559.0,1259.0753646831656,-43.8213316905833,0.060342956319638,-1.54798035036336,13.7896121531261,847.983267087412,0.145065020117839,2.8377985455818,1.71909957276786,65.5483219693005,0.022815976431535,0.71756420995961,0.001927699210232,0.055449189411329,0.001454656468593,0.055463618500017,3.14072087463094e-05,1.953125,9.8304e-05,1,1,256,300,150,0,4,,,43.8213316905833,0.0348043754327688,0.0001779716727834,28.73201968332073,2.7642805513494493e-08,1.71909957276786,65.5483219693005,0.001454656468593,0.055463618500017,0.0001689943644013,0.0001690383302658,1.7195468166689143,-1.7186521373943413,0.000143035752241,0.1689943644013717,1.7195468166689143,0.1690383302658209,2.849968425728257,81.48300798829355,-43.9635144224988,1259.0753646831656,1391.09102737174,154.31432816672313,1.1797708061957206
FRB121102_tracking-M01_0112,559.5,1259.0753646831656,-46.9753142390468,0.070072114159179,-1.54951176487601,13.4399156923415,845.249963060453,0.145414619365716,2.8164101602633,1.71403579657929,65.5867904957902,0.021284561918889,0.725380668175661,0.001896420945794,0.056258051168889,0.001470762208051,0.056270787660462,3.17401568461772e-05,1.953125,9.8304e-05,1,1,256,300,150,0,4,,,46.9753142390468,0.0373093744478653,0.0002040289368525,26.80291521363784,2.9632359979701348e-08,1.71403579657929,65.5867904957902,0.001470762208051,0.056270787660462,0.0001684965749469,0.0001685347232903,1.7144238615964529,-1.7136475542106175,0.0001446145420531,0.1684965749469305,1.7144238615964529,0.1685347232903777,2.849968425728257,84.24514385230351,-47.01653625739454,1259.0753646831656,1391.09102737174,154.41010594121093,1.1890814284405147
