name,DM,center_f,slope (mhz/ms),slope error (mhz/ms),theta,red_chisq,amplitude,xo,yo,sigmax,sigmay,angle,amp_error,xo_error,yo_error,sigmax_error,sigmay_error,angle_error,f_res (mhz),time_res (s),downf,downt,fchans,tchans,tsamp_width,subbg_start (ms),subbg_end (ms),sksigma,skwindow,regstart_a,regend_a,regstart_b,regend_b,background,slope_abs,slope_over_nuobs,slope_over_nuobs_err,recip_slope_over_nuobs,slope_abs_nuobssq,min_sigma,max_sigma,min_sigma_error,max_sigma_error,sigma_t,tau_w_old,tau_w,t_from_sigma,tau_w_error,sigma_t_ms,tau_w_ms,tau_w_ms_old,tw_FWHM_ms,band_FWHM_mhz,line slope (mhz/ms),center_f_new,center_f_old,bandwidth (mhz),center_f_err
M001,559.7,4436.468057181491,-1121.9655616163886,0.0305649507856722,-1.5699050340766438,2238.469269577064,451.2226559940936,0.0153452224829004,9.408309162014572,0.4887891244528435,270.3276768694646,0.0008912927182528,0.0042854530658288,5.173456606366399e-06,0.0025668616179351,4.640100260611158e-06,0.002572204646563,2.4280873293649485e-08,6.25,1.024e-05,4.0,1.0,128,300,150,,,,,,,,,,1121.9655616163886,0.2528961207779277,0.0003259581995123,3.954192721200799,5.7003931397309294e-08,0.4887891244528435,270.3276768694646,4.640100260611158e-06,0.002572204646563,5.005200634397117e-06,5.005202622463748e-06,0.4887893185999754,-0.4887889303051539,4.7514645541476964e-08,0.0050052006343971,0.4887893185999754,0.0050052026224637,0.8109666252072277,402.1669817998489,-1122.2272182254196,4436.468057181491,4454.987779892042,636.5727793712105,1.8060138739500045
M001,560.0,4436.468057181491,-1161.5707772270284,0.0325208022092801,-1.5699354238068446,2271.2552394058057,451.2330842997076,0.0153462556841139,9.408947178445048,0.4887591057151332,270.3216055545982,0.000860902988052,0.0042543068594193,5.101687686509462e-06,0.0025480879919538,4.605986424220864e-06,0.0025533898228444,2.410291521721921e-08,6.25,1.024e-05,4.0,1.0,128,300,150,,,,,,,,,,1161.5707772270284,0.2618233158123942,0.0003493468745781,3.819369550405266,5.901616160372668e-08,0.4887591057151332,270.3216055545982,4.605986424220864e-06,0.0025533898228444,5.004893242522964e-06,5.004895097215685e-06,0.4887592868374691,-0.4887589245922722,4.7165318462344664e-08,0.0050048932425229,0.4887592868374691,0.0050048950972156,0.8109666252072277,402.1669817998489,-1164.1013681592035,4436.468057181491,4454.987779892042,636.5584994709199,1.8059736476207366
M001,560.5,4436.468057181491,-1223.6151756671702,0.0356288687231198,-1.5699790765701092,2328.2965694058057,451.18097402369307,0.0153526451811457,9.408413926191006,0.4886772577997905,270.3233886306014,0.0008172502247873,0.0042004573151031,4.990761104125295e-06,0.0025161397298576,4.5474474711461935e-06,0.0025213757852248,2.3796442367525186e-08,6.25,1.024e-05,4.0,1.0,128,300,150,,,,,,,,,,1223.6151756671702,0.2758084043198406,0.0003875108109822,3.625705324194372,6.21684639143019e-08,0.4886772577997905,270.3233886306014,4.5474474711461935e-06,0.0025213757852248,5.004055119869855e-06,5.004056790963887e-06,0.488677420992567,-0.4886770946065351,4.6565877655112055e-08,0.0050040551198698,0.488677420992567,0.0050040567909638,0.8109666252072277,411.0058165646807,-1228.264435695538,4436.468057181491,4454.987779892042,636.5627216085104,1.8059755033986062
M001,561.0,4436.468057181491,-1304.6536362126235,0.0408495534768385,-1.570029839984597,2288.966506511741,451.2090279753574,0.0153548403023242,9.410376161648404,0.4884984435799378,270.2820729749819,0.0007664868102992,0.0042374091191186,4.980989082593872e-06,0.0025377269654186,4.585490868746667e-06,0.0025429959818594,2.3999190907197148e-08,6.25,1.024e-05,4.0,1.0,128,300,150,,,,,,,,,,1304.6536362126235,0.2940748404805322,0.0004405241010955,3.4004949160763043,6.62858013830397e-08,0.4884984435799378,270.2820729749819,4.585490868746667e-06,0.0025429959818594,5.002224062258563e-06,5.002225531662519e-06,0.488498587076418,-0.4884983000830311,4.695544028912846e-08,0.0050022240622585,0.488498587076418,0.0050022255316625,0.8109666252072277,411.0058165646807,-1310.8368347338935,4436.468057181491,4454.987779892042,636.4654562915855,1.8060096575796816
M001,561.5,4436.468057181491,-1387.0009412234124,0.0453434455139383,-1.5700753468755555,2371.181251290112,451.23678396180895,0.015367141384519,9.412939693389216,0.4883331438151135,270.2659918904197,0.000720979919341,0.0041630559045358,4.848652759814821e-06,0.0024928942972019,4.503228769426123e-06,0.0024980656737742,2.3570065014823973e-08,6.25,1.024e-05,4.0,1.0,128,300,150,,,,,,,,,,1387.0009412234124,0.3126362961135757,0.0004976907110068,3.19860493625064,7.046963757746405e-08,0.4883331438151135,270.2659918904197,4.503228769426123e-06,0.0024980656737742,5.0005313926667625e-06,5.000532692331024e-06,0.4883332707354516,-0.4883330168943941,4.611307458394968e-08,0.0050005313926667,0.4883332707354516,0.005000532692331,0.8109666252072277,411.0058165646807,-1392.7641369047617,4436.468057181491,4454.987779892042,636.427609782328,1.8059769263435754
M001,562.0,4436.468057181491,-1483.7415513657158,0.0519710894334485,-1.5701223550727548,2362.5867574865783,451.19986343857,0.0153655779270263,9.412715771443889,0.4883957607206906,270.2505073788556,0.0006739717221418,0.0041685044769049,4.813638792891832e-06,0.0024962164703152,4.510070044978079e-06,0.0025013900887315,2.360723402787756e-08,6.25,1.024e-05,4.0,1.0,128,300,150,,,,,,,,,,1483.7415513657158,0.3344420679337301,0.0005694011559687,2.9900544694579225,7.538475733919805e-08,0.4883957607206906,270.2505073788556,4.510070044978079e-06,0.0025013900887315,5.001172589779872e-06,5.0011737256374e-06,0.4883958716442773,-0.4883956497967667,4.6183127749603977e-08,0.0050011725897798,0.4883958716442773,0.0050011737256374,0.8109666252072277,419.8446513295126,-1485.6150793650788,4436.468057181491,4454.987779892042,636.3911674189982,1.806037623223005
M001,562.5,4436.468057181491,-1592.433517436598,0.0600103099842015,-1.5701683571763212,2348.53824013371,451.2639274801962,0.0153646032004021,9.41205059141172,0.4881523193562067,270.2360606261135,0.0006279696185753,0.0041811241294691,4.7863356123102015e-06,0.0025032827045231,4.520827560905312e-06,0.0025084669449218,2.3664813099918214e-08,6.25,1.024e-05,4.0,1.0,128,300,150,,,,,,,,,,1592.433517436598,0.3589417295271317,0.0006555220868717,2.785967519901895,8.09070920607888e-08,0.4881523193562067,270.2360606261135,4.520827560905312e-06,0.0025084669449218,4.998679750207557e-06,4.99868073580879e-06,0.488152415606327,-0.4881522231057912,4.629328335142224e-08,0.0049986797502075,0.488152415606327,0.0049986807358087,0.8109666252072277,419.8446513295126,-1591.730442176871,4436.468057181491,4454.987779892042,636.357166980149,1.8060542799555723
M001,563.0,4436.468057181491,-1734.0322108692849,0.0709010898597183,-1.5702196363027163,2361.523670189344,451.3360049979619,0.0153774240553328,9.414088205609673,0.4878613962575832,270.2174992570708,0.0005766904921801,0.0041689499510282,4.72856339458195e-06,0.0024954222928648,4.504259281442958e-06,0.0025005852240591,2.3579709238134343e-08,6.25,1.024e-05,4.0,1.0,128,300,150,,,,,,,,,,1734.0322108692849,0.3908587165554673,0.0007766256025745,2.5584692310631603,8.810132554043038e-08,0.4878613962575832,270.2174992570708,4.504259281442958e-06,0.0025005852240591,4.995700697677652e-06,4.995701528389955e-06,0.4878614773818316,-0.4878613151330839,4.612362271166167e-08,0.0049957006976776,0.4878614773818316,0.0049957015283899,0.8037258517678774,424.2640687119285,-1733.2175925925924,4436.468057181491,4454.987779892042,636.3134779586727,1.8060905154551161
M001,563.5,4436.468057181491,-1870.3301210370744,0.0838378605974472,-1.570261661874804,2283.9762119856623,451.42172223564376,0.0153819861850897,9.413416112208845,0.4876697164333134,270.1983512533484,0.0005346649200925,0.0042394936364307,4.774541652038313e-06,0.0025369854076078,4.577808883277656e-06,0.002542228685632,2.3966439929620548e-08,6.25,1.024e-05,4.0,1.0,128,300,150,,,,,,,,,,1870.3301210370744,0.4215808830201076,0.0009031265640577,2.3720240653139486,9.502624105174784e-08,0.4876697164333134,270.1983512533484,4.577808883277656e-06,0.002542228685632,4.993737896277129e-06,4.993738610046268e-06,0.4876697861373309,-0.4876696467290788,4.6876769664992086e-08,0.0049937378962771,0.4876697861373309,0.0049937386100462,0.8037258517678774,428.68348609434446,-1857.0188492063487,4436.468057181491,4454.987779892042,636.2684027217522,1.806123406940252
M001,564.0,4436.468057181491,-2055.3601465104057,0.1017728633447328,-1.5703097940951198,2262.6385533717,451.315314006978,0.0153698758158129,9.414969595491192,0.4878363476190823,270.1559087755281,0.0004865326997768,0.0042584079749161,4.7650421207304274e-06,0.0025485040217994,4.600892031382634e-06,0.0025537590761924,2.4091066588565057e-08,6.25,1.024e-05,4.0,1.0,128,300,150,,,,,,,,,,2055.3601465104057,0.4632874890608782,0.0010911946447142,2.158486951648709,1.0442709900974853e-07,0.4878363476190823,270.1559087755281,4.600892031382634e-06,0.0025537590761924,4.9954441996194026e-06,4.995444790863491e-06,0.4878364053577629,-0.4878362898802202,4.711313997751141e-08,0.0049954441996194,0.4878364053577629,0.0049954447908634,0.8037258517678774,428.68348609434446,-2052.4945175438606,4436.468057181491,4454.987779892042,636.168473973145,1.806107876847728
