name,DM,center_f,slope (mhz/ms),slope error (mhz/ms),theta,red_chisq,amplitude,xo,yo,sigmax,sigmay,angle,amp_error,xo_error,yo_error,sigmax_error,sigmay_error,angle_error,f_res (mhz),time_res (s),downf,downt,fchans,tchans,tsamp_width,subbg_start (ms),subbg_end (ms),sksigma,skwindow,slope_abs,slope_over_nuobs,recip_slope_over_nuobs,slope_abs_nuobssq,min_sigma,max_sigma,min_sigma_error,max_sigma_error,sigma_t,tau_w_old,tau_w,t_from_sigma,tau_w_error,sigma_t_ms,tau_w_ms,tau_w_ms_old,slope_over_nuobs_err,tw_FWHM_ms,band_FWHM_mhz,line slope (mhz/ms),center_f_new,center_f_old,bandwidth (mhz),center_f_err
R1_B01,560.0,1337.4817919385107,-64.2200624926229,0.7584140758570088,-1.5552261272417989,5.00674395417969,0.0020041715139205,0.4645920800374223,1.5732340386440644,1.1940872115240746,74.82655988346463,0.0155701995530973,1.632349798709743e-05,0.0135782399743726,0.6091518336306309,0.0097139414341784,0.6139103231061526,0.000183848311806,1.5625,0.00032768,1.0,1.0,128,120,60,,,,,64.2200624926229,0.0480156536557735,20.82654142686563,3.5900042860531904e-08,1.1940872115240746,74.82655988346463,0.0097139414341784,0.6139103231061526,0.0003912784974722,0.0003913259192229,1.1942319312224616,-1.1939424725016885,0.0031834501072087,0.3912784974722088,1.1942319312224616,0.3913259192229762,0.0012688088446693,1.8536380004736632,88.38834764831843,-63.97983484100881,1337.4817919385107,1330.7171045147568,176.1817249909102,0.6055232516408792
R1_B01,560.5,1337.4817919385107,-77.35066182419405,1.1179950330223836,-1.5578689093719964,5.116769196834978,0.0019703762790849,0.4635333165173108,1.6211181421656409,1.2060808267142458,74.43400909061809,0.0129274174229001,1.6064618977325542e-05,0.0125668218617353,0.6065148094106241,0.009819774003588,0.6109571797641834,0.0001868268217282,1.5625,0.00032768,1.0,1.0,128,120,60,,,,,77.35066182419405,0.0578330578333212,17.291148652074853,4.3240258059513135e-08,1.2060808267142458,74.43400909061809,0.009819774003588,0.6109571797641834,0.0003952085652977,0.0003952415821819,1.2061815862485668,-1.2059800491368338,0.003218012365554,0.3952085652977241,1.2061815862485668,0.3952415821819304,0.0018908187902522,1.8536380004736632,96.12232806754628,-81.04112413194443,1337.4817919385107,1330.7171045147568,175.26405071933505,0.6057584613519379
R1_B01,561.0,1337.4817919385107,-97.78198025397946,1.8704667209457044,-1.5605698501282896,5.079351205751528,0.0019338386069728,0.4634220969664013,1.8973284625699032,1.2203478482831631,73.77095930306973,0.0102264766666069,1.617185254188534e-05,0.0119833988679543,0.6165352027142365,0.0101906465882198,0.6205949867359287,0.0001956081337392,1.5625,0.00032768,1.0,1.0,128,120,60,,,,,97.78198025397946,0.0731090178896991,13.678203166519314,5.466169209207468e-08,1.2203478482831631,73.77095930306973,0.0101906465882198,0.6205949867359287,0.0003998835829254,0.0003999044881913,1.2204116460918628,-1.2202840363469034,0.0033394456459028,0.3998835829254269,1.2204116460918628,0.3999044881913816,0.0031518549922581,1.8536380004736632,103.85630848677415,-93.5089893830129,1337.4817919385107,1330.7171045147568,173.70825003615712,0.6046995178185228
R1_B01,561.5,1337.4817919385107,-107.88616163757122,2.195357795923248,-1.5615275628682157,5.0820328879916765,0.0019641353146359,0.4632217553202103,2.2331153213667987,1.1950517402183218,73.9442470450782,0.0092687639266809,1.6205902040455797e-05,0.0113542780277771,0.6095664923690973,0.0098461559060869,0.6136841804617303,0.0001885977538186,1.5625,0.00032768,1.0,1.0,128,120,60,,,,,107.88616163757122,0.0806636488719624,12.397158000963993,6.031009121630789e-08,1.1950517402183218,73.9442470450782,0.0098461559060869,0.6136841804617303,0.0003915945542347,0.0003916113713839,1.1951030620849106,-1.1950004071474494,0.003226526925735,0.3915945542347397,1.1951030620849106,0.3916113713839835,0.0037002934606711,1.8536380004736632,106.06601717798212,-110.5106238162877,1337.4817919385107,1330.7171045147568,174.11791565499854,0.6063331415935587
R1_B01,562.0,1337.4817919385107,-126.00468465899552,2.97177524198706,-1.5628602805359182,5.189555993909198,0.0019872586302766,0.4616810590542948,1.7496192946274427,1.1833538617930028,73.24219209315963,0.0079360462589784,1.627834600995143e-05,0.0107875803788377,0.5994672976712597,0.0096800554340441,0.6030717595401727,0.000187160942748,1.5625,0.00032768,1.0,1.0,128,120,60,,,,,126.00468465899552,0.0942103925589653,10.614540209819314,7.043863559624188e-08,1.1833538617930028,73.24219209315963,0.0096800554340441,0.6030717595401727,0.0003877613934323,0.0003877736013322,1.1833911173470726,-1.183316597684248,0.0031720604276406,0.3877613934323312,1.1833911173470726,0.3877736013322888,0.0050616624877967,1.8536380004736632,108.27572586919008,-135.0685402199074,1337.4817919385107,1330.7171045147568,172.46675089087566,0.6047899371503827
R1_B01,562.5,1337.4817919385107,-154.7613252895309,4.6261676610201565,-1.5643348540644593,5.006784986252352,0.0019585675690218,0.4640580428315178,1.1154953171451918,1.198436338536577,73.37057099427922,0.0064614727304372,1.6379535004211133e-05,0.0107644757319403,0.6131964784766171,0.0100079908783522,0.6169506829733477,0.0001931427256557,1.5625,0.00032768,1.0,1.0,128,120,60,,,,,154.7613252895309,0.1157109773174735,8.64222239914475,8.651405799683084e-08,1.198436338536577,73.37057099427922,0.0100079908783522,0.6169506829733477,0.0003927036194116,0.0003927118151787,1.1984613500327157,-1.1984113208876368,0.0032794868929077,0.3927036194116655,1.1984613500327157,0.3927118151787203,0.0077395009985674,1.8536380004736632,112.695143251606,-173.65955171130983,1337.4817919385107,1330.7171045147568,172.7708845833272,0.6057894194741248
R1_B01,563.0,1337.4817919385107,-223.8649452165756,9.70457331572805,-1.5663293775464922,5.0876749925907285,0.0019655372294983,0.4644336649427419,1.935806020603924,1.1910828256542092,72.69711706252194,0.0044669492484044,1.6430351807280533e-05,0.0103060585596623,0.6072849908222261,0.0099424964549292,0.6106180988602657,0.0001936402315299,1.5625,0.00032768,1.0,1.0,128,120,60,,,,,223.8649452165756,0.1673779385752322,5.974503022992631,1.2514408763100926e-07,1.1910828256542092,72.69711706252194,0.0099424964549292,0.6106180988602657,0.0003902940203103,0.0003902979131897,1.1910947057793142,-1.1910709424576396,0.0032579897339725,0.3902940203103713,1.1910947057793142,0.3902979131897657,0.0163662148105398,1.8536380004736632,116.00970628841792,-243.1233723958325,1337.4817919385107,1330.7171045147568,171.18692055987336,0.602485701333507
R1_B01,563.5,1337.4817919385107,-363.9704470237596,25.521874047949428,-1.5680488578946583,5.033624451029712,0.0019920595755727,0.4616300411401129,1.7805353388604803,1.1865261497071498,72.43937971032445,0.0027474689002383,1.6571297972752098e-05,0.009994911139472,0.602205268729884,0.0098570809450621,0.6053631789247264,0.0001926535599866,1.5625,0.00032768,1.0,1.0,128,120,60,,,,,363.9704470237596,0.2721311416854733,3.674698874250088,2.0346530571534261e-07,1.1865261497071498,72.43937971032445,0.0098570809450621,0.6053631789247264,0.000388800888736,0.0003888023557952,1.1865306268167002,-1.186521671413007,0.0032299804717024,0.3888008887360388,1.1865306268167002,0.3888023557952964,0.0428119577301999,1.8536380004736632,118.21941497962592,-405.2056206597221,1337.4817919385107,1330.7171045147568,170.581059566611,0.5991276639931321
R1_B01,564.0,1337.4817919385107,-748.5573747265628,109.3398864002107,-1.5694604246464647,5.167645862569184,0.0019538733528823,0.4653395285175102,1.4455116433277655,1.202675940756938,72.67042044952821,0.0013359021484319,1.6285767540432034e-05,0.0100467523939886,0.6052995455947549,0.0100141253375062,0.6085878343355616,0.0001951316229035,1.5625,0.00032768,1.0,1.0,128,120,60,,,,,748.5573747265628,0.5596766843768568,1.7867458622354413,4.1845555412434906e-07,1.202675940756938,72.67042044952821,0.0100141253375062,0.6085878343355616,0.0003940928522672,0.000394093203827,1.2026770136323195,-1.2026748675885794,0.0032814315178728,0.3940928522672334,1.2026770136323195,0.3940932038270385,0.1858391078581635,1.8536380004736632,119.32426932522988,-1215.6168619791838,1337.4817919385107,1330.7171045147568,171.12561005692442,0.5977126453092637
R1_B01,564.5,1337.4817919385107,2625.9049906494533,1306.190882574989,-1.5711771478661918,5.121324267839539,0.0020216121351768,0.4570530293789386,0.9442707862488264,1.1836253576115892,72.01693068372919,-0.0003808210712951,1.6468565483554807e-05,0.0096376721595648,0.5863116249390133,0.0096350010226792,0.5891537011543375,0.0001894299165037,1.5625,0.00032768,1.0,1.0,128,120,60,,,,,-2625.9049906494533,-1.963320178619805,-0.5093412734661498,-1.4679229208602686e-06,1.1836253576115892,72.01693068372919,0.0096350010226792,0.5891537011543375,0.0003878503571821,0.0003878503852985,1.18362544341586,-1.183625271784141,0.0031571973639856,0.3878503571821655,1.18362544341586,0.387850385298509,2.2100897332632,1.8536380004736632,119.32426932522988,1215.6168619791838,1337.4817919385107,1330.7171045147568,169.58689965850556,0.5991748397140484
R1_B01,565.0,1337.4817919385107,518.2808879971201,51.42452845551213,-1.572725780074438,5.191276240387062,0.0019826686155401,0.4599020922844924,2.6276277536768315,1.1784295357108654,72.11380861245131,-0.0019294532795415,1.6422308840621456e-05,0.0098205393410659,0.5971190169252903,0.0097526662371046,0.6001022948652789,0.0001914424805587,1.5625,0.00032768,1.0,1.0,128,120,60,,,,,-518.2808879971201,-0.3875050046445398,-2.5806118321421545,-2.897273121624336e-07,1.1784295357108654,72.11380861245131,0.0097526662371046,0.6001022948652789,0.0003861477902617,0.0003861485088444,1.1784317286513355,-1.178427342188725,0.0031957596195594,0.3861477902617363,1.1784317286513355,0.3861485088444696,0.0876031069772418,1.8536380004736632,118.21941497962592,405.2056206597221,1337.4817919385107,1330.7171045147568,169.8147259513573,0.5993045206866051
R1_B01,565.5,1337.4817919385107,264.9402397900172,13.381737620822856,-1.5745707449506434,5.033954632983908,0.0019739125224889,0.4606339609897162,1.2342625084281718,1.1909428771992046,73.57080866927751,-0.0037744181557468,1.6437917483395032e-05,0.0101718277344943,0.6123816357154096,0.0099055842368748,0.61625110488149,0.0001906384389594,1.5625,0.00032768,1.0,1.0,128,120,60,,,,,-264.9402397900172,-0.1980888572741015,-5.048239531294129,-1.4810583476205444e-07,1.1909428771992046,73.57080866927751,0.0099055842368748,0.61625110488149,0.0003902481620006,0.0003902509410717,1.1909513582510738,-1.1909343939847652,0.0032458849574915,0.3902481620006353,1.1909513582510738,0.3902509410717118,0.0224480840908036,1.8536380004736632,118.21941497962592,243.1233723958325,1337.4817919385107,1330.7171045147568,173.2447809335193,0.6017951558839383
R1_B01,566.0,1337.4817919385107,203.9943087046889,7.9152528000557565,-1.5756983850742594,5.065405291263764,0.0020150423238201,0.4540135321146743,2.7768697976672985,1.1712839586679578,72.22796437500693,-0.0049020582793629,1.6709205116479678e-05,0.0101384813881173,0.5986300713404242,0.009703706034231,0.6016856831655345,0.0001902033893694,1.5625,0.00032768,1.0,1.0,128,120,60,,,,,-203.9943087046889,-0.1525211856596753,-6.556466209430911,-1.1403608376500977e-07,1.1712839586679578,72.22796437500693,0.009703706034231,0.6016856831655345,0.0003838063275763,0.0003838109378764,1.171298028187372,-1.1712698856166692,0.0031797485881644,0.3838063275763164,1.171298028187372,0.383810937876438,0.0133193800635434,1.8536380004736632,113.79999759720998,202.60281032986103,1337.4817919385107,1330.7171045147568,170.081814753668,0.5990915846908755
R1_B01,566.5,1337.4817919385107,151.77624973568015,4.526293888669854,-1.5773848775861596,5.118186946233204,0.0019484262775016,0.4574589782845052,2.8714255733085285,1.2021309191687484,72.45386454063014,-0.0065885507912631,1.630665162478836e-05,0.0108184617891063,0.6059861321966097,0.0100533210005589,0.6092030897818729,0.0001964790553229,1.5625,0.00032768,1.0,1.0,128,120,60,,,,,-151.77624973568015,-0.1134791147442087,-8.81219422846294,-8.484535298214048e-08,1.2021309191687484,72.45386454063014,0.0100533210005589,0.6092030897818729,0.0003939142595932,0.0003939228071064,1.2021570041091638,-1.2021048276116784,0.0032943437076852,0.3939142595932154,1.2021570041091638,0.3939228071064908,0.0076561942376425,1.8536380004736632,111.59028890600202,151.95210774739593,1337.4817919385107,1330.7171045147568,170.61210944259454,0.5990090613926351
R1_B01,567.0,1337.4817919385107,121.70359557846184,2.880913806941634,-1.5790128259995917,5.1241118491146205,0.0019544094763522,0.458851174055599,2.9944461589758165,1.2175940177305375,73.2211763390471,-0.0082164992046952,1.616551569157941e-05,0.0112200352385707,0.6052657620747247,0.0100574186279556,0.6089332317625717,0.0001944885895759,1.5625,0.00032768,1.0,1.0,128,120,60,,,,,-121.70359557846184,-0.0909945812436578,-10.989665388121104,-6.803425795559629e-08,1.2175940177305375,73.2211763390471,0.0100574186279556,0.6089332317625717,0.0003989812077299,0.0003989946721664,1.217635107929727,-1.217552917552629,0.0032957261533876,0.3989812077299425,1.217635107929727,0.3989946721664129,0.0048758651620511,2.085342750532871,109.38058021479408,121.56168619791656,1337.4817919385107,1330.7171045147568,172.41687359457868,0.6000818889033052
R1_B01,567.5,1337.4817919385107,100.8457836256216,1.9413760264848443,-1.5807121327853049,5.143230458688897,0.0019746309530119,0.4613341158058429,1.9303288883672207,1.205968989566775,73.23351011724651,-0.0099158059904084,1.6186478420041722e-05,0.0115257288859745,0.5998637547988396,0.0098716679187319,0.6034822703698075,0.0001908760637393,1.5625,0.00032768,1.0,1.0,128,120,60,,,,,-100.8457836256216,-0.0753997431841359,-13.262644642673,-5.6374407217053423e-08,1.205968989566775,73.23351011724651,0.0098716679187319,0.6034822703698075,0.0003951719185012,0.0003951913413137,1.2060282632867183,-1.205909702682384,0.0032349071325784,0.3951719185012408,1.2060282632867183,0.3951913413137918,0.0032918480204956,1.8536380004736632,103.85630848677415,101.30140516493051,1337.4817919385107,1330.7171045147568,172.44325965746356,0.5955960941547973
R1_B01,568.0,1337.4817919385107,84.72751747853401,1.359472142498942,-1.5825983198228295,5.100189653068644,0.0019905185577964,0.4654396218566944,3.531877982199158,1.1825827334976855,73.07104522609573,-0.0118019930279329,1.6469377847647008e-05,0.0120958571226414,0.6040731112383039,0.0097705759186859,0.6076789950123225,0.0001893480584297,1.5625,0.00032768,1.0,1.0,128,120,60,,,,,-84.72751747853401,-0.0633485390150487,-15.78568370396744,-4.7364038446634126e-08,1.1825827334976855,73.07104522609573,0.0097705759186859,0.6076789950123225,0.0003875087101125,0.0003875356920795,1.182665075926474,-1.1825003752297296,0.0032018452440585,0.3875087101125216,1.182665075926474,0.3875356920795869,0.0022954910153141,1.8536380004736632,97.22718241315027,86.82977585565479,1337.4817919385107,1330.7171045147568,172.0571786467913,0.5944995356757129
R1_B01,568.5,1337.4817919385107,76.18844208754919,1.0650170438744269,-1.5839209235656873,5.11578527851247,0.0020295405068075,0.4572057576472579,2.9149179526297884,1.1669714177456942,73.21481405845323,-0.0131245967707906,1.6520189538918067e-05,0.0122915323108101,0.5955636978241251,0.009485768889788,0.5991956434248156,0.0001834440204995,1.5625,0.00032768,1.0,1.0,128,120,60,,,,,-76.18844208754919,-0.0569640966679058,-17.55491719336631,-4.2590558623862495e-08,1.1669714177456942,73.21481405845323,0.009485768889788,0.5991956434248156,0.0003823931941669,0.0003824261227396,1.1670719077748577,-1.1668709108340896,0.0031085644111403,0.3823931941669091,1.1670719077748577,0.3824261227396653,0.0018010461177419,1.8536380004736632,93.91261937633834,75.97605387369786,1337.4817919385107,1330.7171045147568,172.39286290253514,0.5901598240125062
R1_B01,569.0,1337.4817919385107,68.36521243376694,0.9098591576399644,-1.585422606068193,5.0366546234985154,0.0019381373388502,0.4638331661222088,2.9459183604171115,1.2070298562950748,73.82252395984624,-0.0146262792732965,1.6316375682312744e-05,0.0136185286303686,0.6210215983021771,0.0101462755426184,0.6252047868104473,0.0001946305115966,1.5625,0.00032768,1.0,1.0,128,120,60,,,,,-68.36521243376694,-0.0511148733731023,-19.56377731195203,-3.821724802624623e-08,1.2070298562950748,73.82252395984624,0.0101462755426184,0.6252047868104473,0.0003955195433107,0.0003955618421306,1.2071589420492403,-1.2069007498277873,0.0033250871334798,0.3955195433107701,1.2071589420492403,0.3955618421306951,0.0015267129090837,2.085342750532871,91.70291068513038,67.5342701099537,1337.4817919385107,1330.7171045147568,173.82016503392836,0.5921981172110049
R1_B01,569.5,1337.4817919385107,61.27138949401333,0.7390913015748177,-1.5871157090155792,4.983448745652321,0.001960751390866,0.4644660109789503,3.0589878728892463,1.2333227223026355,73.35784777938017,-0.0163193822206824,1.6235416368303025e-05,0.0142145887246058,0.6068283349369472,0.0101953534886939,0.6106404133790246,0.0001968189747375,1.5625,0.00032768,1.0,1.0,128,120,60,,,,,-61.27138949401333,-0.0458110083167623,-21.82881444314549,-3.4251687456892474e-08,1.2333227223026355,73.35784777938017,0.0101953534886939,0.6106404133790246,0.0004041351896441,0.0004041889954942,1.2334869247260636,-1.2331584953148624,0.0033412582217632,0.4041351896441276,1.2334869247260636,0.4041889954942365,0.001233602414232,2.085342750532871,87.28349330271445,60.78084309895834,1337.4817919385107,1330.7171045147568,172.72152806691977,0.5921420072529655
R1_B01,570.0,1337.4817919385107,56.15796560213676,0.6053574875055625,-1.5886013579067115,5.089495208270865,0.001970865793643,0.4625173433715186,3.2961772450717124,1.2069518224399225,73.66818622405185,-0.0178050311118149,1.6327013500576777e-05,0.0147476561654042,0.6096073035783927,0.0099810465424324,0.6136495168785501,0.0001918896269323,1.5625,0.00032768,1.0,1.0,128,120,60,,,,,-56.15796560213676,-0.041987835603162,-23.816421723931192,-3.139320165421167e-08,1.2069518224399225,73.66818622405185,0.0099810465424324,0.6136495168785501,0.0003954939731771,0.0003955566542035,1.207143109752179,-1.20676051408394,0.0032711076806738,0.3954939731771138,1.207143109752179,0.395556654203594,0.0010210838212268,2.085342750532871,82.86407592029853,55.25531190814391,1337.4817919385107,1330.7171045147568,173.44782482988236,0.593930083709884
R1_B01,570.5,1337.4817919385107,53.11630239388336,0.5456686733492778,-1.589620714656124,5.015834445765278,0.0019654554877199,0.459843658160109,2.9823202862031115,1.2350581477247902,74.13771636401974,-0.0188243878612272,1.613507090060301e-05,0.0152789036412269,0.6079361323495368,0.0101198364871054,0.6122703333680156,0.0001933389910053,1.5625,0.00032768,1.0,1.0,128,120,60,,,,,-53.11630239388336,-0.0397136639272658,-25.18025034989125,-2.9692863234949872e-08,1.2350581477247902,74.13771636401974,0.0101198364871054,0.6122703333680156,0.0004047038538464,0.000404775549466,1.2352769453920494,-1.23483932807943,0.0033166554814783,0.4047038538464593,1.2352769453920494,0.4047755494660668,0.0009137191776368,2.085342750532871,80.65436722909057,52.85290704257242,1337.4817919385107,1330.7171045147568,174.55004945346568,0.5955551985694177
