name,DM,center_f,slope (mhz/ms),slope error (mhz/ms),theta,red_chisq,amplitude,xo,yo,sigmax,sigmay,angle,amp_error,xo_error,yo_error,sigmax_error,sigmay_error,angle_error,f_res (mhz),time_res (s),downf,downt,fchans,tchans,tsamp_width,subbg_start (ms),subbg_end (ms),sksigma,skwindow,background,regstart_a,regend_a,regstart_b,regend_b,regstart_c,regend_c,slope_abs,slope_over_nuobs,slope_over_nuobs_err,recip_slope_over_nuobs,slope_abs_nuobssq,min_sigma,max_sigma,min_sigma_error,max_sigma_error,sigma_t,tau_w_old,tau_w,t_from_sigma,tau_w_error,sigma_t_ms,tau_w_ms,tau_w_ms_old,tw_FWHM_ms,band_FWHM_mhz,line slope (mhz/ms),center_f_new,center_f_old,bandwidth (mhz),center_f_err
FRB121102_tracking-M01_0055,560.0,1221.7942131835157,-44.8647096765849,0.0338571183037725,1.593081870449155,78.39481583219741,146.85619390163424,0.1200613874628585,12.838141242086827,251.87846235897567,7.426676319904468,1.593081870449155,0.0588409542548021,0.0036991750641196,0.1014471817945737,0.1102328483826269,0.0029284344925037,1.681220044687012e-05,7.8125,9.8304e-05,4.0,1.0,64,360,180,,,,,27.57399940490723,0.0,16.722000122070312,16.722000122070312,35.38943862915039,,,44.8647096765849,0.0367203488054548,0.0002453553878742,27.232856781890103,3.0054446492896706e-08,7.426676319904468,251.87846235897567,0.0029284344925037,0.1102328483826269,0.0007300719889518,0.0007302531622402,7.428519309898125,7.424832183706247,0.0002879482687556,0.7300719889518889,7.428519309898125,0.7302531622402252,12.303522228143938,325.9320319531742,-44.94866165166134,1221.7942131835157,1236.9871946792744,592.9811708949213,2.2711953894677976
FRB121102_tracking-M01_0055,560.5,1221.7942131835157,-49.46895686868931,0.0423741059971609,1.5910082715243687,78.65763755030794,144.93367814688293,0.1234395458884976,12.775247792436106,251.7503391405981,7.683317550994421,1.5910082715243687,0.0577702355000632,0.0036378500885727,0.1008647862650074,0.1095717491206229,0.0030133858130375,1.7308427450595282e-05,7.8125,9.8304e-05,4.0,1.0,64,360,180,,,,,27.57399940490723,0.0,16.722000122070312,16.722000122070312,35.38943862915039,,,49.46895686868931,0.0404887798083383,0.0003075905112861,24.698200457847804,3.3138788325769244e-08,7.683317550994421,251.7503391405981,0.0030133858130375,0.1095717491206229,0.0007553008485329,0.0007554550098022,7.684885760520763,7.681748199568931,0.0002962883456967,0.7553008485329555,7.684885760520763,0.755455009802233,12.720590778250513,342.5048471372339,-49.55315869890468,1221.7942131835157,1236.9871946792744,592.7056574798236,2.270374040051162
FRB121102_tracking-M01_0055,561.0,1221.7942131835157,-55.31674138078469,0.0526372068703951,1.5888720677345365,81.536428547961,144.25669310487802,0.1260275307859083,12.76000653067244,251.66834110403408,7.786250553921287,1.5888720677345365,0.0563527272592125,0.0034851514917636,0.0988222884548378,0.1073344625811193,0.0029929602407013,1.7196408486586552e-05,7.8125,9.8304e-05,4.0,1.0,64,360,180,,,,,27.57399940490723,0.0,16.722000122070312,16.722000122070312,35.38943862915039,,,55.31674138078469,0.045275006857866,0.0003890188219541,22.08724127064956,3.7056164098123483e-08,7.786250553921287,251.66834110403408,0.0029929602407013,0.1073344625811193,0.0007654195744526,0.0007655445154329,7.787521519296659,7.784978578348638,0.0002942679936187,0.7654195744526783,7.787521519296659,0.7655445154329389,12.9291250533038,359.07766232129364,-55.51036903429216,1221.7942131835157,1236.9871946792744,592.5368406563061,2.2700142618072032
FRB121102_tracking-M01_0055,561.5,1221.7942131835157,-62.07356599841214,0.0664591471736549,1.5869048504083931,83.26305069597673,143.59527044969423,0.1286122512627731,12.772316460402518,251.6276036971995,7.9052412782576384,1.5869048504083931,0.0553940476202748,0.0033871082168136,0.0975740673596656,0.1059690969391665,0.0030006639807975,1.7243629205940487e-05,7.8125,9.8304e-05,4.0,1.0,64,360,180,,,,,27.57399940490723,0.0,16.722000122070312,16.722000122070312,35.38943862915039,,,62.07356599841214,0.0508052545417389,0.0004963440952375,19.68300344167064,4.1582497276166e-08,7.9052412782576384,251.6276036971995,0.0030006639807975,0.1059690969391665,0.0007771168386178,0.0007772175748765,7.90626602047236,7.904215656514978,0.0002950155126215,0.7771168386178389,7.90626602047236,0.777217574876515,13.137659328357088,370.12620577733344,-62.321457259358674,1221.7942131835157,1236.9871946792744,592.4608495441857,2.269902015651513
FRB121102_tracking-M01_0055,562.0,1221.7942131835157,-70.63539466622284,0.0868053896408902,1.5849525894435097,83.20398879596038,143.1486838605849,0.1321828918896111,12.7700692700492,251.6656642216344,7.9679235598367075,1.5849525894435097,0.0552731361647316,0.0033279089642978,0.0976841469169674,0.1060942479905669,0.0030272651177904,1.7394618301973355e-05,7.8125,9.8304e-05,4.0,1.0,64,360,180,,,,,27.57399940490723,0.0,16.722000122070312,16.722000122070312,35.38943862915039,,,70.63539466622284,0.057812841069344,0.0006480681832787,17.297195251147453,4.7317985668557466e-08,7.9679235598367075,251.6656642216344,0.0030272651177904,0.1060942479905669,0.0007832787576261,0.000783357169931,7.96872121104965,7.967125188136578,0.0002976220640422,0.7832787576261877,7.96872121104965,0.7833571699310248,13.27668217839261,375.65047750535336,-70.54442731441293,1221.7942131835157,1236.9871946792744,592.5679705537526,2.270504527356788
FRB121102_tracking-M01_0055,562.5,1221.7942131835157,-81.78234961502196,0.1159249806452057,1.5830232947322995,84.86920216049747,142.63718460980104,0.1337861079961699,12.818337357277882,251.78593233544743,8.034493044510494,1.5830232947322995,0.0544375840736558,0.0032399165359464,0.0966054316414528,0.104944391149491,0.0030171336943782,1.7329775494865507e-05,7.8125,9.8304e-05,4.0,1.0,64,360,180,,,,,27.57399940490723,0.0,16.722000122070312,16.722000122070312,35.38943862915039,,,81.78234961502196,0.0669362718635974,0.0008740857255563,14.939583161096827,5.4785225810808054e-08,8.034493044510494,251.78593233544743,0.0030171336943782,0.104944391149491,0.0007898228042475,0.0007898817865577,8.03509304359653,8.033892478679336,0.0002966184618524,0.7898228042475597,8.03509304359653,0.7898817865577134,13.346193603410374,386.6990209613932,-81.92256075222146,1221.7942131835157,1236.9871946792744,592.8662413801295,2.2707281048580303
FRB121102_tracking-M01_0055,563.0,1221.7942131835157,-100.3412716233743,0.1734960659297414,1.5807619857786477,85.75308743942514,142.56805258903668,0.134446969936391,12.7634068307235,251.6901817963501,8.028071329378935,1.5807619857786477,0.0541217772732094,0.0031477539688757,0.0960550325101162,0.104326562386793,0.0029988061745245,1.723008016398451e-05,7.8125,9.8304e-05,4.0,1.0,64,360,180,,,,,27.57399940490723,0.0,16.722000122070312,16.722000122070312,35.38943862915039,,,100.3412716233743,0.0821261637521791,0.0013149718331391,12.176387576285222,6.721767288305502e-08,8.028071329378935,251.6901817963501,0.0029988061745245,0.104326562386793,0.0007891915239632,0.0007892306747348,8.028469591621986,8.02767268129928,0.0002948092678577,0.7891915239632669,8.028469591621986,0.7892306747348078,13.346193603410374,392.223292689413,-100.57819339876698,1221.7942131835157,1236.9871946792744,592.6556544054469,2.2701360428273643
FRB121102_tracking-M01_0055,563.5,1221.7942131835157,-130.4081462058884,0.290215248185831,1.578464409113279,87.3588927028806,142.54552282407482,0.1372101440157518,12.77355650326074,251.4157205538092,8.022672035866519,1.578464409113279,0.0535751460600017,0.0030551961009135,0.0949903126809207,0.1031178039129612,0.0029671724810794,1.7064173092009914e-05,7.8125,9.8304e-05,4.0,1.0,64,360,180,,,,,27.57399940490723,0.0,16.722000122070312,16.722000122070312,35.38943862915039,,,130.4081462058884,0.1067349515972055,0.0022201162897654,9.369002234373818,8.735918900703927e-08,8.022672035866519,251.4157205538092,0.0029671724810794,0.1031178039129612,0.0007886607518138,0.0007886839151943,8.02290766595826,8.022436172524444,0.0002916934912734,0.7886607518138223,8.02290766595826,0.7886839151943608,13.346193603410374,403.2718361454529,-131.92724069188907,1221.7942131835157,1236.9871946792744,592.0213726932354,2.2697655001332686
FRB121102_tracking-M01_0055,564.0,1221.7942131835157,-178.7872121941078,0.5469689168808403,1.5763895096618814,86.42601350908977,142.60644655398332,0.1395011792609979,12.776475653980787,251.00433347257007,8.0187643690036,1.5763895096618814,0.053687499808408,0.003018258225752,0.0949846979895645,0.1030342299296058,0.0029711688524967,1.71110301091892e-05,7.8125,9.8304e-05,4.0,1.0,64,360,180,,,,,27.57399940490723,0.0,16.722000122070312,16.722000122070312,35.38943862915039,,,178.7872121941078,0.146331690120105,0.0041618538356575,6.833789722371328,1.1976786969617592e-07,8.0187643690036,251.00433347257007,0.0029711688524967,0.1030342299296058,0.0007882766125305,0.0007882889302091,8.018889670910426,8.018638941042859,0.0002920823473064,0.7882766125305298,8.018889670910426,0.7882889302091785,13.27668217839261,403.2718361454529,-181.39995595134755,1221.7942131835157,1236.9871946792744,591.060790447704,2.2690615493716937
FRB121102_tracking-M01_0055,564.5,1221.7942131835157,-271.3842808242499,1.2466968859669811,1.57448112191661,86.36151109938255,143.2170622211031,0.1416430207536954,12.713660217919102,250.1291023646624,7.947150425554946,1.57448112191661,0.0536456404172529,0.0029510200372801,0.0941540633963549,0.1019717842506151,0.0029305636722328,1.6927218508814598e-05,7.8125,9.8304e-05,4.0,1.0,64,360,180,,,,,27.57399940490723,0.0,16.722000122070312,16.722000122070312,35.38943862915039,,,271.3842808242499,0.2221194681526024,0.0094825016559408,4.502081732488983,1.817977739261397e-07,7.947150425554946,250.1291023646624,0.0029305636722328,0.1019717842506151,0.0007812366754337,0.0007812419738142,7.947204323468313,7.947096473543867,0.0002880880852117,0.7812366754337533,7.947204323468313,0.7812419738142289,13.20717075337485,408.7961078734728,-267.32625087567004,1221.7942131835157,1236.9871946792744,589.0050254000728,2.2694059497553756
FRB121102_tracking-M01_0055,565.0,1221.7942131835157,-569.651473023757,5.456902331782796,1.5725517843336638,86.38520512896055,143.5715962000235,0.1449005041812752,12.723933013087224,249.6385245499985,7.908268785363232,1.5725517843336638,0.0535895264253921,0.0029111229401708,0.0936279531513382,0.1013128997183882,0.0029064730321704,1.6816143045802593e-05,7.8125,9.8304e-05,4.0,1.0,64,360,180,,,,,27.57399940490723,0.0,16.722000122070312,16.722000122070312,35.38943862915039,,,569.651473023757,0.4662417507605222,0.0415114402302931,2.144810065526788,3.816041570091247e-07,7.908268785363232,249.6385245499985,0.0029064730321704,0.1013128997183882,0.0007774144546763,0.000777415651328,7.908280958334172,7.908256600182565,0.000285718364788,0.7774144546763472,7.908280958334172,0.7774156513280824,13.137659328357088,408.7961078734728,-564.3554185153039,1221.7942131835157,1236.9871946792744,587.8528958482204,2.2696237339664482
FRB121102_tracking-M01_0055,565.5,1221.7942131835157,4084.727548384984,277.81004048057974,1.5705515124301253,86.50588528183846,143.89934388123552,0.1475907184801583,12.737950283845285,249.6991572146004,7.854469833811548,1.5705515124301253,0.0535469861521269,0.0028785301288797,0.0933711957662689,0.1010457439040344,0.0028784274413998,1.665028696877598e-05,7.8125,9.8304e-05,4.0,1.0,64,360,180,,,,,27.57399940490723,0.0,16.722000122070312,16.722000122070312,35.38943862915039,,,-4084.727548384984,-3.343220572097644,2.1148165547365627,-0.2991127801575376,-2.7363205161911222e-06,7.854469833811548,249.6991572146004,0.0028784274413998,0.1010457439040344,0.000772125802543,0.0007721258256584,7.854470068953844,7.854469598436364,0.0002829609396711,0.7721258025430103,7.854470068953844,0.7721258256584386,13.068147903339325,408.7961078734728,3386.1325110918096,1221.7942131835157,1236.9871946792744,587.9965630157604,2.2691718158432796
FRB121102_tracking-M01_0055,566.0,1221.7942131835157,443.44517106815255,3.1818945720127148,1.56854126039631,88.43631716154312,144.7023112155037,0.1504331990044334,12.854486213064352,250.1297570906096,7.728575369283812,1.56854126039631,0.0532666972139725,0.0028092510138325,0.0925377918945892,0.1002217372364706,0.0028014870182238,1.6180938874201018e-05,7.8125,9.8304e-05,4.0,1.0,64,360,180,,,,,27.57399940490723,0.0,16.722000122070312,16.722000122070312,35.38943862915039,,,-443.44517106815255,-0.362945876059364,0.0244908041990646,-2.755231746555065,-2.970597438939163e-07,7.728575369283812,250.1297570906096,0.0028014870182238,0.1002217372364706,0.000759749873102,0.0007597518030491,7.728595001721017,7.728555718135448,0.0002753980794705,0.7597498731020759,7.728595001721017,0.759751803049183,12.85961362828604,408.7961078734728,441.6694579684978,1221.7942131835157,1236.9871946792744,589.009068201405,2.2691921932299426
FRB121102_tracking-M01_0055,566.5,1221.7942131835157,246.88376157969847,0.9702875459921056,1.5667458597863153,85.24746080015163,146.63612346071258,0.1548203579544245,12.873241624597275,250.48269100195807,7.478427922585478,1.5667458597863153,0.0549569304631168,0.0027859018197483,0.0943559555859178,0.1022560493026131,0.0027595778305358,1.591872500290784e-05,7.8125,9.8304e-05,4.0,1.0,64,360,180,,,,,27.57399940490723,0.0,16.722000122070312,16.722000122070312,35.38943862915039,,,-246.88376157969847,-0.2020665664608251,0.0073323488505593,-4.94886421596059,-1.6538510682115533e-07,7.478427922585478,250.48269100195807,0.0027595778305358,0.1022560493026131,0.0007351593785018,0.0007351654037837,7.478489214922773,7.47836657606695,0.0002712797625793,0.7351593785018428,7.478489214922773,0.7351654037837684,12.442545078179462,408.7961078734728,247.76579349452385,1221.7942131835157,1236.9871946792744,589.8368231567096,2.269630926375904
FRB121102_tracking-M01_0055,567.0,1221.7942131835157,156.4978066688207,0.3886554287714723,1.5644065478485325,86.81756486033207,145.95829078304018,0.1568768819766281,12.858180558276771,250.6336245519513,7.56678211561167,1.5644065478485325,0.0539230382170343,0.0028156665228851,0.09306888800278,0.1008891819439677,0.0027521997806266,1.5868303409564032e-05,7.8125,9.8304e-05,4.0,1.0,64,360,180,,,,,27.57399940490723,0.0,16.722000122070312,16.722000122070312,35.38943862915039,,,-156.4978066688207,-0.1280885152181633,0.0029639472803679,-7.807101193239507,-1.0483640684826541e-07,7.56678211561167,250.6336245519513,0.0027521997806266,0.1008891819439677,0.000743844949093,0.0007438601208347,7.566936450548741,7.566627643023386,0.0002705577659452,0.7438449490930896,7.566936450548741,0.7438601208347434,12.581567928214987,397.74756441743295,156.2830389734686,1221.7942131835157,1236.9871946792744,590.1850344351916,2.269545346189184
FRB121102_tracking-M01_0055,567.5,1221.7942131835157,120.02960980285827,0.2277798178315257,1.5624652419411087,84.46085325397866,146.80440867592975,0.1579376862299559,12.80429865681857,250.65673879432376,7.437747388566183,1.5624652419411087,0.0549770394775182,0.0028525903772271,0.0943489437138288,0.1022815221875391,0.0027422514735386,1.580914232553179e-05,7.8125,9.8304e-05,4.0,1.0,64,360,180,,,,,27.57399940490723,0.0,16.722000122070312,16.722000122070312,35.38943862915039,,,-120.02960980285827,-0.0982404471290695,0.0017133453478668,-10.179106765324342,-8.040670521191413e-08,7.437747388566183,250.65673879432376,0.0027422514735386,0.1022815221875391,0.0007311603192856,0.0007311856714891,7.438005284517359,7.437489274286163,0.0002695836367512,0.73116031928561,7.438005284517359,0.7311856714891946,12.373033653161702,397.74756441743295,119.51055921500549,1221.7942131835157,1236.9871946792744,590.2310292674825,2.269729048802069
FRB121102_tracking-M01_0055,568.0,1221.7942131835157,96.3317230720208,0.1405225839653432,1.5604159032944918,82.76025601451086,149.8382316492495,0.1609886831815336,12.801752903433838,250.7668870383936,7.041560858790254,1.5604159032944918,0.0567943748235584,0.0028084114844496,0.0955374160772032,0.1035915435273416,0.0026276247591982,1.5141213127329197e-05,7.8125,9.8304e-05,4.0,1.0,64,360,180,,,,,27.57399940490723,0.0,16.722000122070312,16.722000122070312,35.38943862915039,,,-96.3317230720208,-0.0788444748162771,0.0010463066269536,-12.683196918112444,-6.453171406896695e-08,7.041560858790254,250.7668870383936,0.0026276247591982,0.1035915435273416,0.0006922135986625,0.0006922508650395,7.0419399519815,7.04118148686705,0.0002583199315577,0.6922135986625171,7.0419399519815,0.6922508650395894,11.677919402984076,386.6990209613932,96.74664317405204,1221.7942131835157,1236.9871946792744,590.4790777969098,2.2697740256737915
FRB121102_tracking-M01_0055,568.5,1221.7942131835152,79.33967364882167,0.0895934961585554,1.5581929594609707,84.34920784537374,152.92460754328994,0.1648398227528565,12.828633000388384,251.00342190553687,6.683150670936541,1.5581929594609707,0.0574546695904064,0.002745201832,0.0947909399267161,0.1028275750051485,0.0024717995171321,1.4230713568871632e-05,7.8125,9.8304e-05,4.0,1.0,64,360,180,,,,,27.57399940490723,0.0,16.722000122070312,16.722000122070312,35.38943862915039,,,-79.33967364882167,-0.0649370186834439,0.0006734710387047,-15.399536662975182,-5.314890018528051e-08,6.683150670936541,251.00342190553687,0.0024717995171321,0.1028275750051485,0.0006569804435557,0.0006570325889973,6.683681121799032,6.682619885869049,0.0002430070671738,0.6569804435557458,6.683681121799032,0.657032588997332,11.052316577824216,370.12620577733344,79.36248072871456,1221.7942131835152,1236.9871946792744,591.0209458454464,2.269508240462096
FRB121102_tracking-M01_0055,569.0,1221.7942131835152,66.36371476433607,0.0586072339850423,1.5557289917678587,82.86929706530834,158.06893550406005,0.1676691832699962,12.849861820965009,251.32569660157031,6.181916936667287,1.5557289917678587,0.0601013023180431,0.0027288730483632,0.0960586591600518,0.104265550078123,0.0023136533963747,1.330427611775792e-05,7.8125,9.8304e-05,4.0,1.0,64,360,180,,,,,27.57399940490723,0.0,16.722000122070312,16.722000122070312,35.38943862915039,,,-66.36371476433607,-0.0543166058966823,0.0004366666140858,-18.41057598300855,-4.44564275314045e-08,6.181916936667287,251.32569660157031,0.0023136533963747,0.104265550078123,0.0006077071625421,0.0006077761095542,6.182618301942955,6.181215226379935,0.0002274671890333,0.607707162542141,6.182618301942955,0.6077761095542003,10.28769090262883,353.5533905932737,66.39475511944747,1221.7942131835152,1236.9871946792744,591.7596098442509,2.2696895865136075
