name,DM,center_f,slope (mhz/ms),slope error (mhz/ms),theta,red_chisq,amplitude,xo,yo,sigmax,sigmay,angle,amp_error,xo_error,yo_error,sigmax_error,sigmay_error,angle_error,f_res (mhz),time_res (s),downf,downt,fchans,tchans,tsamp_width,subbg_start (ms),subbg_end (ms),sksigma,skwindow,background,regstart_a,regend_a,regstart_b,regend_b,regstart_c,regend_c,slope_abs,slope_over_nuobs,slope_over_nuobs_err,recip_slope_over_nuobs,slope_abs_nuobssq,min_sigma,max_sigma,min_sigma_error,max_sigma_error,sigma_t,tau_w_old,tau_w,t_from_sigma,tau_w_error,sigma_t_ms,tau_w_ms,tau_w_ms_old,tw_FWHM_ms,band_FWHM_mhz,line slope (mhz/ms),center_f_new,center_f_old,bandwidth (mhz),center_f_err
FRB121102_tracking-M01_0055,555.0,1221.7942131835157,-22.46182949260833,0.0073233570417774,1.6152869195563937,19.024765759478186,216.81644949014256,0.0972323272779181,12.75696849831352,249.62173648011944,2.9629580053143645,1.6152869195563937,0.1861921163082768,0.0099016189267824,0.2151829020035197,0.2329660669440881,0.0025061667785623,1.4486385027695604e-05,7.8125,9.8304e-05,4.0,1.0,64,360,180,,,,,27.57399940490723,0.0,16.722000122070312,16.722000122070312,35.38943862915039,,,22.46182949260833,0.0183842984769764,2.614398607109792e-05,54.39424306847222,1.5046968039793034e-08,2.9629580053143645,249.62173648011944,0.0025061667785623,0.2329660669440881,0.0002912706237544,0.0002915590933978,2.96589247027471,2.960026030428254,0.0002466102188587,0.2912706237544232,2.96589247027471,0.291559093397885,4.935311176261128,104.96116283237814,-22.47433082583067,1221.7942131835157,1236.9871946792744,587.2326011382154,2.27021343419064
FRB121102_tracking-M01_0055,555.5,1221.7942131835157,-23.50342925479105,0.0070762060634797,1.6133176639355091,26.58882933799839,213.3973202919324,0.0972490203327953,12.779198442776352,250.94355227069389,3.160064368626857,1.6133176639355091,0.152410084510038,0.0079732713295766,0.1799904657755351,0.1953172538636116,0.0022220036277082,1.2786525160845037e-05,7.8125,9.8304e-05,4.0,1.0,64,360,180,,,,,27.57399940490723,0.0,16.722000122070312,16.722000122070312,35.38943862915039,,,23.50342925479105,0.0192368150063097,2.986427772901288e-05,51.98365736074277,1.5744725911073156e-08,3.160064368626857,250.94355227069389,0.0022220036277082,0.1953172538636116,0.0003106469676934,0.0003109279696078,3.162922867918573,3.1572079995520164,0.0002186294341584,0.3106469676934945,3.162922867918573,0.3109279696078675,5.282868301349939,116.00970628841796,-23.5693678266252,1221.7942131835157,1236.9871946792744,590.3927706781792,2.2695002528406634
FRB121102_tracking-M01_0055,556.0,1221.7942131835157,-24.742113710431283,0.006989608348993,1.6111912597278673,48.41703167270597,196.5922247542859,0.1005642037092768,12.783307530345253,250.8981950286548,3.8564130582846303,1.6111912597278673,0.1025447563195015,0.0056689243919575,0.1314403574521543,0.1426143982857725,0.0019804156495769,1.1399095479510996e-05,7.8125,9.8304e-05,4.0,1.0,64,360,180,,,,,27.57399940490723,0.0,16.722000122070312,16.722000122070312,35.38943862915039,,,24.742113710431283,0.0202506391366538,3.980648753959465e-05,49.38115746628417,1.657450896242881e-08,3.8564130582846303,250.8981950286548,0.0019804156495769,0.1426143982857725,0.0003791008292816,0.0003794102655053,3.85956080632859,3.8532671339261735,0.0001948416905355,0.3791008292816123,3.85956080632859,0.3794102655053257,6.395051101634138,149.15533665653734,-24.776579349452344,1221.7942131835157,1236.9871946792744,590.3381289313934,2.269082823057783
FRB121102_tracking-M01_0055,556.5,1221.7942131835157,-26.178331550964927,0.0076536439617321,1.6089772942131042,73.71689721559335,180.3782403443885,0.1036704722209624,12.807960184215744,251.0611681085944,4.71651251107376,1.6089772942131042,0.0752982519561838,0.0044635159098469,0.1052748494311417,0.1142527020893279,0.0019382963884469,1.1151956469084224e-05,7.8125,9.8304e-05,4.0,1.0,64,360,180,,,,,27.57399940490723,0.0,16.722000122070312,16.722000122070312,35.38943862915039,,,26.178331550964927,0.0214261381077869,5.378407641529258e-05,46.67196650041972,1.75366177680273e-08,4.71651251107376,251.0611681085944,0.0019382963884469,0.1142527020893279,0.0004636520458885,0.0004639900846054,4.7199512187235575,4.713075095091504,0.0001906812126221,0.4636520458885949,4.7199512187235575,0.4639900846054006,7.854791027007147,182.3009670246568,-26.18143694143161,1221.7942131835157,1236.9871946792744,590.7729990941236,2.2682227505119834
FRB121102_tracking-M01_0055,557.0,1221.7942131835157,-27.7503641815066,0.0078087952125518,1.6068163039190089,80.80117616879149,184.78837746589667,0.1043037165649249,12.78966244824142,251.43195061530145,4.474282279372637,1.6068163039190089,0.0739457789173132,0.0040460424381696,0.1010846396914162,0.1097736585787949,0.0017624122353789,1.0127052635130597e-05,7.8125,9.8304e-05,4.0,1.0,64,360,180,,,,,27.57399940490723,0.0,16.722000122070312,16.722000122070312,35.38943862915039,,,27.7503641815066,0.0227127971978194,5.745063204336378e-05,44.02804248593407,1.8589707622398085e-08,4.474282279372637,251.43195061530145,0.0017624122353789,0.1097736585787949,0.0004398398451914,0.0004401252416605,4.477185482386543,4.4713800395744885,0.0001733645926399,0.4398398451914477,4.477185482386543,0.4401252416605267,7.437722476900573,182.3009670246568,-27.83122611856292,1221.7942131835157,1236.9871946792744,591.6929469760959,2.2693387695713136
FRB121102_tracking-M01_0055,557.5,1221.7942131835157,-29.78592438934456,0.0103404330758253,1.60435662620037,83.59360744458209,171.32033425131416,0.1070296235946638,12.81348470740788,251.5834502216351,5.260105307155767,1.60435662620037,0.0670672169605786,0.0038911987194796,0.0989618321321594,0.1074929613174709,0.0020268210879982,1.1641992836681067e-05,7.8125,9.8304e-05,4.0,1.0,64,360,180,,,,,27.57399940490723,0.0,16.722000122070312,16.722000122070312,35.38943862915039,,,29.78592438934456,0.024378838979548,7.737972786673109e-05,41.01918064428422,1.9953310235466245e-08,5.260105307155767,251.5834502216351,0.0020268210879982,0.1074929613174709,0.0005170893921146,0.0005173805986317,5.2630676130343375,5.257143373447669,0.0001993568320268,0.5170893921146406,5.2630676130343375,0.5173805986317276,8.758439552238059,215.4465973927762,-29.7900220917169,1221.7942131835157,1236.9871946792744,592.1001556923886,2.269861837259196
FRB121102_tracking-M01_0055,558.0,1221.7942131835157,-32.01052089711905,0.0124158142270192,1.6020258993055667,81.94620284650641,169.072361852905,0.109496703784364,12.80483558273821,251.51903019457768,5.397442692243326,1.6020258993055667,0.0670506358279544,0.0037734642963894,0.1002334125714276,0.1088569399447105,0.0021069041840673,1.210503620812216e-05,7.8125,9.8304e-05,4.0,1.0,64,360,180,,,,,27.57399940490723,0.0,16.722000122070312,16.722000122070312,35.38943862915039,,,32.01052089711905,0.0261996010062219,9.199019916709714e-05,38.16852019091877,2.1443546485587072e-08,5.397442692243326,251.51903019457768,0.0021069041840673,0.1088569399447105,0.0005305902064182,0.0005308489309702,5.400074574485515,5.394810880466875,0.0002072181066552,0.5305902064182879,5.400074574485515,0.5308489309702241,8.966973827291346,237.5436843048558,-32.04541808604247,1221.7942131835157,1236.9871946792744,591.9932552252156,2.2704220904740455
FRB121102_tracking-M01_0055,558.5,1221.7942131835157,-34.90332005780549,0.0176669432545594,1.5994390609143676,81.49807318573275,155.417429567466,0.1129923944627657,12.772282136205687,251.5173757946256,6.488409414153723,1.5994390609143676,0.0613616473836217,0.0038114223813947,0.0997951268519598,0.1083758773207064,0.0025214743770106,1.4490106854719046e-05,7.8125,9.8304e-05,4.0,1.0,64,360,180,,,,,27.57399940490723,0.0,16.722000122070312,16.722000122070312,35.38943862915039,,,34.90332005780549,0.028567265813824,0.000130538019931,35.005100121135435,2.33814054000051e-08,6.488409414153723,251.5173757946256,0.0025214743770106,0.1083758773207064,0.0006378365990489,0.0006380981567867,6.491070117052903,6.485748030398874,0.0002479726675081,0.6378365990489676,6.491070117052903,0.6380981567867686,10.774270877753166,276.2135864009951,-35.0289570112947,1221.7942131835157,1236.9871946792744,592.03522046258,2.2705197722696573
FRB121102_tracking-M01_0055,559.0,1221.7942131835157,-37.62408872087136,0.0220018149328561,1.5973687876221137,78.31030299306897,151.99497872124982,0.1136660873312809,12.762478692084816,251.79785963752548,6.8342502023529805,1.5973687876221137,0.0611279761472904,0.0038248902601956,0.1017810653997651,0.1105852621230384,0.0027050723425449,1.5531730207872068e-05,7.8125,9.8304e-05,4.0,1.0,64,360,180,,,,,27.57399940490723,0.0,16.722000122070312,16.722000122070312,35.38943862915039,,,37.62408872087136,0.0307941290889222,0.0001593565414636,32.47372241352772,2.5204022704187517e-08,6.8342502023529805,251.79785963752548,0.0027050723425449,0.1105852621230384,0.0006718341318921,0.0006720712164058,6.8366619507426725,6.8318375270700855,0.0002660132782822,0.6718341318921074,6.8366619507426725,0.6720712164058078,11.399873702913029,292.7864015850548,-37.76355960325451,1221.7942131835157,1236.9871946792744,592.729323780651,2.2706191423201894
FRB121102_tracking-M01_0055,559.5,1221.7942131835157,-40.874867264127865,0.0268007934732553,1.595256358787891,80.67543202405511,148.891512609985,0.1183580079256894,12.760106875425947,252.06433437109456,7.17857068188412,1.595256358787891,0.0588953975881079,0.0037169739000393,0.1002268966055659,0.1089462244987495,0.0027943933405411,1.6031533985916167e-05,7.8125,9.8304e-05,4.0,1.0,64,360,180,,,,,27.57399940490723,0.0,16.722000122070312,16.722000122070312,35.38943862915039,,,40.874867264127865,0.0334547887222546,0.0001970245018528,29.89108699212273,2.7381688635670165e-08,7.17857068188412,252.06433437109456,0.0027943933405411,0.1089462244987495,0.0007056822123119,0.000705893196036,7.180716919312442,7.176423344061712,0.0002747821781794,0.7056822123119366,7.180716919312442,0.7058931960360904,11.955965103055126,314.8834884971344,-40.96128037611073,1221.7942131835157,1236.9871946792744,593.3885927827129,2.2713969238274743
