name,DM,center_f,slope (mhz/ms),slope error (mhz/ms),theta,red_chisq,amplitude,xo,yo,sigmax,sigmay,angle,amp_error,xo_error,yo_error,sigmax_error,sigmay_error,angle_error,f_res (mhz),time_res (s),downf,downt,fchans,tchans,tsamp_width,subbg_start (ms),subbg_end (ms),sksigma,skwindow,background,regstart_a,regend_a,regstart_b,regend_b,slope_abs,slope_over_nuobs,slope_over_nuobs_err,recip_slope_over_nuobs,slope_abs_nuobssq,min_sigma,max_sigma,min_sigma_error,max_sigma_error,sigma_t,tau_w_old,tau_w,t_from_sigma,tau_w_error,sigma_t_ms,tau_w_ms,tau_w_ms_old,tw_FWHM_ms,band_FWHM_mhz,line slope (mhz/ms),center_f_new,center_f_old,bandwidth (mhz),regstart_c,regend_c,regstart_d,regend_d,center_f_err
11A,559.5,6646.863545401633,-820.3028805614205,0.0804842386788756,-1.5695772654843407,22.15163874896112,7.702603811381706,0.0617093452810268,3.2738917201152886,0.4503816344656189,977.1017636755424,0.0012190613105555,0.0014141964765774,0.0002335921878932,0.1792841230356905,8.244759409376166e-05,0.1818084263258887,1.1960841123600284e-07,2.9296875,4.09493333333333e-05,2.0,4.0,845,140,70,,,,,1.976999998092652,0.0,2.7939999103546143,2.7939999103546143,3.384000062942505,820.3028805614205,0.1234120235744743,5.698978352119673e-05,8.102938198696165,1.856695608861296e-08,0.4503816344656189,977.1017636755424,8.244759409376166e-05,0.1818084263258887,1.84428276769441e-05,1.8442841380989407e-05,0.4503819691241882,-0.4503812998072271,3.376176521761622e-06,0.0184428276769441,0.4503819691241882,0.0184428413809894,,,,,,2300.8971094435497,3.384000062942505,4.098999977111816,4.098999977111816,5.732906818389893,2.752580604037584
11A,560.0,6646.863522172535,-832.981697702656,0.082366960131808,-1.5695958208025602,22.0511463069523,7.73803362552483,0.0617171460397159,3.27099219923143,0.447475983376389,977.539446957168,0.001200505992332,0.001419801645669,0.0002302397356709,0.1792532635749369,8.18634167814155e-05,0.181788281396671,1.18708411570559e-07,2.9296875,4.09493333333333e-05,2.0,4.0,845,140,70,,,,,1.9769999980926496,0.0,2.7939999103546103,2.7939999103546103,3.3840000629425,832.981697702656,0.1253195127181421,5.819046957100542e-05,7.979603322023076,1.885393197860956e-08,0.447475983376389,977.539446957168,8.18634167814155e-05,0.181788281396671,1.8323843201940864e-05,1.8323856406241544e-05,0.4474763058309836,-0.4474756609219591,3.352254757246296e-06,0.0183238432019408,0.4474763058309836,0.0183238564062415,0.7528443334117758,580.0485314420897,-836.6519869919832,6646.863522172535,6568.92191811869,2301.927825716173,3.3840000629425,4.09899997711182,4.09899997711182,5.73290681838989,2.7598605154036706
11A,560.5,6646.863545401633,-842.9817767493379,0.0842779216070963,-1.5696100620872755,21.975378415395685,7.73631794157004,0.0617101120920862,3.282519444714315,0.4472347043651592,977.8624809532816,0.0011862647076208,0.0014193816571368,0.0002278858735856,0.1792971423335048,8.181276323247193e-05,0.1818411122950684,1.1859785466222529e-07,2.9296875,4.09493333333333e-05,2.0,4.0,845,140,70,,,,,1.976999998092652,0.0,2.7939999103546143,2.7939999103546143,3.384000062942505,842.9817767493379,0.1268239931497497,5.943814332538241e-05,7.884943338909316,1.90802763263416e-08,0.4472347043651592,977.8624809532816,8.181276323247193e-05,0.1818411122950684,1.831396298728368e-05,1.8313975873212265e-05,0.447235019044973,-0.447234389685501,3.350180469753911e-06,0.0183139629872836,0.447235019044973,0.0183139758732122,,,,,,2302.688551232285,3.384000062942505,4.098999977111816,4.098999977111816,5.732906818389893,2.77141265251173
11A,561.0,6646.863521978152,-855.890681495986,0.0855047972398399,-1.56962795381621,22.062735819196305,7.777939568404808,0.0617076474159559,3.31936684820588,0.443883069548021,978.407524579094,0.001168372978685,0.001415858056964,0.000223025138678,0.177995964760346,8.05631759015009e-05,0.1805358166214439,1.16722153758771e-07,2.9296875,4.09493333333333e-05,2.0,4.0,845,140,70,,,,,1.9769999980926496,0.0,2.7939999103546103,2.7939999103546103,3.3840000629425,855.890681495986,0.1287660982756671,6.042315555109179e-05,7.766019265872011,1.937246008585799e-08,0.443883069548021,978.407524579094,8.05631759015009e-05,0.1805358166214439,1.817671577594508e-05,1.8176728182425284e-05,0.4438833725195029,-0.4438827665766834,3.299010596113933e-06,0.018176715775945,0.4438833725195029,0.0181767281824252,0.7528443334117758,588.3349390341195,-854.4530930981956,6646.863521978152,6568.92191811869,2303.9720785162044,3.3840000629425,4.09899997711182,4.09899997711182,5.73290681838989,2.7707510720154502
11A,561.5,6646.863545401633,-870.3438946384464,0.0880489070188074,-1.5696473561798148,22.240995229299088,7.774336526896862,0.0617098296502855,3.452969877734948,0.4439401301697081,978.7364351199384,0.0011489706150818,0.0014095677041401,0.0002189987636804,0.1773452273602491,8.025317883864184e-05,0.1798839754463342,1.162362583838162e-07,2.9296875,4.09493333333333e-05,2.0,4.0,845,140,70,,,,,1.976999998092652,0.0,2.7939999103546143,2.7939999103546143,3.384000062942505,870.3438946384464,0.1309405389013227,6.247184245629474e-05,7.6370542567692015,1.96995978640044e-08,0.4439401301697081,978.7364351199384,8.025317883864184e-05,0.1798839754463342,1.817905237036276e-05,1.8179064369754667e-05,0.4439404231999222,-0.4439398371396271,3.2863163405105785e-06,0.0181790523703627,0.4439404231999222,0.0181790643697546,,,,,,2304.746654935123,3.384000062942505,4.098999977111816,4.098999977111816,5.732906818389893,2.770264367951107
11A,562.0,6646.863545880793,-877.594473852411,0.090546310846328,-1.5696568488275802,22.4623998590105,7.7216744711599805,0.0617094881224,3.51313079252937,0.447835866983385,978.682239067491,0.0011394779673199,0.0014036655404649,0.000218254248547,0.177800259112418,8.11681075783999e-05,0.180344484744823,1.17566188024388e-07,2.9296875,4.09493333333333e-05,2.0,4.0,845,140,70,,,,,1.9769999980926496,0.0,2.7939999103546103,2.7939999103546103,3.3840000629425,877.594473852411,0.1320313660412474,6.456275797986904e-05,7.573957840348281,1.986370942172721e-08,0.447835866983385,978.682239067491,8.11681075783999e-05,0.180344484744823,1.8338580195724943e-05,1.83385921012272e-05,0.447836157720774,-0.4478355762461239,3.3237820510790625e-06,0.0183385801957249,0.447836157720774,0.0183385921012271,0.7528443334117758,606.9793561161868,-879.4006286631065,6646.863545880793,6568.92191811869,2304.6190581008304,3.3840000629425,4.09899997711182,4.09899997711182,5.73290681838989,2.767966455526937
11A,562.5,6646.863545401633,-887.6040312588137,0.0914935726233733,-1.5696696987696894,22.73431905837925,7.735601032510527,0.0617077689887187,3.562919949835003,0.4464054771673949,978.4270057575524,0.0011266280252071,0.0013931139779161,0.0002139762433868,0.1760969542888229,8.015647799151923e-05,0.1786097510312939,1.1613189236269677e-07,2.9296875,4.09493333333333e-05,2.0,4.0,845,140,70,,,,,1.976999998092652,0.0,2.7939999103546143,2.7939999103546143,3.384000062942505,887.6040312588137,0.1335372729101483,6.563187300627547e-05,7.488545918358379,2.0090268439846448e-08,0.4464054771673949,978.4270057575524,8.015647799151923e-05,0.1786097510312939,1.8280006686353363e-05,1.82800182876784e-05,0.4464057604766476,-0.446405193858263,3.2823564192323154e-06,0.0182800066863533,0.4464057604766476,0.0182800182876783,,,,,,2304.0180635223646,3.384000062942505,4.098999977111816,4.098999977111816,5.732906818389893,2.7751213350818955
11A,563.0,6646.86354795703,-901.879975577736,0.0943192089993009,-1.56968753225763,22.7728370682915,7.74678315111771,0.061701448498428,3.71658661147959,0.4459119828060729,978.521347328272,0.001108794537268,0.0013947297472719,0.000210994003737,0.176065927747371,8.004499247853491e-05,0.178581204126775,1.15958376739429e-07,2.9296875,4.09493333333333e-05,2.0,4.0,845,140,70,,,,,1.9769999980926496,0.0,2.7939999103546103,2.7939999103546103,3.3840000629425,901.879975577736,0.1356850443928454,6.771610286894872e-05,7.370009012229271,2.041339398859022e-08,0.4459119828060729,978.521347328272,8.004499247853491e-05,0.178581204126775,1.8259798421253465e-05,1.8259809645786195e-05,0.4459122569138987,-0.4459117086983586,3.2777910935667527e-06,0.0182597984212534,0.4459122569138987,0.0182598096457861,0.7528443334117758,617.3373656062241,-905.8487678710196,6646.86354795703,6568.92191811869,2304.24026673291,3.3840000629425,4.09899997711182,4.09899997711182,5.73290681838989,2.7768582535410062
11A,563.5,6646.863545401633,-919.0770211453964,0.096766150071445,-1.5697082791314507,23.06234339636425,7.7578746750748095,0.0617100181160865,3.8094158620912735,0.4443032243723528,978.8936665985492,0.0010880476634457,0.0013853467760772,0.0002058804399721,0.1746951878675865,7.910555847176403e-05,0.1772000902047892,1.1455634072919437e-07,2.9296875,4.09493333333333e-05,2.0,4.0,845,140,70,,,,,1.976999998092652,0.0,2.7939999103546143,2.7939999103546143,3.384000062942505,919.0770211453964,0.1382722866006814,6.991307700587475e-05,7.232107203722712,2.0802636560267532e-08,0.4443032243723528,978.8936665985492,7.910555847176403e-05,0.1772000902047892,1.819392083589825e-05,1.819393160531717e-05,0.4443034873661075,-0.4443029613786997,3.239321799811033e-06,0.0181939208358982,0.4443034873661075,0.0181939316053171,,,,,,2305.1170636056463,3.384000062942505,4.098999977111816,4.098999977111816,5.732906818389893,2.779272498754321
11A,564.0,6646.863464783656,-935.381249156528,0.1003044676777,-1.56972724440745,23.0651950145642,7.74447357855271,0.06170725438497,3.9826983632337294,0.4452743995045739,-978.957286734964,0.001069082387446,0.00138098634731,0.000202606626027,0.174449742673546,7.91664378421922e-05,0.176951579161175,1.1464165885891101e-07,2.9296875,4.09493333333333e-05,2.0,4.0,845,140,70,,,,,1.9769999980926496,0.0,2.7939999103546103,2.7939999103546103,3.3840000629425,935.381249156528,0.1407252088315572,7.247397552470699e-05,7.106047369216999,2.117167135704624e-08,0.4452743995045739,978.957286734964,7.91664378421922e-05,0.176951579161175,1.823368981011261e-05,1.823370023009617e-05,0.4452746539649693,-0.4452741450442713,3.241814704607214e-06,0.0182336898101126,0.4452746539649693,0.0182337002300961,0.7528443334117758,635.9817826882912,-933.937101758493,6646.863464783656,6568.92191811869,2305.26692464437,3.3840000629425,4.09899997711182,4.09899997711182,5.73290681838989,2.77629316302924
11A,564.5,6646.863545401633,-944.8058470201868,0.1026002829212317,-1.5697379086767853,23.224831402123524,7.731145201342695,0.0617122467344951,4.09250372688887,0.4461687115888928,978.646972866227,0.0010584181181111,0.0013790392902253,0.0002009752631484,0.1744564206511405,7.934947757629835e-05,0.1769518006348705,1.1493781247030849e-07,2.9296875,4.09493333333333e-05,2.0,4.0,845,140,70,,,,,1.976999998092652,0.0,2.7939999103546143,2.7939999103546143,3.384000062942505,944.8058470201868,0.142143108635623,7.438889030441311e-05,7.035163432111588,2.1384989727065943e-08,0.4461687115888928,978.646972866227,7.934947757629835e-05,0.1769518006348705,1.827031129375742e-05,1.8270321527408247e-05,0.4461689614989645,-0.4461684616789091,3.2493100271151643e-06,0.0182703112937574,0.4461689614989645,0.0182703215274082,,,,,,2304.536217886552,3.384000062942505,4.098999977111816,4.098999977111816,5.732906818389893,2.7765549487632954
11A,565.0,6646.863447780384,-957.915055058854,0.1053144243439419,-1.56975239327339,23.2527107956778,7.72942084438039,0.0617086960550719,4.1548379788924805,0.446209367903506,-978.559637277508,0.001043933521509,0.001376546842293,0.000198327457047,0.1741632547465809,7.922801045989259e-05,0.176652254878969,1.1477132279601e-07,2.9296875,4.09493333333333e-05,2.0,4.0,845,140,70,,,,,1.9769999980926496,0.0,2.7939999103546103,2.7939999103546103,3.3840000629425,957.915055058854,0.1441153504332535,7.64025575172755e-05,6.938886086691689,2.1681707705516143e-08,0.446209367903506,978.559637277508,7.922801045989259e-05,0.176652254878969,1.827197614273662e-05,1.8271986099113265e-05,0.4462096110424251,-0.4462091247646688,3.244335977492561e-06,0.0182719761427366,0.4462096110424251,0.0182719860991132,0.7528443334117758,650.4829959743435,-963.8230890147648,6646.863447780384,6568.92191811869,2304.3305934922096,3.3840000629425,4.09899997711182,4.09899997711182,5.73290681838989,2.7817193342679545
11A,565.5,6646.863545401633,-973.2195231208224,0.1088230358555604,-1.5697688097503733,23.07299727860587,7.739875598829151,0.0617067137962279,4.256908918812991,0.4450892874400325,978.5489502992308,0.0010275170445232,0.0013832785917736,0.0001963204737945,0.1747778336121425,7.931164491940576e-05,0.177275048304946,1.1489437153484133e-07,2.9296875,4.09493333333333e-05,2.0,4.0,845,140,70,,,,,1.976999998092652,0.0,2.7939999103546143,2.7939999103546143,3.384000062942505,973.2195231208224,0.1464178580578964,7.864227737537284e-05,6.829767989124529,2.2028112516194163e-08,0.4450892874400325,978.5489502992308,7.931164491940576e-05,0.177275048304946,1.822610959447769e-05,1.822611921596369e-05,0.4450895224007807,-0.4450890524793596,3.247760699497921e-06,0.0182261095944776,0.4450895224007807,0.0182261192159636,,,,,,2304.305466775282,3.384000062942505,4.098999977111816,4.098999977111816,5.732906818389893,2.7796247979878688
11A,566.0,6646.863451908472,-991.123843350737,0.112384920997943,-1.56978737148888,23.1543695182941,7.747067572025808,0.061708335688392,4.278471322975331,0.444417926938145,-978.648325577735,0.001008955306018,0.00138098155784,0.000192821492461,0.174341566392167,7.89831371522269e-05,0.176834997970945,1.1440677788531101e-07,2.9296875,4.09493333333333e-05,2.0,4.0,845,140,70,,,,,1.9769999980926496,0.0,2.7939999103546103,2.7939999103546103,3.3840000629425,991.123843350737,0.1491115095897091,8.135940568931814e-05,6.7063904238617855,2.2433364348246945e-08,0.444417926938145,978.648325577735,7.89831371522269e-05,0.176834997970945,1.8198617829499062e-05,1.819862709251393e-05,0.444418153144877,-0.4444177007314815,3.234308457206587e-06,0.018198617829499,0.444418153144877,0.0181986270925139,0.7528443334117758,669.1274130564108,-995.6850093127734,6646.863451908472,6568.92191811869,2304.5395211059013,3.3840000629425,4.09899997711182,4.09899997711182,5.73290681838989,2.773959707409859
11A,566.5,6646.863545401633,-1007.1898157324712,0.1157373344604262,-1.5698034656124376,23.21998999462336,7.747013534018523,0.0617126937686281,4.439961078575032,0.4444065290514333,978.7890501810969,0.0009928611824589,0.0013773059501437,0.0001897848588657,0.173905597164467,7.877550675838614e-05,0.176396245664585,1.1409073983333497e-07,2.9296875,4.09493333333333e-05,2.0,4.0,845,140,70,,,,,1.976999998092652,0.0,2.7939999103546143,2.7939999103546143,3.384000062942505,1007.1898157324712,0.1515285831960933,8.390497781605206e-05,6.599414967840746,2.2797005258355624e-08,0.4444065290514333,978.7890501810969,7.877550675838614e-05,0.176396245664585,1.819815109363681e-05,1.8198160063264625e-05,0.4444067480935296,-0.4444063100093998,3.225806074707743e-06,0.0181981510936368,0.4444067480935296,0.0181981600632646,,,,,,2304.8709391826364,3.384000062942505,4.098999977111816,4.098999977111816,5.732906818389893,2.7755711961316463
11A,567.0,6646.86344597286,-1020.71403636113,0.118522672018895,-1.5698166207808402,23.4281670215382,7.74097214005365,0.061716065449238,4.509898882606231,0.444859960992613,-979.022515467818,0.0009797060140599,0.001371260493903,0.000187094229714,0.173316077649082,7.85662280638328e-05,0.175804616643759,1.13760853815521e-07,2.9296875,4.09493333333333e-05,2.0,4.0,845,140,70,,,,,1.9769999980926496,0.0,2.7939999103546103,2.7939999103546103,3.3840000629425,1020.71403636113,0.1535632625309236,8.630855247510072e-05,6.511974176106254,2.31031167977376e-08,0.444859960992613,979.022515467818,7.85662280638328e-05,0.175804616643759,1.821671882934016e-05,1.8216727571762667e-05,0.4448601744862598,-0.4448597474990245,3.217236205718194e-06,0.0182167188293401,0.4448601744862598,0.0182167275717626,0.7528443334117758,685.7002282404703,-1029.7255224516718,6646.86344597286,6568.92191811869,2305.420737560866,3.3840000629425,4.09899997711182,4.09899997711182,5.73290681838989,2.7868384693395782
11A,567.5,6646.863545401633,-1036.9772783858696,0.122702705877213,-1.5698319858099408,23.44022463138164,7.72880621823799,0.0617096801809438,4.610514735421701,0.4454418475603449,978.9759503221763,0.0009643409849557,0.0013713446867466,0.0001850224580228,0.1735931545654762,7.880178850245024e-05,0.1760842939272089,1.1410777974552133e-07,2.9296875,4.09493333333333e-05,2.0,4.0,845,140,70,,,,,1.976999998092652,0.0,2.7939999103546143,2.7939999103546143,3.384000062942505,1036.9772783858696,0.1560100145433647,8.937545412499152e-05,6.409844925192536,2.3471222701915405e-08,0.4454418475603449,978.9759503221763,7.880178850245024e-05,0.1760842939272089,1.82405466963644e-05,1.8240555177796373e-05,0.4454420546804926,-0.4454416404402505,3.2268822050745e-06,0.0182405466963644,0.4454420546804926,0.0182405551777963,,,,,,2305.311119505356,3.384000062942505,4.098999977111816,4.098999977111816,5.732906818389893,2.780839189045126
11A,568.0,6646.863441976636,-1055.63097341037,0.126440570165288,-1.56984902634042,23.650949643888307,7.72863160125425,0.061714831719017,4.67773778748536,0.445013125104855,-979.310196894222,0.000947300454479,0.001365302876142,0.000181563906228,0.172886083444028,7.838175890838041e-05,0.175374853762811,1.13464971133113e-07,2.9296875,4.09493333333333e-05,2.0,4.0,845,140,70,,,,,1.9769999980926496,0.0,2.7939999103546103,2.7939999103546103,3.3840000629425,1055.63097341037,0.1588164075620677,9.251112895201174e-05,6.296578642916257,2.3893436197154546e-08,0.445013125104855,979.310196894222,7.838175890838041e-05,0.175374853762811,1.822299079762706e-05,1.8222998974085327e-05,0.4450133247774162,-0.4450129254323423,3.2096822129411783e-06,0.018222990797627,0.4450133247774162,0.0182229989740853,0.7528443334117758,704.3446453225375,-1066.1759834234126,6646.863441976636,6568.92191811869,2306.098247228242,3.3840000629425,4.09899997711182,4.09899997711182,5.73290681838989,2.781474758886385
